averageInfected,begin_date,end_date,isCurrentWeek
1053,2022-12-25T00:00:00.000Z,2022-12-31T00:00:00.000Z,False
948,2023-01-01T00:00:00.000Z,2023-01-07T00:00:00.000Z,False
761,2023-01-08T00:00:00.000Z,2023-01-14T00:00:00.000Z,False
786,2023-01-15T00:00:00.000Z,2023-01-19T00:00:00.000Z,True
