section,male,female,period
0-9,"{'amount': 5, 'percentage': 0.1}","{'amount': 2, 'percentage': 0.1}",שנה
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
0-9,"{'amount': 1, 'percentage': 0.1}","{'amount': 0, 'percentage': 0}",6 חודשים
0-9,"{'amount': 8, 'percentage': 0.1}","{'amount': 5, 'percentage': 0}",מתחילת קורונה
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",3 חודשים
10-19,"{'amount': 5, 'percentage': 0.1}","{'amount': 3, 'percentage': 0.1}",שנה
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.1}",6 חודשים
10-19,"{'amount': 7, 'percentage': 0.1}","{'amount': 8, 'percentage': 0.1}",מתחילת קורונה
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",3 חודשים
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
20-29,"{'amount': 4, 'percentage': 0.1}","{'amount': 7, 'percentage': 0.2}",שנה
20-29,"{'amount': 1, 'percentage': 0.1}","{'amount': 0, 'percentage': 0}",6 חודשים
20-29,"{'amount': 1, 'percentage': 0.2}","{'amount': 0, 'percentage': 0}",3 חודשים
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
20-29,"{'amount': 25, 'percentage': 0.2}","{'amount': 22, 'percentage': 0.2}",מתחילת קורונה
30-39,"{'amount': 15, 'percentage': 0.4}","{'amount': 9, 'percentage': 0.2}",שנה
30-39,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
30-39,"{'amount': 1, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.4}",6 חודשים
30-39,"{'amount': 53, 'percentage': 0.5}","{'amount': 40, 'percentage': 0.3}",מתחילת קורונה
30-39,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.2}",3 חודשים
40-49,"{'amount': 36, 'percentage': 0.9}","{'amount': 19, 'percentage': 0.5}",שנה
40-49,"{'amount': 5, 'percentage': 0.5}","{'amount': 5, 'percentage': 0.5}",6 חודשים
40-49,"{'amount': 2, 'percentage': 0.3}","{'amount': 2, 'percentage': 0.3}",3 חודשים
40-49,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
40-49,"{'amount': 125, 'percentage': 1.1}","{'amount': 80, 'percentage': 0.7}",מתחילת קורונה
50-59,"{'amount': 105, 'percentage': 2.7}","{'amount': 54, 'percentage': 1.4}",שנה
50-59,"{'amount': 21, 'percentage': 1.9}","{'amount': 8, 'percentage': 0.7}",6 חודשים
50-59,"{'amount': 1, 'percentage': 2.1}","{'amount': 0, 'percentage': 0}",חודש אחרון
50-59,"{'amount': 400, 'percentage': 3.4}","{'amount': 205, 'percentage': 1.8}",מתחילת קורונה
50-59,"{'amount': 8, 'percentage': 1.3}","{'amount': 5, 'percentage': 0.8}",3 חודשים
60-69,"{'amount': 270, 'percentage': 7.1}","{'amount': 164, 'percentage': 4.3}",שנה
60-69,"{'amount': 55, 'percentage': 5.1}","{'amount': 28, 'percentage': 2.6}",6 חודשים
60-69,"{'amount': 31, 'percentage': 5.1}","{'amount': 14, 'percentage': 2.3}",3 חודשים
60-69,"{'amount': 4, 'percentage': 8.5}","{'amount': 0, 'percentage': 0}",חודש אחרון
60-69,"{'amount': 1043, 'percentage': 8.9}","{'amount': 574, 'percentage': 4.9}",מתחילת קורונה
70-79,"{'amount': 83, 'percentage': 13.6}","{'amount': 52, 'percentage': 8.5}",3 חודשים
70-79,"{'amount': 508, 'percentage': 13.3}","{'amount': 372, 'percentage': 9.7}",שנה
70-79,"{'amount': 9, 'percentage': 19.1}","{'amount': 2, 'percentage': 4.3}",חודש אחרון
70-79,"{'amount': 142, 'percentage': 13.2}","{'amount': 95, 'percentage': 8.8}",6 חודשים
70-79,"{'amount': 1756, 'percentage': 15}","{'amount': 1112, 'percentage': 9.5}",מתחילת קורונה
80-89,"{'amount': 689, 'percentage': 18}","{'amount': 670, 'percentage': 17.5}",שנה
80-89,"{'amount': 193, 'percentage': 17.9}","{'amount': 192, 'percentage': 17.8}",6 חודשים
80-89,"{'amount': 11, 'percentage': 23.4}","{'amount': 10, 'percentage': 21.3}",חודש אחרון
80-89,"{'amount': 2064, 'percentage': 17.6}","{'amount': 1900, 'percentage': 16.2}",מתחילת קורונה
80-89,"{'amount': 116, 'percentage': 19}","{'amount': 110, 'percentage': 18.1}",3 חודשים
90+,"{'amount': 406, 'percentage': 10.6}","{'amount': 481, 'percentage': 12.6}",שנה
90+,"{'amount': 146, 'percentage': 13.6}","{'amount': 179, 'percentage': 16.6}",6 חודשים
90+,"{'amount': 988, 'percentage': 8.4}","{'amount': 1289, 'percentage': 11}",מתחילת קורונה
90+,"{'amount': 78, 'percentage': 12.8}","{'amount': 106, 'percentage': 17.4}",3 חודשים
90+,"{'amount': 3, 'percentage': 6.4}","{'amount': 7, 'percentage': 14.9}",חודש אחרון
