name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,activeSickTo1000
מוקייבלה,4.7,צהוב,7.3,0.0275229357798,0, קטן מ-15 ,צהוב,2021-09-01T00:00:00.000Z,65.13,55.72,
כפר קאסם,6.9,צהוב,43.7,0.0990825688073,1.2083333333333,135,צהוב,2021-09-01T00:00:00.000Z,55.96,45.83,55.7
גן יבנה,7.3,אדום,95.0,0.0919446704637,0.2270270270270001,283,אדום,2021-09-01T00:00:00.000Z,71.49,66.96,118.5
גני מודיעין,7.5,צהוב,77.6,0.1004184100418,1.1,28,צהוב,2021-09-01T00:00:00.000Z,31.24,27.91,103.5
אחוזת ברק,9.2,כתום,150.1,0.0859188544152,0.8947368421052,46,כתום,2021-09-01T00:00:00.000Z,78.15,73.69,191.8
בוקעאתא,2.1,ירוק,1.5,0.0151515151515,0, קטן מ-15 ,ירוק,2021-09-01T00:00:00.000Z,73.63,57.26,
עומר,7.2,צהוב,54.2,0.036379769299,-0.2115384615385,66,צהוב,2021-09-01T00:00:00.000Z,מעל 90%,מעל 90%,87.2
טייבה,6.2,צהוב,28.9,0.0532319391634,0.34375,174,צהוב,2021-09-01T00:00:00.000Z,51.78,44.68,39.0
נצרת,6.7,כתום,31.0,0.0675411666201,-0.2932551319649001,413,כתום,2021-09-01T00:00:00.000Z,60.71,53.37,53.1
נאעורה,3.9,ירוק,4.3,0.0142857142857,0, קטן מ-15 ,ירוק,2021-09-01T00:00:00.000Z,65.63,56.67,
סייד (שבט),2,ירוק,0.0,0,0, 0 ,ירוק,2021-09-01T00:00:00.000Z,12.67,10.08,0.0
צופים,6.2,כתום,28.6,0.026119402985,-0.3333333333334, קטן מ-15 ,כתום,2021-09-01T00:00:00.000Z,61.42,58.02,
קיסריה,6.9,אדום,89.2,0.0574052812858,0.6666666666665999,60,אדום,2021-09-01T00:00:00.000Z,81.37,78.10,107.1
כפר כמא,7.2,כתום,47.1,0.0796019900497,-0.3333333333334,27,כתום,2021-09-01T00:00:00.000Z,69.29,65.34,79.5
קרית ים,7.8,כתום,85.6,0.0819357930043,0.03374233128830007,459,כתום,2021-09-01T00:00:00.000Z,73.15,69.15,116.5
שפרעם,7.1,כתום,42.2,0.0970666666666,0.4793388429751999,227,כתום,2021-09-01T00:00:00.000Z,63.55,56.62,53.5
שערי תקווה,6.1,כתום,61.2,0.0594679186228,0.3703703703703001,47,כתום,2021-09-01T00:00:00.000Z,67.02,63.65,77.7
תפרח,10,כתום,272.0,0.1536585365853,1.7727272727272,75,כתום,2021-09-01T00:00:00.000Z,40.70,28.22,334.4
אעצם (שבט),5.2,ירוק,4.6,0.0617283950617,0, קטן מ-15 ,ירוק,2021-09-01T00:00:00.000Z,8.37,7.00,
קלנסווה,7.2,צהוב,28.5,0.0541632983023,0.2884615384614999,98,צהוב,2021-09-01T00:00:00.000Z,53.41,44.31,41.8
זרזיר,6.6,צהוב,22.9,0.076923076923,0.1176470588234999,31,צהוב,2021-09-01T00:00:00.000Z,55.67,48.99,37.4
אילת,8.5,אדום,120.2,0.0810399492707,0.1493624772313,891,אדום,2021-09-01T00:00:00.000Z,73.08,68.84,169.7
ברכה,6.6,צהוב,69.3,0.0807692307692,1,22,צהוב,2021-09-01T00:00:00.000Z,46.26,40.30,76.2
עץ אפרים,6.4,כתום,133.6,0.0791366906474,2.3,37,כתום,2021-09-01T00:00:00.000Z,57.81,54.01,149.8
עלי זהב,7.8,ירוק,91.6,0.067178502879,1.1875,44,ירוק,2021-09-01T00:00:00.000Z,50.30,46.77,115.1
גבעתיים,5.8,כתום,38.9,0.039051153784,-0.1770833333334,353,כתום,2021-09-01T00:00:00.000Z,71.50,69.16,58.0
אבו סנאן,6.2,כתום,35.6,0.0654685494223,0.7586206896551,67,כתום,2021-09-01T00:00:00.000Z,61.41,54.49,46.8
קודייראת א-צאנע(שבט),2.7,ירוק,3.7,0.125,0, קטן מ-15 ,ירוק,2021-09-01T00:00:00.000Z,5.60,4.46,
קרית אונו,6.7,כתום,62.5,0.062984496124,0.2944162436547999,320,כתום,2021-09-01T00:00:00.000Z,72.71,69.73,78.5
גבעת ברנר,6.2,כתום,37.5,0.0176366843033,-0.4736842105264,18,כתום,2021-09-01T00:00:00.000Z,69.61,67.39,67.5
פוריידיס,7.9,כתום,55.8,0.1895261845386,1.1428571428571,87,כתום,2021-09-01T00:00:00.000Z,63.36,55.17,64.7
רחובות,7.1,אדום,78.3,0.0776075466648,-0.0736245954693,1711,אדום,2021-09-01T00:00:00.000Z,65.48,61.64,117.0
ג'דיידה-מכר,8.3,כתום,57.7,0.1262729124236,0.5185185185185,152,כתום,2021-09-01T00:00:00.000Z,62.09,53.50,71.3
רומת הייב,7.3,צהוב,62.0,0.1340206185567,0.3,16,צהוב,2021-09-01T00:00:00.000Z,49.33,43.32,76.3
הוד השרון,6.3,כתום,51.4,0.0441291330382,0.2333333333333001,436,כתום,2021-09-01T00:00:00.000Z,73.85,71.20,67.3
דבוריה,4.6,צהוב,13.1,0.03,-0.125,27,צהוב,2021-09-01T00:00:00.000Z,61.97,53.42,25.3
תל שבע,6.8,צהוב,19.5,0.0899357601713,0.5,60,צהוב,2021-09-01T00:00:00.000Z,27.82,23.66,27.9
עתלית,7.6,אדום,115.3,0.099052540913,0.1089108910890999,137,אדום,2021-09-01T00:00:00.000Z,62.44,59.48,141.0
כרמיאל,6.7,כתום,45.5,0.0545977011494,0,287,כתום,2021-09-01T00:00:00.000Z,73.69,69.77,62.1
שייח' דנון,6.8,ירוק,54.5,0.1684210526315,0.6000000000000001,18,ירוק,2021-09-01T00:00:00.000Z,58.92,53.51,61.3
רהט,6.7,כתום,25.0,0.0933871781928,0.2185430463575999,279,כתום,2021-09-01T00:00:00.000Z,39.45,32.05,37.9
יקנעם עילית,7,אדום,74.0,0.0783369803063,0.3383458646616,213,אדום,2021-09-01T00:00:00.000Z,72.94,69.41,88.5
פסגות,5.3,ירוק,52.4,0.0361842105263,0.1000000000000001, קטן מ-15 ,ירוק,2021-09-01T00:00:00.000Z,58.50,53.93,
באקה אל-גרביה,8.8,צהוב,70.0,0.140625,1.917808219178,268,צהוב,2021-09-01T00:00:00.000Z,59.50,51.45,88.0
