city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
ירושלים,141234,4805,3461,69340,51
תל אביב - יפו,40528,3845,2707,66583,84
אשדוד,35931,3760,2612,32384,167
בני ברק,54803,3431,2530,20394,168
נתניה,27698,2909,1933,27652,134
פתח תקווה,30572,2761,2078,35339,112
חיפה,23489,2715,1988,33419,100
ראשון לציון,23232,2386,1610,30589,98
באר שבע,21855,2266,1625,27268,114
חולון,22020,2214,1606,22258,118
בית שמש,23473,1931,1414,13425,144
אשקלון,17131,1665,1182,17284,116
רחובות,16687,1663,1169,18262,118
בת ים,14378,1534,1060,15411,120
חדרה,11112,1220,832,11979,126
רמת גן,12177,1202,827,20017,80
מודיעין עילית,26982,1161,914,5885,146
רמלה,12600,992,676,8033,130
קרית אתא,7064,967,712,7350,167
ערד,4755,928,608,5360,339
קרית גת,10275,924,640,6807,157
לוד,11292,874,612,8167,110
הרצליה,7075,845,575,14552,90
נתיבות,8960,841,676,5641,209
אלעד,13548,834,617,5432,174
ראש העין,7847,818,603,9508,126
אילת,4536,812,535,8747,143
אופקים,6028,798,631,4775,238
טבריה,6137,733,529,5144,160
כפר סבא,6933,731,553,13847,74
רעננה,6213,684,406,13142,89
מודיעין-מכבים-רעות,7287,672,475,13785,76
יבנה,6526,624,429,5831,129
רכסים,4365,605,364,2142,468
עפולה,5992,605,427,6195,108
אור יהודה,6106,603,423,4487,175
פרדס חנה-כרכור,4443,592,406,6694,141
עכו,5574,554,422,5014,108
נהריה,5095,503,396,5747,83
קרית מוצקין,3983,477,341,5650,104
מגדל העמק,3326,453,326,3813,173
הוד השרון,4499,434,321,8872,71
קרית ים,3819,433,327,5406,112
נס ציונה,3918,425,272,6604,93
קרית ביאליק,3570,419,310,4614,103
נצרת,10257,404,225,4170,51
קרית מלאכי,5676,398,317,2941,159
באר יעקב,3495,397,274,3717,148
נוף הגליל,3839,375,234,4559,84
שדרות,4136,371,296,3260,131
דימונה,3459,366,273,4784,101
צפת,5773,363,247,3231,100
בית שאן,2798,362,261,2426,183
טירת כרמל,2139,338,288,3045,139
גבעתיים,3394,330,221,7267,60
רמת השרון,3304,329,258,7021,72
גבעת זאב,4331,320,219,2248,162
קרית אונו,2989,316,248,4946,84
חריש,2398,302,243,2155,147
באקה אל-גרביה,3259,301,257,1840,100
גדרה,2843,298,196,3603,118
יהוד,2912,296,243,3975,102
מעלה אדומים,4935,293,219,3615,79
גן יבנה,2441,279,227,2888,124
ביתר עילית,13413,279,199,2648,44
כרמיאל,3349,277,221,4734,60
רהט,5521,275,177,2443,40
טמרה,4402,272,220,2275,78
אום אל-פחם,6727,265,227,2347,47
כפר יונה,2597,238,152,3744,98
אור עקיבא,2328,237,179,1885,119
שפרעם,4666,230,185,2337,55
גבעת שמואל,2530,227,166,3710,88
מעלות-תרשיחא,2176,221,186,2570,96
קרית שמונה,1782,212,171,2225,96
יקנעם עילית,1729,210,177,2593,90
מגאר,2609,207,144,1402,90
"כפר חב""ד",2200,205,128,1666,293
טייבה,5185,203,163,3023,46
נשר,1560,199,140,2479,91
טירה,3244,192,150,2120,71
מבשרת ציון,2448,187,135,2811,80
גני תקווה,1964,186,140,3125,89
ג'דיידה-מכר,2527,185,147,1299,89
אריאל,1447,183,131,2625,100
קדימה-צורן,1867,183,143,2845,87
חצור הגלילית,1795,180,116,1055,178
זכרון יעקב,1904,172,132,2868,76
עראבה,2771,170,123,1588,64
תל מונד,909,170,103,2425,130
סח'נין,4973,159,118,2043,48
קרית עקרון,1373,157,107,1230,147
ירוחם,1336,141,106,2927,130
עתלית,735,140,108,1271,154
שוהם,1642,139,95,2658,70
קרית יערים,1792,139,105,996,217
בנימינה-גבעת עדה,1180,136,84,2364,93
אעבלין,1463,134,117,729,100
אבן יהודה,1069,132,95,2195,98
קרני שומרון,1052,128,88,1445,133
כפר קאסם,3712,127,112,1258,52
מזכרת בתיה,1268,126,82,1884,83
אזור,1639,122,77,1519,100
קלנסווה,2720,107,78,1543,46
דאלית אל-כרמל,2611,102,85,783,58
כפר קרע,1986,99,73,936,51
פוריידיס,1475,98,81,510,73
כפר כנא,2643,97,65,1084,42
קרית טבעון,953,97,66,2250,61
ג'לג'וליה,1138,96,75,640,93
ערערה,2278,96,86,1146,47
שלומי,688,90,63,632,131
בית דגן,798,89,60,959,136
גבע בנימין,884,88,68,649,160
מעלה עירון,2086,87,77,860,57
יד בנימין,931,86,64,809,201
נחף,1377,85,76,528,62
ריינה,1939,83,48,683,49
בסמת טבעון,643,82,75,386,103
ג'ת,1476,80,63,682,65
אלפי מנשה,544,78,68,1222,99
בית אריה,434,77,53,668,149
דייר חנא,1635,77,57,701,71
תפרח,809,75,59,450,335
קרית ארבע,1004,75,48,740,102
מבוא חורון,457,74,63,476,286
טורעאן,1450,74,51,808,50
מיתר,639,73,59,1664,69
תל שבע,712,71,53,619,34
אבו סנאן,1555,69,57,984,51
"בסמ""ה",1041,69,60,477,63
אפרת,1264,66,48,1949,55
עומר,499,65,49,1352,81
פרדסיה,492,65,54,1016,95
מג'ד אל-כרום,2312,64,49,643,41
חורה,999,64,53,500,35
כוכב יאיר,664,63,51,1345,69
אליכין,420,63,46,552,180
כוכב יעקב,2059,63,48,747,68
קיסריה,402,63,50,995,111
ניצן,392,63,49,460,265
יפיע,2434,62,43,750,32
אורנית,667,62,49,1375,69
כפר יאסיף,1126,60,42,742,56
טלמון,670,59,38,673,116
"בני עי""ש",691,59,47,960,88
קצרין,450,58,43,954,76
אכסאל,1648,58,42,629,38
ראמה,1097,57,43,532,68
צור יצחק,402,56,42,905,86
בית ג'ן,2079,54,41,734,45
שילה,500,54,49,628,117
עיילבון,712,51,33,588,89
כעביה-טבאש-חג'אג'רה,654,50,31,242,84
אלקנה,391,50,37,607,130
כאבול,1409,49,45,731,39
בית אל,676,48,40,804,85
רמת ישי,448,48,33,951,65
צור הדסה,815,47,33,1021,48
אבו ג'ווייעד (שבט),148,46,21,570,99
שערי תקווה,613,46,37,799,81
אבו גוש,1374,46,30,1064,57
בענה,1061,45,32,426,53
בת חפר,398,44,39,685,87
מצפה יריחו,343,44,37,488,181
אחוזת ברק,219,44,34,504,179
עלי,488,44,32,634,106
מתן,264,43,37,608,134
ג'ולס,727,43,36,412,68
מרכז שפירא,321,42,35,459,187
סביון,383,41,27,845,95
עמנואל,761,41,32,339,92
להבים,410,41,30,983,64
עץ אפרים,316,40,35,530,163
עלי זהב,458,40,32,573,98
שעב,761,40,40,322,54
ירכא,2202,39,29,823,25
כפר אדומים,370,39,30,619,89
מזרעה,386,39,33,220,97
תקוע,354,39,33,621,92
זמר,673,38,33,301,53
עספיא,1529,38,23,566,31
פדואל,311,38,34,399,176
