age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,212382,95029,1505185,14.1,6.3
20-29,645698,261114,1277634,50.5,20.4
30-39,690107,307775,1186386,58.2,25.9
40-49,754168,515966,1080768,69.8,47.7
50-59,646825,513924,832687,77.7,61.7
60-69,603258,540906,735380,82,73.6
70-79,449734,418783,462148,97.3,90.6
80-89,200623,185187,222547,90.1,83.2
90+,47210,42596,50589,93.3,84.2
