name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,101.2658233642578,124
אוגוסטה ויקטוריה,,,0
שמיר,,76.99214172363281,51
וולפסון,,70.57100677490234,44
זיו צפת,,82.99711608886719,10
הלל יפה,,84.66019439697266,32
נהריה,,83.6986312866211,9
ברזילי,,,0
פוריה,,69.8591537475586,25
סוראסקי,,,0
בני ציון,,86.37413024902344,24
רבין ק. בילינסון,,80.45291900634766,45
סורוקה,,80.13640594482422,45
מאיר,,81.61953735351562,46
קפלן,,84.09893798828125,55
"רמב""ם",,85.45082092285156,76
הכרמל,,71.983642578125,19
רבין ק. השרון,,72.61410522460938,38
הדסה עין כרם,,102.3809509277344,43
הסקוטי,,,10
המשפחה הקדושה,,,0
שערי צדק,,96.84082794189453,40
אל מקאסד,,,0
לניאדו,,88.30083465576172,36
מעייני הישועה,,,0
אסותא אשדוד,,,22
יוספטל,,,0
סנט וינסנט,,,0
סנט ג'וזף,,,0
המרכזי בעמק,,67.5895767211914,30
