dailyDoublingRate,date,numberOfDoublingDays
0,2020-02-12T00:00:00.000Z,
0,2020-02-13T00:00:00.000Z,
0,2020-02-14T00:00:00.000Z,
0,2020-02-15T00:00:00.000Z,
0,2020-02-16T00:00:00.000Z,
0,2020-02-17T00:00:00.000Z,
0,2020-02-18T00:00:00.000Z,
0,2020-02-19T00:00:00.000Z,
0,2020-02-20T00:00:00.000Z,
0,2020-02-21T00:00:00.000Z,
0,2020-02-22T00:00:00.000Z,
0,2020-02-23T00:00:00.000Z,
100,2020-02-24T00:00:00.000Z,1
0,2020-02-25T00:00:00.000Z,
0,2020-02-26T00:00:00.000Z,
50,2020-02-27T00:00:00.000Z,1.709511291351455
66.66666666666667,2020-02-28T00:00:00.000Z,1.356915448856724
0,2020-02-29T00:00:00.000Z,
20,2020-03-01T00:00:00.000Z,3.801784016923927
66.66666666666667,2020-03-02T00:00:00.000Z,1.356915448856724
30,2020-03-03T00:00:00.000Z,2.641926795811142
0,2020-03-04T00:00:00.000Z,
7.692307692307687,2020-03-05T00:00:00.000Z,9.353206684999492
7.14285714285714,2020-03-06T00:00:00.000Z,10.04664924971331
26.66666666666668,2020-03-07T00:00:00.000Z,2.932233865905457
42.10526315789474,2020-03-08T00:00:00.000Z,1.972542256293411
-3.703703703703698,2020-03-09T00:00:00.000Z,-18.36622036975889
115.3846153846154,2020-03-10T00:00:00.000Z,0.9034115679880246
33.928571428571416,2020-03-11T00:00:00.000Z,2.372683193398745
26.66666666666668,2020-03-12T00:00:00.000Z,2.932233865905457
32.631578947368425,2020-03-13T00:00:00.000Z,2.454443593002729
19.84126984126986,2020-03-14T00:00:00.000Z,3.829586233847474
19.867549668874158,2020-03-15T00:00:00.000Z,3.82495260816846
38.12154696132597,2020-03-16T00:00:00.000Z,2.146206462477057
24.4,2020-03-17T00:00:00.000Z,3.174739381318491
31.832797427652732,2020-03-18T00:00:00.000Z,2.508092804269093
27.80487804878049,2020-03-19T00:00:00.000Z,2.82531446247106
25.38167938931297,2020-03-20T00:00:00.000Z,3.064414994978144
27.54946727549466,2020-03-21T00:00:00.000Z,2.84854129298314
25.656324582338907,2020-03-22T00:00:00.000Z,3.035055307705071
26.49572649572649,2020-03-23T00:00:00.000Z,2.949081343955361
24.6996996996997,2020-03-24T00:00:00.000Z,3.14013159852508
18.482841661649623,2020-03-25T00:00:00.000Z,4.087001682499074
19.51219512195122,2020-03-26T00:00:00.000Z,3.888662317102648
11.267006802721081,2020-03-27T00:00:00.000Z,6.49241609594702
10.317157050057341,2020-03-28T00:00:00.000Z,7.059296094241984
9.629373051610667,2020-03-29T00:00:00.000Z,7.539522625466088
6.12954186413901,2020-03-30T00:00:00.000Z,11.65144073031132
9.377791009228954,2020-03-31T00:00:00.000Z,7.732766067041014
7.37615677735437,2020-04-01T00:00:00.000Z,9.739595001250875
5.0443599493029225,2020-04-02T00:00:00.000Z,14.08476437968033
3.9575289575289663,2020-04-03T00:00:00.000Z,17.85897759357597
-1.230269266480966,2020-04-04T00:00:00.000Z,-55.9938067283282
1.198589894242064,2020-04-05T00:00:00.000Z,58.17610602809232
-2.2062238736646482,2020-04-06T00:00:00.000Z,-31.0699457822549
-8.549038233198768,2020-04-07T00:00:00.000Z,-7.756161643077281
-9.296286678784726,2020-04-08T00:00:00.000Z,-7.103963934761656
-10.76438591468651,2020-04-09T00:00:00.000Z,-6.086112857437221
-7.6676291305742605,2020-04-10T00:00:00.000Z,-8.68873421241657
-2.849200833912446,2020-04-11T00:00:00.000Z,-23.97953220418327
-1.108726752503586,2020-04-12T00:00:00.000Z,-62.17018617783444
-0.4701627486437543,2020-04-13T00:00:00.000Z,-147.0802275964471
0.7630813953488413,2020-04-14T00:00:00.000Z,91.18142215277733
-0.9736747205193019,2020-04-15T00:00:00.000Z,-70.84164389337668
-1.711580480699204,2020-04-16T00:00:00.000Z,-40.14992192799466
-2.223045572434235,2020-04-17T00:00:00.000Z,-30.83219852339408
-2.046229632436536,2020-04-18T00:00:00.000Z,-33.52659164455856
-10.67698259187622,2020-04-19T00:00:00.000Z,-6.138882111967488
-6.019922044174964,2020-04-20T00:00:00.000Z,-11.16406220327939
-5.345622119815663,2020-04-21T00:00:00.000Z,-12.61688582463762
-4.186952288218104,2020-04-22T00:00:00.000Z,-16.20588974120428
-1.0162601626016339,2020-04-23T00:00:00.000Z,-67.85851895979222
-2.566735112936336,2020-04-24T00:00:00.000Z,-26.65693861767325
-6.954689146469983,2020-04-25T00:00:00.000Z,-9.615879336413794
-10.92865232163079,2020-04-26T00:00:00.000Z,-5.989219205410248
-10.934520025429121,2020-04-27T00:00:00.000Z,-5.985811890477562
-8.850820842255535,2020-04-28T00:00:00.000Z,-7.47951935227815
-11.19812059514487,2020-04-29T00:00:00.000Z,-5.836420832426246
-11.81657848324514,2020-04-30T00:00:00.000Z,-5.51205198292678
-13.200000000000001,2020-05-01T00:00:00.000Z,-4.896367111698021
-11.751152073732719,2020-05-02T00:00:00.000Z,-5.544754050619597
-7.310704960835512,2020-05-03T00:00:00.000Z,-9.130304901277764
-10.4225352112676,2020-05-04T00:00:00.000Z,-6.29753619993419
-19.96855345911951,2020-05-05T00:00:00.000Z,-3.11176421584573
-3.339882121807447,2020-05-06T00:00:00.000Z,-20.40510635697743
-16.46341463414635,2020-05-07T00:00:00.000Z,-3.853268734103293
-20.19464720194648,2020-05-08T00:00:00.000Z,-3.072738677518211
-11.58536585365853,2020-05-09T00:00:00.000Z,-5.629270394679018
0.6896551724137945,2020-05-10T00:00:00.000Z,100.8525177787126
-4.7945205479452015,2020-05-11T00:00:00.000Z,-14.10765827448179
-3.237410071942448,2020-05-12T00:00:00.000Z,-21.06207174721242
-9.665427509293679,2020-05-13T00:00:00.000Z,-6.818963258158995
-16.04938271604939,2020-05-14T00:00:00.000Z,-3.96216667093797
-10.29411764705882,2020-05-15T00:00:00.000Z,-6.380582460875227
-7.650273224043714,2020-05-16T00:00:00.000Z,-8.709253604457993
-8.284023668639051,2020-05-17T00:00:00.000Z,-8.015708800844283
