name,coronaOccupancy,normalOccupancy,isolatedTeam
יוספטל,200,,0
סורוקה,41,,0
זיו צפת,34,,0
הכרמל,33,,0
שיבא,28.999999999999996,,0
סוראסקי,28.999999999999996,,0
הסקוטי,28.000000000000004,,0
וולפסון,27,,0
הלל יפה,23,,0
המשפחה הקדושה,23,,0
המרכזי בעמק,20,,0
קפלן,20,,0
שערי צדק,19,,0
פוריה,17,,0
אוגוסטה ויקטוריה,16,,0
אסותא אשדוד,16,,0
"רמב""ם",15,,0
שמיר,15,,0
בני ציון,15,,0
נהריה,15,,0
שניידר,14.000000000000002,,0
הדסה הר הצופים,11,,0
רבין ק. בילינסון,10,,0
מאיר,10,,0
הדסה עין כרם,8,,0
ברזילי,8,,0
לניאדו,5,,0
סנט ג'וזף,5,,0
רבין ק. השרון,3,,0
מעייני הישועה,2,,0
אל מקאסד,2,,0
סנט וינסנט,0,,0
