date,amount,total
2020-03-02T00:00:00.000Z,0,7
2020-03-03T00:00:00.000Z,0,7
2020-03-04T00:00:00.000Z,0,7
2020-03-05T00:00:00.000Z,0,7
2020-03-06T00:00:00.000Z,0,7
2020-03-07T00:00:00.000Z,0,7
2020-03-08T00:00:00.000Z,0,7
2020-03-09T00:00:00.000Z,0,7
2020-03-10T00:00:00.000Z,0,7
2020-03-11T00:00:00.000Z,0,7
2020-03-12T00:00:00.000Z,0,7
2020-03-13T00:00:00.000Z,0,7
2020-03-14T00:00:00.000Z,0,7
2020-03-15T00:00:00.000Z,0,7
2020-03-16T00:00:00.000Z,0,7
2020-03-17T00:00:00.000Z,0,7
2020-03-18T00:00:00.000Z,0,7
2020-03-19T00:00:00.000Z,0,7
2020-03-20T00:00:00.000Z,1,8
2020-03-21T00:00:00.000Z,0,8
2020-03-22T00:00:00.000Z,0,8
2020-03-23T00:00:00.000Z,0,8
2020-03-24T00:00:00.000Z,3,11
2020-03-25T00:00:00.000Z,1,12
2020-03-26T00:00:00.000Z,5,17
2020-03-27T00:00:00.000Z,2,19
2020-03-28T00:00:00.000Z,1,20
2020-03-29T00:00:00.000Z,3,23
2020-03-30T00:00:00.000Z,1,24
2020-03-31T00:00:00.000Z,4,28
2020-04-01T00:00:00.000Z,8,36
2020-04-02T00:00:00.000Z,9,45
2020-04-03T00:00:00.000Z,5,50
2020-04-04T00:00:00.000Z,6,56
2020-04-05T00:00:00.000Z,7,63
2020-04-06T00:00:00.000Z,8,71
2020-04-07T00:00:00.000Z,8,79
2020-04-08T00:00:00.000Z,8,87
2020-04-09T00:00:00.000Z,9,96
2020-04-10T00:00:00.000Z,8,104
2020-04-11T00:00:00.000Z,6,110
2020-04-12T00:00:00.000Z,6,116
2020-04-13T00:00:00.000Z,9,125
2020-04-14T00:00:00.000Z,8,133
2020-04-15T00:00:00.000Z,13,146
2020-04-16T00:00:00.000Z,7,153
2020-04-17T00:00:00.000Z,9,162
2020-04-18T00:00:00.000Z,11,173
2020-04-19T00:00:00.000Z,8,181
2020-04-20T00:00:00.000Z,6,187
2020-04-21T00:00:00.000Z,9,196
2020-04-22T00:00:00.000Z,3,199
2020-04-23T00:00:00.000Z,4,203
2020-04-24T00:00:00.000Z,3,206
2020-04-25T00:00:00.000Z,3,209
2020-04-26T00:00:00.000Z,2,211
2020-04-27T00:00:00.000Z,4,215
2020-04-28T00:00:00.000Z,5,220
2020-04-29T00:00:00.000Z,6,226
2020-04-30T00:00:00.000Z,6,232
2020-05-01T00:00:00.000Z,4,236
2020-05-02T00:00:00.000Z,3,239
2020-05-03T00:00:00.000Z,3,242
2020-05-04T00:00:00.000Z,3,245
2020-05-05T00:00:00.000Z,2,247
2020-05-06T00:00:00.000Z,1,248
2020-05-07T00:00:00.000Z,1,249
2020-05-08T00:00:00.000Z,6,255
2020-05-09T00:00:00.000Z,3,258
2020-05-10T00:00:00.000Z,4,262
2020-05-11T00:00:00.000Z,5,267
2020-05-12T00:00:00.000Z,3,270
2020-05-13T00:00:00.000Z,3,273
2020-05-14T00:00:00.000Z,2,275
2020-05-15T00:00:00.000Z,0,275
2020-05-16T00:00:00.000Z,3,278
2020-05-17T00:00:00.000Z,4,282
2020-05-18T00:00:00.000Z,3,285
2020-05-19T00:00:00.000Z,2,287
2020-05-20T00:00:00.000Z,1,288
2020-05-21T00:00:00.000Z,0,288
2020-05-22T00:00:00.000Z,0,288
2020-05-23T00:00:00.000Z,0,288
2020-05-24T00:00:00.000Z,1,289
2020-05-25T00:00:00.000Z,2,291
2020-05-26T00:00:00.000Z,0,291
2020-05-27T00:00:00.000Z,2,293
2020-05-28T00:00:00.000Z,1,294
2020-05-29T00:00:00.000Z,0,294
2020-05-30T00:00:00.000Z,0,294
2020-05-31T00:00:00.000Z,0,294
2020-06-01T00:00:00.000Z,3,297
2020-06-02T00:00:00.000Z,2,299
2020-06-03T00:00:00.000Z,1,300
2020-06-04T00:00:00.000Z,0,300
2020-06-05T00:00:00.000Z,1,301
2020-06-06T00:00:00.000Z,4,305
