age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,18258,322,1505185,1.2,0
20-29,114540,4833,1277634,9,0.4
30-39,159846,10623,1186386,13.5,0.9
40-49,254281,14746,1080768,23.5,1.4
50-59,350254,15835,832687,42.1,1.9
60-69,489221,55287,735380,66.5,7.5
70-79,390494,49182,462148,84.5,10.6
80-89,173179,15516,222547,77.8,7
90+,40796,2754,50589,80.6,5.4
