actualSick,city,sickCount,status,testLast7Days,verifiedLast7Days
601,ביתר עילית,923,"נדרשים הסברה, בדיקות ואכיפת בידוד",7245,373
 קטן מ-15 ,עמנואל,29,"נדרשים הסברה, בדיקות ואכיפת בידוד",302, קטן מ-15 
2876,ירושלים,6986,נדרשת הגדלה של מספר הבדיקות,138407,1303
1699,תל אביב - יפו,2550,נדרשת הגדלה של מספר הבדיקות,73625,627
1479,בני ברק,4634,נדרשת הגדלה של מספר הבדיקות,49208,625
1006,אשדוד,1404,נדרשת הגדלה של מספר הבדיקות,34713,326
416,בית שמש,983,נדרשת הגדלה של מספר הבדיקות,13546,218
387,לוד,508,נדרשת הגדלה של מספר הבדיקות,10226,219
245,קרית מלאכי,307,נדרשת הגדלה של מספר הבדיקות,4203,162
198,אלעד,632,נדרשת הגדלה של מספר הבדיקות,8127,74
104,כפר קרע,131,נדרשת הגדלה של מספר הבדיקות,2703,72
101,כסיפה,115,נדרשת הגדלה של מספר הבדיקות,1534,67
56,גבעת זאב,114,נדרשת הגדלה של מספר הבדיקות,2874,34
54,יבנאל,72,נדרשת הגדלה של מספר הבדיקות,582,37
50,קלנסווה,64,נדרשת הגדלה של מספר הבדיקות,2182,39
45,קרית שמונה,61,נדרשת הגדלה של מספר הבדיקות,2077,38
31,קרית יערים,75,נדרשת הגדלה של מספר הבדיקות,1186,18
27,"כפר חב""ד",71,נדרשת הגדלה של מספר הבדיקות,1330,22
 קטן מ-15 ,אכסאל,21,נדרשת הגדלה של מספר הבדיקות,847, קטן מ-15 
 קטן מ-15 ,שערי תקווה,15,נדרשת הגדלה של מספר הבדיקות,625, קטן מ-15 
 קטן מ-15 ,נוף הגליל,46,נדרשת הגדלה של מספר הבדיקות,4375, קטן מ-15 
556,פתח תקווה,960,"נדרשת הידברות, הסברה ואכיפה",36361,270
490,בת ים,772,"נדרשת הידברות, הסברה ואכיפה",22619,125
432,ראשון לציון,742,"נדרשת הידברות, הסברה ואכיפה",32532,216
381,חולון,645,"נדרשת הידברות, הסברה ואכיפה",27382,161
347,נתניה,608,"נדרשת הידברות, הסברה ואכיפה",24489,156
331,מודיעין עילית,793,"נדרשת הידברות, הסברה ואכיפה",11250,158
319,באר שבע,608,"נדרשת הידברות, הסברה ואכיפה",33787,113
301,רמת גן,524,"נדרשת הידברות, הסברה ואכיפה",23115,154
290,רמלה,387,"נדרשת הידברות, הסברה ואכיפה",10562,123
275,רחובות,439,"נדרשת הידברות, הסברה ואכיפה",20588,139
272,חיפה,522,"נדרשת הידברות, הסברה ואכיפה",31388,152
240,קרית גת,321,"נדרשת הידברות, הסברה ואכיפה",7939,89
235,רהט,391,"נדרשת הידברות, הסברה ואכיפה",8102,54
219,טבריה,435,"נדרשת הידברות, הסברה ואכיפה",9109,70
216,דימונה,250,"נדרשת הידברות, הסברה ואכיפה",8680,52
216,רעננה,370,"נדרשת הידברות, הסברה ואכיפה",12690,115
198,מודיעין-מכבים-רעות,328,"נדרשת הידברות, הסברה ואכיפה",12091,121
192,הרצליה,335,"נדרשת הידברות, הסברה ואכיפה",13606,95
179,אור יהודה,344,"נדרשת הידברות, הסברה ואכיפה",6521,86
167,אשקלון,456,"נדרשת הידברות, הסברה ואכיפה",18887,111
166,ערערה-בנגב,296,"נדרשת הידברות, הסברה ואכיפה",3931, קטן מ-15 
147,באקה אל-גרביה,199,"נדרשת הידברות, הסברה ואכיפה",4672,57
137,כפר קאסם,160,"נדרשת הידברות, הסברה ואכיפה",3546,30
136,חדרה,214,"נדרשת הידברות, הסברה ואכיפה",16981,59
124,ראש העין,188,"נדרשת הידברות, הסברה ואכיפה",7822,64
124,כפר סבא,207,"נדרשת הידברות, הסברה ואכיפה",13331,52
111,יבנה,172,"נדרשת הידברות, הסברה ואכיפה",6500,57
105,גבעתיים,160,"נדרשת הידברות, הסברה ואכיפה",7836,47
102,אילת,140,"נדרשת הידברות, הסברה ואכיפה",4913,52
99,נהריה,148,"נדרשת הידברות, הסברה ואכיפה",9383,38
98,הוד השרון,151,"נדרשת הידברות, הסברה ואכיפה",7436,52
94,קרית אתא,122,"נדרשת הידברות, הסברה ואכיפה",6668,67
90,בית שאן,104,"נדרשת הידברות, הסברה ואכיפה",2760,28
88,רמת השרון,135,"נדרשת הידברות, הסברה ואכיפה",5711,50
80,קרית אונו,136,"נדרשת הידברות, הסברה ואכיפה",5136,31
79,טייבה,130,"נדרשת הידברות, הסברה ואכיפה",4476,41
78,נס ציונה,110,"נדרשת הידברות, הסברה ואכיפה",4991,52
75,נתיבות,187,"נדרשת הידברות, הסברה ואכיפה",4705,31
67,גן יבנה,97,"נדרשת הידברות, הסברה ואכיפה",2596,44
66,מעלה אדומים,122,"נדרשת הידברות, הסברה ואכיפה",6524,38
66,רכסים,122,"נדרשת הידברות, הסברה ואכיפה",2007,33
65,אופקים,119,"נדרשת הידברות, הסברה ואכיפה",4646,30
61,אום אל-פחם,160,"נדרשת הידברות, הסברה ואכיפה",5015,19
58,טירה,71,"נדרשת הידברות, הסברה ואכיפה",3361,19
58,פרדס חנה-כרכור,85,"נדרשת הידברות, הסברה ואכיפה",6853,32
58,ערד,81,"נדרשת הידברות, הסברה ואכיפה",2706,31
55,באר יעקב,94,"נדרשת הידברות, הסברה ואכיפה",3234,35
53,גני תקווה,104,"נדרשת הידברות, הסברה ואכיפה",3193,33
53,נצרת,78,"נדרשת הידברות, הסברה ואכיפה",3546,35
51,יהוד,134,"נדרשת הידברות, הסברה ואכיפה",3698,28
49,גדרה,106,"נדרשת הידברות, הסברה ואכיפה",5102,30
47,עפולה,114,"נדרשת הידברות, הסברה ואכיפה",5476, קטן מ-15 
47,שוהם,86,"נדרשת הידברות, הסברה ואכיפה",3221,23
46,ערערה,60,"נדרשת הידברות, הסברה ואכיפה",2422,30
45,צפת,153,"נדרשת הידברות, הסברה ואכיפה",4184,20
39,גבעת שמואל,89,"נדרשת הידברות, הסברה ואכיפה",3246,27
39,חורה,244,"נדרשת הידברות, הסברה ואכיפה",2381, קטן מ-15 
36,שדרות,101,"נדרשת הידברות, הסברה ואכיפה",4718, קטן מ-15 
35,ג'לג'וליה,48,"נדרשת הידברות, הסברה ואכיפה",1587,18
32,עכו,64,"נדרשת הידברות, הסברה ואכיפה",5673, קטן מ-15 
32,אור עקיבא,41,"נדרשת הידברות, הסברה ואכיפה",2325,17
29,שפרעם,42,"נדרשת הידברות, הסברה ואכיפה",3248,17
29,ג'ת,62,"נדרשת הידברות, הסברה ואכיפה",1965, קטן מ-15 
28,נחף,39,"נדרשת הידברות, הסברה ואכיפה",1151, קטן מ-15 
28,מזכרת בתיה,48,"נדרשת הידברות, הסברה ואכיפה",2413,16
27,טמרה,51,"נדרשת הידברות, הסברה ואכיפה",2795, קטן מ-15 
27,חריש,40,"נדרשת הידברות, הסברה ואכיפה",1413,17
26,קדימה-צורן,44,"נדרשת הידברות, הסברה ואכיפה",1905, קטן מ-15 
24,מבשרת ציון,46,"נדרשת הידברות, הסברה ואכיפה",4538, קטן מ-15 
24,אריאל,40,"נדרשת הידברות, הסברה ואכיפה",2136, קטן מ-15 
24,כוכב יעקב,84,"נדרשת הידברות, הסברה ואכיפה",935, קטן מ-15 
23,אלפי מנשה,28,"נדרשת הידברות, הסברה ואכיפה",1149, קטן מ-15 
22,טירת כרמל,40,"נדרשת הידברות, הסברה ואכיפה",1940,15
22,סביון,26,"נדרשת הידברות, הסברה ואכיפה",852, קטן מ-15 
22,אזור,59,"נדרשת הידברות, הסברה ואכיפה",1710, קטן מ-15 
21,ג'סר א-זרקא,66,"נדרשת הידברות, הסברה ואכיפה",3423, קטן מ-15 
21,תפרח,25,"נדרשת הידברות, הסברה ואכיפה",298, קטן מ-15 
21,יפיע,26,"נדרשת הידברות, הסברה ואכיפה",1013, קטן מ-15 
19,כפר יונה,35,"נדרשת הידברות, הסברה ואכיפה",2001, קטן מ-15 
19,לקיה,33,"נדרשת הידברות, הסברה ואכיפה",1247, קטן מ-15 
