period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,20609,6021,29.22
3_Month,0-9,106901,43209,40.42
6_Month,0-9,356400,113387,31.81
1_Year,0-9,1439181,630013,43.78
All,0-9,1710210,764588,44.71
1_Month,10-19,21639,4743,21.92
3_Month,10-19,107190,41520,38.73
6_Month,10-19,374927,109597,29.23
1_Year,10-19,1326883,639248,48.18
All,10-19,1627604,805420,49.49
1_Month,20-29,31657,8626,27.25
3_Month,20-29,131657,53199,40.41
6_Month,20-29,495126,122747,24.79
1_Year,20-29,1174489,463294,39.45
All,20-29,1468674,600223,40.87
1_Month,30-39,35307,10253,29.04
3_Month,30-39,147746,66026,44.69
6_Month,30-39,489470,147585,30.15
1_Year,30-39,1125462,506269,44.98
All,30-39,1368459,607815,44.42
1_Month,40-49,34206,10086,29.49
3_Month,40-49,144532,66540,46.04
6_Month,40-49,464642,144629,31.13
1_Year,40-49,1009853,463039,45.85
All,40-49,1215638,551170,45.34
1_Month,50-59,32662,9872,30.22
3_Month,50-59,132980,63108,47.46
6_Month,50-59,409257,124537,30.43
1_Year,50-59,787712,324679,41.22
All,50-59,950752,390722,41.1
1_Month,60-69,36388,11434,31.42
3_Month,60-69,141544,68602,48.47
6_Month,60-69,373039,120189,32.22
1_Year,60-69,655567,249196,38.01
All,60-69,783861,294256,37.54
1_Month,70-79,35952,10743,29.88
3_Month,70-79,126260,61334,48.58
6_Month,70-79,267029,96243,36.04
1_Year,70-79,426856,161302,37.79
All,70-79,507659,185946,36.63
1_Month,80-89,25274,5495,21.74
3_Month,80-89,65284,26691,40.88
6_Month,80-89,106400,39415,37.04
1_Year,80-89,166544,65054,39.06
All,80-89,215753,77875,36.09
1_Month,90+,8458,1559,18.43
3_Month,90+,18468,6565,35.55
6_Month,90+,25992,9513,36.6
1_Year,90+,39633,16194,40.86
All,90+,56063,20288,36.19
