name,value
פראמדיקים,7
פסיכולוגיה,14
שירות סוציאלי,22
קלינאות תקשורת,22
פיזיותרפיה,24
כוח עזר,30
חובשי רפואת חירום,35
מערך לוגיסטי,36
ריפוי בעיסוק,37
מעבדה,53
רוקחות,60
מינהל ומשק,259
סקטורים אחרים,947
