gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,מתחילת קורונה,418027,10.2,7,0.1,31,0.5,111,0.4
זכר,0-9,6 חודשים,278688,10.1,4,0.2,17,1.2,54,0.8
זכר,0-9,חודש אחרון,4261,6,0,0,1,0.7,2,0.5
זכר,0-9,3 חודשים,41389,7.4,0,0,7,1.2,17,0.8
זכר,0-9,שנה,349598,10.8,5,0.1,23,1,80,0.7
נקבה,0-9,מתחילת קורונה,342370,8.4,5,0,15,0.2,73,0.3
נקבה,0-9,חודש אחרון,3610,5.1,0,0,0,0,2,0.5
נקבה,0-9,3 חודשים,32905,5.9,1,0.1,4,0.7,11,0.5
נקבה,0-9,שנה,284397,8.8,2,0,8,0.3,55,0.5
נקבה,0-9,6 חודשים,219510,8,2,0.1,8,0.6,36,0.5
זכר,10-19,מתחילת קורונה,417971,10.2,7,0.1,23,0.4,77,0.3
זכר,10-19,6 חודשים,269498,9.8,4,0.2,9,0.6,26,0.4
זכר,10-19,שנה,321645,9.9,5,0.1,14,0.6,41,0.3
זכר,10-19,חודש אחרון,3624,5.1,0,0,0,0,1,0.2
זכר,10-19,3 חודשים,35990,6.5,1,0.1,4,0.7,6,0.3
נקבה,10-19,מתחילת קורונה,407551,10,8,0.1,24,0.4,78,0.3
נקבה,10-19,6 חודשים,268627,9.8,3,0.1,10,0.7,17,0.2
נקבה,10-19,חודש אחרון,3906,5.5,1,0.9,2,1.4,1,0.2
נקבה,10-19,3 חודשים,36644,6.6,1,0.1,3,0.5,7,0.3
נקבה,10-19,שנה,322387,9.9,4,0.1,16,0.7,35,0.3
זכר,20-29,מתחילת קורונה,244774,6,24,0.2,54,0.9,242,0.8
זכר,20-29,חודש אחרון,2822,4,0,0,0,0,5,1.2
זכר,20-29,3 חודשים,29038,5.2,1,0.1,4,0.7,13,0.6
זכר,20-29,6 חודשים,145076,5.3,2,0.1,11,0.8,40,0.6
זכר,20-29,שנה,174197,5.4,5,0.1,22,0.9,92,0.8
נקבה,20-29,מתחילת קורונה,349790,8.6,22,0.2,57,0.9,272,0.9
נקבה,20-29,חודש אחרון,4345,6.2,0,0,1,0.7,0,0
נקבה,20-29,3 חודשים,43723,7.9,0,0,1,0.2,4,0.2
נקבה,20-29,6 חודשים,227512,8.3,6,0.2,13,0.9,27,0.4
נקבה,20-29,שנה,265882,8.2,9,0.2,20,0.8,98,0.8
זכר,30-39,מתחילת קורונה,239180,5.9,53,0.5,102,1.7,625,2.2
זכר,30-39,חודש אחרון,3988,5.7,0,0,3,2.1,2,0.5
זכר,30-39,3 חודשים,35618,6.4,4,0.5,19,3.1,19,0.9
זכר,30-39,6 חודשים,157973,5.7,12,0.5,29,2.1,61,0.9
זכר,30-39,שנה,186580,5.7,25,0.6,48,2,217,1.8
נקבה,30-39,מתחילת קורונה,349204,8.6,38,0.4,104,1.7,594,2.1
נקבה,30-39,6 חודשים,245842,8.9,6,0.2,17,1.2,71,1
נקבה,30-39,חודש אחרון,5654,8,1,0.9,3,2.1,3,0.7
נקבה,30-39,3 חודשים,49990,9,3,0.4,10,1.6,18,0.8
נקבה,30-39,שנה,286748,8.8,17,0.4,38,1.6,221,1.8
זכר,40-49,מתחילת קורונה,214518,5.3,120,1.1,261,4.3,1400,4.8
זכר,40-49,חודש אחרון,4020,5.7,0,0,5,3.5,9,2.2
זכר,40-49,3 חודשים,33132,6,5,0.6,18,3,41,1.9
זכר,40-49,6 חודשים,147288,5.4,21,0.8,53,3.8,144,2.1
זכר,40-49,שנה,170488,5.2,52,1.2,105,4.4,463,3.8
נקבה,40-49,מתחילת קורונה,308668,7.6,76,0.7,139,2.3,966,3.3
נקבה,40-49,6 חודשים,224507,8.2,12,0.5,21,1.5,90,1.3
נקבה,40-49,חודש אחרון,5806,8.2,1,0.9,5,3.5,4,1
נקבה,40-49,3 חודשים,48610,8.7,2,0.3,7,1.2,23,1.1
נקבה,40-49,שנה,254461,7.8,21,0.5,51,2.1,333,2.7
זכר,50-59,מתחילת קורונה,144713,3.5,387,3.6,547,9.1,2223,7.7
זכר,50-59,6 חודשים,99089,3.6,71,2.7,110,7.9,299,4.4
זכר,50-59,3 חודשים,24743,4.4,26,3.3,47,7.7,86,4
זכר,50-59,חודש אחרון,3306,4.7,5,4.6,14,9.9,14,3.4
זכר,50-59,שנה,112014,3.4,135,3.1,193,8.1,709,5.9
נקבה,50-59,מתחילת קורונה,205635,5,199,1.8,254,4.2,1568,5.4
נקבה,50-59,6 חודשים,150274,5.5,41,1.6,58,4.1,203,3
נקבה,50-59,חודש אחרון,5356,7.6,1,0.9,4,2.8,8,1.9
נקבה,50-59,3 חודשים,39090,7,9,1.1,17,2.8,49,2.3
נקבה,50-59,שנה,166780,5.1,78,1.8,112,4.7,525,4.3
זכר,60-69,מתחילת קורונה,102328,2.5,996,9.2,926,15.3,3269,11.3
זכר,60-69,חודש אחרון,3480,4.9,4,3.7,20,14.2,37,8.9
זכר,60-69,3 חודשים,21089,3.8,59,7.5,91,15,190,8.8
זכר,60-69,6 חודשים,71681,2.6,178,6.7,166,11.9,602,8.8
זכר,60-69,שנה,79959,2.5,354,8,297,12.5,1173,9.7
נקבה,60-69,מתחילת קורונה,136603,3.3,556,5.1,503,8.3,2212,7.7
נקבה,60-69,6 חודשים,102646,3.7,111,4.2,97,6.9,428,6.3
נקבה,60-69,3 חודשים,32064,5.8,45,5.7,49,8.1,125,5.8
נקבה,60-69,חודש אחרון,5539,7.9,5,4.6,11,7.8,29,7
נקבה,60-69,שנה,112779,3.5,254,5.8,209,8.8,879,7.3
זכר,70-79,מתחילת קורונה,58986,1.4,1635,15.1,1018,16.9,3653,12.7
זכר,70-79,6 חודשים,43342,1.6,346,13.1,225,16.1,951,14
זכר,70-79,חודש אחרון,3202,4.5,10,9.3,28,19.9,61,14.6
זכר,70-79,3 חודשים,15769,2.8,107,13.6,105,17.3,315,14.6
זכר,70-79,שנה,47828,1.5,606,13.8,367,15.4,1540,12.7
נקבה,70-79,מתחילת קורונה,71291,1.7,1037,9.6,583,9.7,2783,9.6
נקבה,70-79,6 חודשים,53862,2,251,9.5,142,10.1,718,10.5
נקבה,70-79,חודש אחרון,4218,6,15,13.9,13,9.2,37,8.9
נקבה,70-79,3 חודשים,20102,3.6,76,9.7,61,10,232,10.8
נקבה,70-79,שנה,59275,1.8,439,10,249,10.4,1217,10
זכר,80-89,מתחילת קורונה,22492,0.6,1902,17.6,638,10.6,3037,10.5
זכר,80-89,חודש אחרון,1161,1.6,13,12,18,12.8,58,13.9
זכר,80-89,3 חודשים,5626,1,143,18.2,73,12,346,16.1
זכר,80-89,שנה,17460,0.5,787,17.9,263,11,1522,12.6
זכר,80-89,6 חודשים,15424,0.6,497,18.8,178,12.7,1014,14.9
נקבה,80-89,מתחילת קורונה,31690,0.8,1741,16.1,476,7.9,3147,10.9
נקבה,80-89,6 חודשים,21756,0.8,475,18,142,10.1,1047,15.4
נקבה,80-89,חודש אחרון,1560,2.2,20,18.5,6,4.3,59,14.1
נקבה,80-89,3 חודשים,7601,1.4,125,15.9,53,8.7,308,14.3
נקבה,80-89,שנה,24459,0.8,749,17,222,9.3,1570,13
זכר,90+,מתחילת קורונה,4968,0.1,868,8,141,2.3,1026,3.6
זכר,90+,6 חודשים,3248,0.1,278,10.5,46,3.3,429,6.3
זכר,90+,שנה,3689,0.1,379,8.6,63,2.6,551,4.5
זכר,90+,חודש אחרון,214,0.3,11,10.2,3,2.1,37,8.9
זכר,90+,3 חודשים,1076,0.2,86,11,18,3,165,7.7
נקבה,90+,מתחילת קורונה,9832,0.2,1146,10.6,138,2.3,1518,5.3
נקבה,90+,חודש אחרון,423,0.6,21,19.4,4,2.8,48,11.5
נקבה,90+,3 חודשים,1988,0.4,91,11.6,16,2.6,180,8.4
נקבה,90+,שנה,7034,0.2,481,10.9,65,2.7,797,6.6
נקבה,90+,6 חודשים,6216,0.2,318,12.1,48,3.4,552,8.1
