period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,9478,1091,11.51
3_Month,0-9,19251,2834,14.72
6_Month,0-9,84924,31704,37.33
1_Year,0-9,1206639,532766,44.15
All,0-9,1715991,767920,44.75
1_Month,10-19,13224,3064,23.17
3_Month,10-19,28252,7063,25
6_Month,10-19,90971,30298,33.31
1_Year,10-19,1126720,571275,50.7
All,10-19,1632159,811018,49.69
1_Month,20-29,19085,4759,24.94
3_Month,20-29,41477,10508,25.33
6_Month,20-29,126802,44548,35.13
1_Year,20-29,991438,427183,43.09
All,20-29,1478402,608993,41.19
1_Month,30-39,18937,5192,27.42
3_Month,30-39,40686,11553,28.4
6_Month,30-39,135520,54206,40
1_Year,30-39,967020,470258,48.63
All,30-39,1375928,617664,44.89
1_Month,40-49,19519,5637,28.88
3_Month,40-49,42411,12961,30.56
6_Month,40-49,132466,55084,41.58
1_Year,40-49,885496,441622,49.87
All,40-49,1222672,562040,45.97
1_Month,50-59,20123,5762,28.63
3_Month,50-59,43653,13621,31.2
6_Month,50-59,125257,54193,43.27
1_Year,50-59,696322,322024,46.25
All,50-59,958418,403610,42.11
1_Month,60-69,22451,6188,27.56
3_Month,60-69,49611,15447,31.14
6_Month,60-69,137334,60924,44.36
1_Year,60-69,589472,257443,43.67
All,60-69,792835,310847,39.21
1_Month,70-79,24437,6004,24.57
3_Month,70-79,51967,15731,30.27
6_Month,70-79,128491,57366,44.65
1_Year,70-79,394927,175936,44.55
All,70-79,519208,204470,39.38
1_Month,80-89,20726,3411,16.46
3_Month,80-89,36102,8183,22.67
6_Month,80-89,70485,27667,39.25
1_Year,80-89,156260,72383,46.32
All,80-89,222751,87073,39.09
1_Month,90+,7564,1069,14.13
3_Month,90+,12280,2362,19.23
6_Month,90+,20780,7378,35.51
1_Year,90+,37753,18163,48.11
All,90+,58692,22726,38.72
