name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,93.9240493774414,157
יוספטל,,49.23077011108398,4
שמיר,,60.49382781982422,158
וולפסון,,64.42166900634766,72
זיו צפת,,70.89337158203125,95
הלל יפה,,88.34951782226562,49
נהריה,,75.93360900878906,122
ברזילי,,71,38
פוריה,,60.56338119506836,61
סוראסקי,,101.1101608276367,140
בני ציון,,74.13394927978516,86
רבין ק. בילינסון,,83.95209503173828,191
סורוקה,,76.88966369628906,97
מאיר,,77.50642395019531,83
קפלן,,90.79422760009766,65
"רמב""ם",,87.83505249023438,191
הכרמל,,77.50511169433594,119
השרון ק. גולדה,,70.95435333251953,91
הדסה עין כרם,,,242
הסקוטי,,118.796989440918,14
המשפחה הקדושה,,,0
סנט ג'וזף,,,5
שערי צדק,,,279
אל מקאסד,,,0
לניאדו,,71.30918884277344,174
אוגוסטה ויקטוריה,,,9
מעייני הישועה,,87.3417739868164,43
אסותא אשדוד,,,48
שניידר,,,0
סנט וינסנט,,52.98507308959961,18
המרכזי בעמק,,77.06896209716797,155
