name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,activeSickTo1000
גבעת זאב,1.5,ירוק,0.5,0.0030487804878,0, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,49.966154647227285,42.72845613121583,
אעצם (שבט),2,כתום,0.0,0,0, 0 ,כתום,2021-07-09T00:00:00.000Z,7.795079701465032,6.680180595227127,0.0
ערד,2,ירוק,0.0,0,0, 0 ,ירוק,2021-07-09T00:00:00.000Z,66.50717703349282,60.61464850938535,0.0
ירכא,2,ירוק,0.0,0,0, 0 ,ירוק,2021-07-09T00:00:00.000Z,53.72695852534562,45.85829493087557,0.0
עלי זהב,4.8,ירוק,18.3,0.0300429184549,0, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,46.69108030342663,39.81166623070887,
בועיינה-נוג'ידאת,2.5,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,58.04614923584057,51.902906802517236,
אזור,2,ירוק,0.0,0,0, 0 ,ירוק,2021-07-09T00:00:00.000Z,60.984275778651345,56.22165104324161,0.0
כוכב השחר,2,ירוק,0.0,0,0, 0 ,ירוק,2021-07-09T00:00:00.000Z,49.40068493150685,44.2208904109589,0.0
בית יצחק-שער חפר,5.1,ירוק,14.0,0.0218978102189,0, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,76.63246268656717,70.66231343283582,
ריינה,1.8,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,45.244068150935504,40.2372739625797,
נוקדים,3.3,ירוק,7.7,0.0425531914893,0, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,39.628482972136226,35.371517027863774,
בני ברק,0.5,ירוק,0.3,0.0032733224222,0, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,33.81178766626128,26.326364820627695,
פתח תקווה,5.2,ירוק,6.3,0.0153350263723,0.4403669724770001,210,ירוק,2021-07-09T00:00:00.000Z,67.81417339184672,61.80563597375682,8.4
אבן יהודה,3.6,ירוק,5.7,0.00906002265,0, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,74.02393844400113,67.19150755200913,
עכו,1.3,ירוק,0.2,0.0013793103448,0, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,66.81341761415271,61.584910232849325,
מעלה עירון,2,צהוב,0.0,0,0, 0 ,צהוב,2021-07-09T00:00:00.000Z,49.22806331835059,44.14044687642499,0.0
"כפר חב""ד",2,צהוב,0.0,0,0, 0 ,צהוב,2021-07-09T00:00:00.000Z,42.12323682256867,34.19450631031923,0.0
להבים,3.1,ירוק,6.0,0.0125786163522,0, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,81.13235958439994,75.21457611805451,
כפר יאסיף,2,ירוק,0.0,0,0, 0 ,ירוק,2021-07-09T00:00:00.000Z,63.645233681334766,58.23982827592936,0.0
קיסריה,2,ירוק,0.0,0,0, 0 ,ירוק,2021-07-09T00:00:00.000Z,78.9971448965025,72.89436117059243,0.0
קרית יערים,2,ירוק,0.0,0,0, 0 ,ירוק,2021-07-09T00:00:00.000Z,39.89123480486245,31.31797824696097,0.0
תפרח,2.1,ירוק,4.5,0.1428571428571,0, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,34.37360677663843,24.56531431119037,
ג'לג'וליה,2,ירוק,1.0,0.0045662100456,0, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,50.54881010199126,43.91452161243322,
נחף,2,ירוק,0.0,0,0, 0 ,ירוק,2021-07-09T00:00:00.000Z,51.14292138199805,46.099078168327964,0.0
שוהם,2.8,ירוק,5.2,0.0107737512242,0.1000000000000001, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,82.8094536116791,75.0106995102002,
ג'סר א-זרקא,1.8,ירוק,0.7,0.0059523809523,0, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,55.70700721233375,49.9437570303712,
גן נר,2.4,ירוק,3.7,0.0136986301369,0, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,79.07407407407408,72.62962962962963,
נוף הגליל,2,ירוק,0.7,0.0034843205574,0, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,67.83551847437425,63.47318235995233,
מוקייבלה,2,צהוב,0.0,0,0, 0 ,צהוב,2021-07-09T00:00:00.000Z,60.596508244422886,51.26091173617847,0.0
עפרה,4.2,ירוק,3.2,0.008547008547,0, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,65.1147752990624,56.09440672486259,
עפולה,2.2,ירוק,1.9,0.012048192771,0.1000000000000001, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,62.166631482654275,57.84251636056575,
ברכה,3.2,ירוק,3.5,0.0384615384615,0, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,41.82825484764543,34.03739612188366,
שעב,2,ירוק,0.0,0,0, 0 ,ירוק,2021-07-09T00:00:00.000Z,59.55290197167453,53.193557345181894,0.0
אבו רובייעה (שבט),2,צהוב,0.0,0,0, 0 ,צהוב,2021-07-09T00:00:00.000Z,4.862603188963021,4.138866900373177,0.0
ניצן,2,ירוק,0.0,0,0, 0 ,ירוק,2021-07-09T00:00:00.000Z,59.06940063091483,53.115141955835966,0.0
מגדל העמק,1.5,ירוק,0.8,0.0051413881748,0, קטן מ-15 ,ירוק,2021-07-09T00:00:00.000Z,65.77743311360993,60.895696006203956,
קצר א-סר,2,ירוק,0.0,0,0, 0 ,ירוק,2021-07-09T00:00:00.000Z,10.371517027863778,9.791021671826625,0.0
מגאר,2,ירוק,0.0,0,0, 0 ,ירוק,2021-07-09T00:00:00.000Z,61.772162777706164,56.662799192127544,0.0
בענה,2,ירוק,0.0,0,0, 0 ,ירוק,2021-07-09T00:00:00.000Z,51.4546965918537,45.25590784942406,0.0
