age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,608119,380336,1538337,39.5,24.7
20-29,1019952,932366,1300361,78.4,71.7
30-39,991702,924177,1197026,82.8,77.2
40-49,945047,886858,1098556,86,80.7
50-59,760012,716165,849966,89.4,84.3
60-69,672700,643609,741639,90.7,86.8
70-79,468013,454891,490784,95.4,92.7
80-89,211649,205454,225538,93.8,91.1
90+,47986,46144,51496,93.2,89.6
