section,female,male,period,order_period
0-9,"{'amount': 29486, 'percentage': 15.9}","{'amount': 29251, 'percentage': 15.7}",חודש אחרון,5
0-9,"{'amount': 106645, 'percentage': 10.5}","{'amount': 108952, 'percentage': 10.8}",שנה,2
0-9,"{'amount': 59127, 'percentage': 13.3}","{'amount': 59321, 'percentage': 13.3}",6 חודשים,3
0-9,"{'amount': 58448, 'percentage': 13.3}","{'amount': 58669, 'percentage': 13.4}",3 חודשים,4
0-9,"{'amount': 120538, 'percentage': 9.5}","{'amount': 123084, 'percentage': 9.7}",מתחילת קורונה,1
10-19,"{'amount': 137545, 'percentage': 10.8}","{'amount': 135334, 'percentage': 10.6}",מתחילת קורונה,1
10-19,"{'amount': 23390, 'percentage': 12.6}","{'amount': 19482, 'percentage': 10.5}",חודש אחרון,5
10-19,"{'amount': 48578, 'percentage': 11.1}","{'amount': 42305, 'percentage': 9.7}",3 חודשים,4
10-19,"{'amount': 49903, 'percentage': 11.2}","{'amount': 43404, 'percentage': 9.7}",6 חודשים,3
10-19,"{'amount': 113652, 'percentage': 11.2}","{'amount': 102147, 'percentage': 10.1}",שנה,2
20-29,"{'amount': 35209, 'percentage': 7.9}","{'amount': 26787, 'percentage': 6}",6 חודשים,3
20-29,"{'amount': 34848, 'percentage': 8}","{'amount': 26454, 'percentage': 6}",3 חודשים,4
20-29,"{'amount': 14396, 'percentage': 7.7}","{'amount': 10284, 'percentage': 5.5}",חודש אחרון,5
20-29,"{'amount': 117491, 'percentage': 9.2}","{'amount': 98764, 'percentage': 7.8}",מתחילת קורונה,1
20-29,"{'amount': 91693, 'percentage': 9.1}","{'amount': 72400, 'percentage': 7.2}",שנה,2
30-39,"{'amount': 79541, 'percentage': 7.9}","{'amount': 62547, 'percentage': 6.2}",שנה,2
30-39,"{'amount': 37049, 'percentage': 8.3}","{'amount': 26344, 'percentage': 5.9}",6 חודשים,3
30-39,"{'amount': 36606, 'percentage': 8.4}","{'amount': 26019, 'percentage': 5.9}",3 חודשים,4
30-39,"{'amount': 15946, 'percentage': 8.6}","{'amount': 10355, 'percentage': 5.6}",חודש אחרון,5
30-39,"{'amount': 97866, 'percentage': 7.7}","{'amount': 80116, 'percentage': 6.3}",מתחילת קורונה,1
40-49,"{'amount': 62698, 'percentage': 6.2}","{'amount': 51158, 'percentage': 5.1}",שנה,2
40-49,"{'amount': 27300, 'percentage': 6.1}","{'amount': 21487, 'percentage': 4.8}",6 חודשים,3
40-49,"{'amount': 26827, 'percentage': 6.1}","{'amount': 21125, 'percentage': 4.8}",3 חודשים,4
40-49,"{'amount': 9947, 'percentage': 5.3}","{'amount': 7558, 'percentage': 4.1}",חודש אחרון,5
40-49,"{'amount': 79887, 'percentage': 6.3}","{'amount': 66533, 'percentage': 5.2}",מתחילת קורונה,1
50-59,"{'amount': 15346, 'percentage': 3.4}","{'amount': 12020, 'percentage': 2.7}",6 חודשים,3
50-59,"{'amount': 15046, 'percentage': 3.4}","{'amount': 11777, 'percentage': 2.7}",3 חודשים,4
50-59,"{'amount': 40035, 'percentage': 4}","{'amount': 33515, 'percentage': 3.3}",שנה,2
50-59,"{'amount': 53006, 'percentage': 4.2}","{'amount': 45434, 'percentage': 3.6}",מתחילת קורונה,1
50-59,"{'amount': 4708, 'percentage': 2.5}","{'amount': 3392, 'percentage': 1.8}",חודש אחרון,5
60-69,"{'amount': 9110, 'percentage': 2.1}","{'amount': 7587, 'percentage': 1.7}",3 חודשים,4
60-69,"{'amount': 9374, 'percentage': 2.1}","{'amount': 7817, 'percentage': 1.8}",6 חודשים,3
60-69,"{'amount': 2510, 'percentage': 1.3}","{'amount': 1898, 'percentage': 1}",חודש אחרון,5
60-69,"{'amount': 32520, 'percentage': 2.6}","{'amount': 30534, 'percentage': 2.4}",מתחילת קורונה,1
60-69,"{'amount': 24612, 'percentage': 2.4}","{'amount': 22016, 'percentage': 2.2}",שנה,2
70-79,"{'amount': 1144, 'percentage': 0.6}","{'amount': 887, 'percentage': 0.5}",חודש אחרון,5
70-79,"{'amount': 4854, 'percentage': 1.1}","{'amount': 4113, 'percentage': 0.9}",3 חודשים,4
70-79,"{'amount': 5032, 'percentage': 1.1}","{'amount': 4256, 'percentage': 1}",6 חודשים,3
70-79,"{'amount': 12930, 'percentage': 1.3}","{'amount': 11387, 'percentage': 1.1}",שנה,2
70-79,"{'amount': 16739, 'percentage': 1.3}","{'amount': 15472, 'percentage': 1.2}",מתחילת קורונה,1
80-89,"{'amount': 2464, 'percentage': 0.6}","{'amount': 1888, 'percentage': 0.4}",3 חודשים,4
80-89,"{'amount': 7361, 'percentage': 0.7}","{'amount': 5261, 'percentage': 0.5}",שנה,2
80-89,"{'amount': 2538, 'percentage': 0.6}","{'amount': 1961, 'percentage': 0.4}",6 חודשים,3
80-89,"{'amount': 650, 'percentage': 0.3}","{'amount': 434, 'percentage': 0.2}",חודש אחרון,5
80-89,"{'amount': 9585, 'percentage': 0.8}","{'amount': 6985, 'percentage': 0.5}",מתחילת קורונה,1
90+,"{'amount': 3517, 'percentage': 0.3}","{'amount': 1707, 'percentage': 0.1}",מתחילת קורונה,1
90+,"{'amount': 202, 'percentage': 0.1}","{'amount': 109, 'percentage': 0.1}",חודש אחרון,5
90+,"{'amount': 759, 'percentage': 0.2}","{'amount': 414, 'percentage': 0.1}",3 חודשים,4
90+,"{'amount': 788, 'percentage': 0.2}","{'amount': 427, 'percentage': 0.1}",6 חודשים,3
90+,"{'amount': 2604, 'percentage': 0.3}","{'amount': 1305, 'percentage': 0.1}",שנה,2
