name,coronaOccupancy,normalOccupancy,isolatedTeam
אוגוסטה ויקטוריה,,,2
שערי צדק,,86.60933685302734,86
אסותא אשדוד,,,25
בני ציון,,76.90531158447266,22
ברזילי,,69.33333587646484,43
הדסה עין כרם,,108.9068832397461,46
הכרמל,,67.28016662597656,18
הלל יפה,,70.48543548583984,32
המרכזי בעמק,,71.37931060791016,90
המשפחה הקדושה,,,0
הסקוטי,,116.3120574951172,3
השרון ק. גולדה,,70.12448120117188,6
וולפסון,,63.2503662109375,20
זיו צפת,,66.57060241699219,32
לניאדו,,76.3231201171875,69
אל מקאסד,,,0
מעייני הישועה,,80.51118469238281,32
נהריה,,74.13554382324219,54
סוראסקי,,98.6336441040039,82
סורוקה,,70.28670501708984,60
סנט ג'וזף,,,2
סנט וינסנט,,58.95522308349609,4
פוריה,,66.47887420654297,6
קפלן,,95.84837341308594,38
רבין ק. בילינסון,,94.37125396728516,61
"רמב""ם",,78.55670166015625,43
שיבא,,89.62025451660156,45
שמיר (אסף הרופא),,58.02469253540039,73
שניידר,,,0
מאיר,,71.2082290649414,38
