cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),קטן מ-15,אין מידע,19,40.87,4.24,ירוק,4649
אבו גוש,קטן מ-15,אין מידע,35,44.52,5.05,צהוב,7862
אבו סנאן,קטן מ-15,אין מידע,24,16.78,3.31,ירוק,14306
אבן יהודה,קטן מ-15,אין מידע,46,32.77,4.83,צהוב,14036
אופקים,15,22.73,66,20.38,5.37,צהוב,32378
אור יהודה,קטן מ-15,אין מידע,61,16.67,4.91,צהוב,36587
אור עקיבא,15,36.59,41,21.12,5.11,צהוב,19417
אורנית,קטן מ-15,אין מידע,25,27.75,4.72,צהוב,9010
אזור,קטן מ-15,אין מידע,33,24.95,5.61,צהוב,13228
אילת,44,22.80,193,36.76,6.09,כתום,52507
אלקנה,קטן מ-15,אין מידע,19,47.99,7.23,כתום,3959
אריאל,קטן מ-15,אין מידע,45,21.96,6.03,כתום,20488
אשדוד,75,15.86,473,20.90,5.49,צהוב,226329
אשקלון,116,23.02,504,34.42,6.32,כתום,146442
באר יעקב,32,38.55,83,28.80,5.71,צהוב,28818
באר שבע,163,20.84,782,37.13,5.93,צהוב,210624
בית ג'ן,קטן מ-15,אין מידע,20,16.44,5.06,צהוב,12169
בית שאן,קטן מ-15,אין מידע,53,27.92,5.69,צהוב,18980
בית שמש,18,24.32,74,5.60,4.5,צהוב,132210
בני ברק,קטן מ-15,אין מידע,70,3.36,3.73,ירוק,208031
"בני עי""ש",קטן מ-15,אין מידע,20,28.98,6.87,כתום,6902
בנימינה-גבעת עדה,קטן מ-15,אין מידע,49,30.68,5.96,צהוב,15971
בת ים,47,13.13,358,28.02,5.82,צהוב,127772
ג'דיידה-מכר,קטן מ-15,אין מידע,19,8.91,2.44,ירוק,21331
ג'ולס,קטן מ-15,אין מידע,18,27.50,5.85,צהוב,6545
גבעת שמואל,15,22.73,66,24.23,6.25,כתום,27236
גבעתיים,40,23.53,170,27.93,5.61,צהוב,60872
גדרה,36,37.89,95,32.98,6.21,כתום,28805
גן יבנה,18,32.14,56,23.44,6.31,כתום,23887
גני תקווה,קטן מ-15,אין מידע,63,29.29,5.27,צהוב,21508
דאלית אל-כרמל,קטן מ-15,אין מידע,17,9.52,4.47,ירוק,17862
דימונה,19,25.00,76,21.74,4.89,צהוב,34954
הוד השרון,42,21.54,195,30.11,5.12,צהוב,64755
הרצליה,65,16.71,389,39.21,5.65,צהוב,99208
זכרון יעקב,קטן מ-15,אין מידע,70,29.78,5.94,צהוב,23503
חדרה,37,17.62,210,21.23,6,כתום,98928
חולון,78,16.15,483,24.58,5.64,צהוב,196510
חיפה,135,14.42,936,32.84,5.49,צהוב,284981
חריש,15,32.61,46,23.46,5.74,צהוב,19608
טבריה,26,19.85,131,28.67,4.74,צהוב,45686
טירת כרמל,קטן מ-15,אין מידע,66,27.18,6.5,כתום,24285
טלמון,קטן מ-15,אין מידע,18,37.38,5.38,צהוב,4816
יבנה,35,31.25,112,22.51,5.1,צהוב,49759
יהוד,19,24.05,79,26.33,5.86,צהוב,30003
יקנעם עילית,17,19.54,87,36.16,6.31,כתום,24061
ירוחם,קטן מ-15,אין מידע,23,21.54,5.35,צהוב,10680
ירושלים,235,17.74,1325,13.90,4.5,צהוב,952916
כוכב יאיר,קטן מ-15,אין מידע,26,29.76,6.67,כתום,8738
כפר יונה,קטן מ-15,אין מידע,52,19.89,6.08,כתום,26140
כפר סבא,64,18.99,337,33.15,5.95,צהוב,101664
כפר תבור,קטן מ-15,אין מידע,26,59.08,6.89,כתום,4401
כרמיאל,קטן מ-15,אין מידע,116,25.11,5.56,צהוב,46190
להבים,קטן מ-15,אין מידע,28,42.16,5.78,צהוב,6641
לוד,34,23.94,142,17.58,4.98,צהוב,80786
מבשרת ציון,24,21.82,110,45.18,5.81,צהוב,24347
מגאר,קטן מ-15,אין מידע,32,13.75,4.63,צהוב,23271
מגדל העמק,קטן מ-15,אין מידע,51,19.78,4.79,צהוב,25790
מודיעין-מכבים-רעות,63,24.23,260,27.44,5.59,צהוב,94744
מזכרת בתיה,קטן מ-15,אין מידע,40,26.50,6.59,כתום,15095
מיתר,קטן מ-15,אין מידע,32,32.12,6.94,כתום,9963
מעיליא,קטן מ-15,אין מידע,17,52.39,4.7,צהוב,3245
מעלה אדומים,קטן מ-15,אין מידע,54,14.28,5.39,צהוב,37802
מעלות-תרשיחא,קטן מ-15,אין מידע,39,17.60,5.03,צהוב,22158
נהריה,25,19.38,129,21.79,5.78,צהוב,59189
נוף הגליל,קטן מ-15,אין מידע,84,20.02,5.04,צהוב,41950
נס ציונה,37,31.09,119,23.55,5.14,צהוב,50532
נצרת,קטן מ-15,אין מידע,77,9.91,4.9,צהוב,77734
נשר,קטן מ-15,אין מידע,57,23.80,5.55,צהוב,23947
נתיבות,קטן מ-15,אין מידע,49,12.42,5.22,צהוב,39456
נתניה,71,16.90,420,18.79,4.93,צהוב,223562
סביון,קטן מ-15,אין מידע,16,39.56,5.74,צהוב,4045
עומר,קטן מ-15,אין מידע,29,38.31,5.11,צהוב,7569
עכו,16,16.84,95,19.19,5.57,צהוב,49517
עספיא,קטן מ-15,אין מידע,16,12.68,4.49,ירוק,12617
עפולה,15,12.71,118,20.76,4.98,צהוב,56844
ערד,קטן מ-15,אין מידע,54,19.87,4.96,צהוב,27170
עתלית,קטן מ-15,אין מידע,23,23.67,3.98,ירוק,9716
פרדס חנה-כרכור,19,21.11,90,20.62,5.28,צהוב,43646
פרדסיה,קטן מ-15,אין מידע,29,43.63,6.37,כתום,6647
פתח תקווה,138,20.66,668,26.67,5.66,צהוב,250427
צור הדסה,קטן מ-15,אין מידע,33,28.51,5.13,צהוב,11575
צור יצחק,קטן מ-15,אין מידע,17,25.82,6.63,כתום,6585
צפת,קטן מ-15,אין מידע,45,12.35,5.01,צהוב,36423
קדימה-צורן,24,40.00,60,26.42,5.54,צהוב,22711
קיסריה,קטן מ-15,אין מידע,19,33.90,4.71,צהוב,5604
קצרין,קטן מ-15,אין מידע,23,30.64,7.42,כתום,7507
קרית אונו,33,23.40,141,34.58,6.03,כתום,40778
קרית אתא,19,18.27,104,17.54,5.24,צהוב,59291
קרית ביאליק,28,20.29,138,33.14,5.93,צהוב,41645
קרית גת,21,20.79,101,17.25,5.18,צהוב,58550
קרית טבעון,קטן מ-15,אין מידע,56,30.66,4.91,צהוב,18266
קרית ים,16,16.00,100,25.39,5.73,צהוב,39389
קרית מוצקין,22,16.92,130,28.60,6.07,כתום,45461
קרית מלאכי,קטן מ-15,אין מידע,52,21.36,6.49,כתום,24346
קרית עקרון,קטן מ-15,אין מידע,31,28.09,5.64,צהוב,11034
קרית שמונה,קטן מ-15,אין מידע,82,36.49,6.73,כתום,22470
ראמה,קטן מ-15,אין מידע,27,34.78,4.91,צהוב,7763
ראש העין,31,20.95,148,21.98,5.46,צהוב,67337
ראשון לציון,125,20.33,615,24.03,5.27,צהוב,255891
רהט,קטן מ-15,אין מידע,24,3.26,1.26,ירוק,73671
רחובות,89,22.94,388,26.54,5.72,צהוב,146213
רמלה,29,17.68,164,21.33,5.1,צהוב,76903
רמת גן,71,14.73,482,28.91,5.13,צהוב,166746
רמת השרון,39,26.35,148,31.17,5.22,צהוב,47482
רמת ישי,קטן מ-15,אין מידע,27,34.19,5.52,צהוב,7896
רעננה,55,19.64,280,36.38,6.38,כתום,76958
שדרות,28,27.72,101,34.95,6.32,כתום,28899
שוהם,קטן מ-15,אין מידע,51,24.25,5.95,צהוב,21029
