gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,מתחילת קורונה,416769,10.3,7,0.1,30,0.5,112,0.4
זכר,0-9,3 חודשים,112970,10.4,2,0.1,13,1.3,35,0.8
זכר,0-9,6 חודשים,278991,10.2,4,0.2,17,1.2,54,0.8
זכר,0-9,שנה,348410,10.9,5,0.1,22,0.9,80,0.7
זכר,0-9,חודש אחרון,9652,6.8,0,0,0,0,5,0.8
נקבה,0-9,מתחילת קורונה,339275,8.4,5,0,15,0.2,72,0.3
נקבה,0-9,חודש אחרון,7277,5.1,0,0,0,0,4,0.6
נקבה,0-9,3 חודשים,85581,7.9,1,0.1,7,0.7,25,0.6
נקבה,0-9,שנה,281371,8.8,2,0,8,0.3,55,0.5
נקבה,0-9,6 חודשים,217810,8,2,0.1,8,0.6,37,0.5
זכר,10-19,3 חודשים,94252,8.7,2,0.1,7,0.7,10,0.2
זכר,10-19,6 חודשים,269279,9.9,4,0.2,9,0.6,26,0.4
זכר,10-19,שנה,320478,10,5,0.1,14,0.6,42,0.3
זכר,10-19,חודש אחרון,6649,4.7,0,0,0,0,1,0.2
זכר,10-19,מתחילת קורונה,416809,10.3,7,0.1,23,0.4,77,0.3
נקבה,10-19,מתחילת קורונה,404241,10,7,0.1,23,0.4,77,0.3
נקבה,10-19,3 חודשים,88792,8.2,1,0.1,5,0.5,9,0.2
נקבה,10-19,6 חודשים,266807,9.8,2,0.1,10,0.7,16,0.2
נקבה,10-19,שנה,319362,9.9,4,0.1,15,0.6,34,0.3
נקבה,10-19,חודש אחרון,6443,4.5,0,0,1,0.5,1,0.2
זכר,20-29,חודש אחרון,6214,4.3,0,0,1,0.5,3,0.5
זכר,20-29,3 חודשים,51050,4.7,2,0.1,9,0.9,23,0.5
זכר,20-29,שנה,172927,5.4,5,0.1,22,0.9,90,0.7
זכר,20-29,6 חודשים,143975,5.3,2,0.1,11,0.8,41,0.6
זכר,20-29,מתחילת קורונה,243579,6,24,0.2,54,0.9,241,0.8
נקבה,20-29,חודש אחרון,9065,6.3,0,0,1,0.5,1,0.2
נקבה,20-29,3 חודשים,80077,7.4,4,0.2,8,0.8,11,0.3
נקבה,20-29,6 חודשים,225458,8.3,6,0.2,14,1,28,0.4
נקבה,20-29,שנה,263269,8.2,9,0.2,20,0.8,98,0.8
נקבה,20-29,מתחילת קורונה,347054,8.6,22,0.2,57,0.9,271,0.9
זכר,30-39,מתחילת קורונה,236967,5.9,53,0.5,102,1.7,622,2.2
זכר,30-39,חודש אחרון,9156,6.4,1,0.8,8,4,6,0.9
זכר,30-39,3 חודשים,64833,6,8,0.5,22,2.2,35,0.8
זכר,30-39,6 חודשים,156077,5.7,12,0.5,29,2,63,0.9
זכר,30-39,שנה,184391,5.7,25,0.6,48,2,212,1.8
נקבה,30-39,מתחילת קורונה,346137,8.6,36,0.3,104,1.7,596,2.1
נקבה,30-39,3 חודשים,98199,9,4,0.2,12,1.2,38,0.9
נקבה,30-39,6 חודשים,243463,8.9,4,0.2,19,1.3,74,1.1
נקבה,30-39,שנה,283730,8.8,15,0.3,38,1.6,229,1.9
נקבה,30-39,חודש אחרון,12764,8.9,0,0,5,2.5,9,1.4
זכר,40-49,חודש אחרון,8545,6,1,0.8,6,3,11,1.7
זכר,40-49,3 חודשים,60559,5.6,12,0.7,31,3.1,87,2
זכר,40-49,שנה,168060,5.2,52,1.2,112,4.7,467,3.9
זכר,40-49,6 חודשים,145173,5.3,21,0.8,57,4,149,2.2
זכר,40-49,מתחילת קורונה,212036,5.2,119,1.1,262,4.4,1399,4.9
נקבה,40-49,מתחילת קורונה,305669,7.6,75,0.7,138,2.3,964,3.4
נקבה,40-49,3 חודשים,92181,8.5,4,0.2,14,1.4,51,1.2
נקבה,40-49,6 חודשים,221963,8.2,13,0.5,26,1.8,92,1.4
נקבה,40-49,שנה,251495,7.8,20,0.5,52,2.2,331,2.7
נקבה,40-49,חודש אחרון,12222,8.6,0,0,5,2.5,5,0.8
זכר,50-59,מתחילת קורונה,142678,3.5,380,3.6,544,9.1,2222,7.7
זכר,50-59,6 חודשים,97225,3.6,69,2.7,113,7.9,307,4.5
זכר,50-59,3 חודשים,41463,3.8,39,2.4,75,7.5,191,4.4
זכר,50-59,שנה,110023,3.4,133,3.1,198,8.3,708,5.9
זכר,50-59,חודש אחרון,6936,4.9,2,1.6,16,7.9,25,3.8
נקבה,50-59,מתחילת קורונה,203051,5,198,1.9,255,4.2,1564,5.4
נקבה,50-59,3 חודשים,65949,6.1,22,1.3,37,3.7,117,2.7
נקבה,50-59,6 חודשים,147857,5.4,41,1.6,62,4.3,207,3.1
נקבה,50-59,שנה,164221,5.1,80,1.9,117,4.9,528,4.4
נקבה,50-59,חודש אחרון,10872,7.6,2,1.6,6,3,12,1.8
