gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,שנה,335675,11.8,5,0.1,20,0.8,75,0.6
זכר,0-9,6 חודשים,295717,11.7,5,0.2,18,1,58,0.7
זכר,0-9,3 חודשים,254216,11.1,4,0.2,14,1.3,42,0.8
זכר,0-9,מתחילת קורונה,397253,11,7,0.1,28,0.5,100,0.4
זכר,0-9,חודש אחרון,101479,12.9,2,0.2,11,1.4,25,0.7
נקבה,0-9,מתחילת קורונה,304447,8.4,4,0,13,0.2,65,0.2
נקבה,0-9,3 חודשים,183773,8.1,1,0,6,0.5,30,0.5
נקבה,0-9,שנה,254068,9,2,0,8,0.3,54,0.4
נקבה,0-9,חודש אחרון,69379,8.8,0,0,5,0.6,20,0.6
נקבה,0-9,6 חודשים,220062,8.7,1,0,6,0.3,39,0.5
זכר,10-19,מתחילת קורונה,401441,11.1,7,0.1,23,0.4,70,0.3
זכר,10-19,שנה,310844,11,5,0.1,15,0.6,44,0.3
זכר,10-19,3 חודשים,249877,11,4,0.2,9,0.8,23,0.4
זכר,10-19,6 חודשים,278219,11,5,0.2,14,0.8,33,0.4
זכר,10-19,חודש אחרון,84750,10.8,2,0.2,7,0.9,11,0.3
נקבה,10-19,מתחילת קורונה,367440,10.2,7,0.1,20,0.3,62,0.2
נקבה,10-19,חודש אחרון,71264,9.1,1,0.1,6,0.7,7,0.2
נקבה,10-19,3 חודשים,230480,10.1,2,0.1,8,0.7,14,0.3
נקבה,10-19,שנה,290109,10.2,4,0.1,15,0.6,37,0.3
נקבה,10-19,6 חודשים,259300,10.3,3,0.1,13,0.7,24,0.3
זכר,20-29,6 חודשים,135677,5.4,5,0.2,18,1,66,0.8
זכר,20-29,שנה,155922,5.5,9,0.2,32,1.2,117,0.9
זכר,20-29,חודש אחרון,35132,4.5,1,0.1,5,0.6,17,0.5
זכר,20-29,3 חודשים,122998,5.4,2,0.1,9,0.8,32,0.6
זכר,20-29,מתחילת קורונה,224006,6.2,24,0.2,49,0.8,207,0.7
נקבה,20-29,מתחילת קורונה,309032,8.6,21,0.2,54,0.9,247,0.9
נקבה,20-29,3 חודשים,187781,8.2,5,0.2,12,1.1,24,0.4
נקבה,20-29,6 חודשים,205603,8.1,7,0.2,15,0.9,71,0.8
נקבה,20-29,שנה,231087,8.1,9,0.2,22,0.8,119,0.9
נקבה,20-29,חודש אחרון,54929,7,4,0.3,9,1.1,11,0.3
זכר,30-39,שנה,161874,5.7,26,0.6,52,2,272,2.1
זכר,30-39,חודש אחרון,45103,5.7,4,0.3,17,2.1,27,0.8
זכר,30-39,6 חודשים,142779,5.7,17,0.6,36,2,158,1.9
זכר,30-39,מתחילת קורונה,212006,5.9,49,0.5,94,1.6,567,2.1
