section,male,female,period,order_period
0-9,"{'amount': 14, 'percentage': 1.3}","{'amount': 6, 'percentage': 0.5}",3 חודשים,4
0-9,"{'amount': 20, 'percentage': 0.8}","{'amount': 8, 'percentage': 0.3}",שנה,2
0-9,"{'amount': 11, 'percentage': 1.4}","{'amount': 5, 'percentage': 0.6}",חודש אחרון,5
0-9,"{'amount': 28, 'percentage': 0.5}","{'amount': 13, 'percentage': 0.2}",מתחילת קורונה,1
0-9,"{'amount': 18, 'percentage': 1}","{'amount': 6, 'percentage': 0.3}",6 חודשים,3
10-19,"{'amount': 15, 'percentage': 0.6}","{'amount': 15, 'percentage': 0.6}",שנה,2
10-19,"{'amount': 14, 'percentage': 0.8}","{'amount': 13, 'percentage': 0.7}",6 חודשים,3
10-19,"{'amount': 7, 'percentage': 0.9}","{'amount': 6, 'percentage': 0.7}",חודש אחרון,5
10-19,"{'amount': 23, 'percentage': 0.4}","{'amount': 20, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 9, 'percentage': 0.8}","{'amount': 8, 'percentage': 0.7}",3 חודשים,4
20-29,"{'amount': 5, 'percentage': 0.6}","{'amount': 9, 'percentage': 1.1}",חודש אחרון,5
20-29,"{'amount': 18, 'percentage': 1}","{'amount': 15, 'percentage': 0.9}",6 חודשים,3
20-29,"{'amount': 32, 'percentage': 1.2}","{'amount': 22, 'percentage': 0.8}",שנה,2
20-29,"{'amount': 9, 'percentage': 0.8}","{'amount': 12, 'percentage': 1.1}",3 חודשים,4
20-29,"{'amount': 49, 'percentage': 0.8}","{'amount': 54, 'percentage': 0.9}",מתחילת קורונה,1
30-39,"{'amount': 22, 'percentage': 2}","{'amount': 9, 'percentage': 0.8}",3 חודשים,4
30-39,"{'amount': 36, 'percentage': 2}","{'amount': 26, 'percentage': 1.5}",6 חודשים,3
30-39,"{'amount': 52, 'percentage': 2}","{'amount': 54, 'percentage': 2}",שנה,2
30-39,"{'amount': 94, 'percentage': 1.6}","{'amount': 92, 'percentage': 1.6}",מתחילת קורונה,1
30-39,"{'amount': 17, 'percentage': 2.1}","{'amount': 6, 'percentage': 0.7}",חודש אחרון,5
40-49,"{'amount': 83, 'percentage': 4.7}","{'amount': 42, 'percentage': 2.4}",6 חודשים,3
40-49,"{'amount': 133, 'percentage': 5}","{'amount': 69, 'percentage': 2.6}",שנה,2
40-49,"{'amount': 240, 'percentage': 4.2}","{'amount': 139, 'percentage': 2.4}",מתחילת קורונה,1
40-49,"{'amount': 44, 'percentage': 4}","{'amount': 20, 'percentage': 1.8}",3 חודשים,4
40-49,"{'amount': 26, 'percentage': 3.2}","{'amount': 13, 'percentage': 1.6}",חודש אחרון,5
50-59,"{'amount': 90, 'percentage': 8.1}","{'amount': 50, 'percentage': 4.5}",3 חודשים,4
50-59,"{'amount': 160, 'percentage': 9.1}","{'amount': 85, 'percentage': 4.8}",6 חודשים,3
50-59,"{'amount': 247, 'percentage': 9.4}","{'amount': 139, 'percentage': 5.3}",שנה,2
50-59,"{'amount': 63, 'percentage': 7.8}","{'amount': 33, 'percentage': 4.1}",חודש אחרון,5
50-59,"{'amount': 520, 'percentage': 9}","{'amount': 249, 'percentage': 4.3}",מתחילת קורונה,1
60-69,"{'amount': 128, 'percentage': 11.5}","{'amount': 76, 'percentage': 6.8}",3 חודשים,4
60-69,"{'amount': 887, 'percentage': 15.3}","{'amount': 468, 'percentage': 8.1}",מתחילת קורונה,1
60-69,"{'amount': 219, 'percentage': 12.4}","{'amount': 157, 'percentage': 8.9}",6 חודשים,3
60-69,"{'amount': 337, 'percentage': 12.8}","{'amount': 239, 'percentage': 9.1}",שנה,2
60-69,"{'amount': 100, 'percentage': 12.3}","{'amount': 55, 'percentage': 6.8}",חודש אחרון,5
70-79,"{'amount': 127, 'percentage': 15.6}","{'amount': 80, 'percentage': 9.9}",חודש אחרון,5
70-79,"{'amount': 997, 'percentage': 17.3}","{'amount': 562, 'percentage': 9.7}",מתחילת קורונה,1
70-79,"{'amount': 253, 'percentage': 14.4}","{'amount': 188, 'percentage': 10.7}",6 חודשים,3
70-79,"{'amount': 372, 'percentage': 14.1}","{'amount': 276, 'percentage': 10.5}",שנה,2
70-79,"{'amount': 173, 'percentage': 15.6}","{'amount': 113, 'percentage': 10.2}",3 חודשים,4
80-89,"{'amount': 257, 'percentage': 9.7}","{'amount': 228, 'percentage': 8.6}",שנה,2
80-89,"{'amount': 101, 'percentage': 12.4}","{'amount': 95, 'percentage': 11.7}",חודש אחרון,5
80-89,"{'amount': 136, 'percentage': 12.2}","{'amount': 121, 'percentage': 10.9}",3 חודשים,4
80-89,"{'amount': 614, 'percentage': 10.6}","{'amount': 468, 'percentage': 8.1}",מתחילת קורונה,1
80-89,"{'amount': 178, 'percentage': 10.1}","{'amount': 162, 'percentage': 9.2}",6 חודשים,3
90+,"{'amount': 57, 'percentage': 2.2}","{'amount': 65, 'percentage': 2.5}",שנה,2
90+,"{'amount': 34, 'percentage': 3.1}","{'amount': 38, 'percentage': 3.4}",3 חודשים,4
90+,"{'amount': 132, 'percentage': 2.3}","{'amount': 130, 'percentage': 2.2}",מתחילת קורונה,1
90+,"{'amount': 41, 'percentage': 2.3}","{'amount': 48, 'percentage': 2.7}",6 חודשים,3
90+,"{'amount': 24, 'percentage': 3}","{'amount': 29, 'percentage': 3.6}",חודש אחרון,5
