period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,301508,131438,43.59
6_Month,0-9,1337870,515992,38.57
1_Year,0-9,1501744,581084,38.69
All,0-9,1667454,679274,40.74
3_Month,0-9,1142556,444160,38.87
1_Month,10-19,267504,119492,44.67
3_Month,10-19,1043575,483258,46.31
6_Month,10-19,1211028,533945,44.09
1_Year,10-19,1377549,585924,42.53
All,10-19,1577121,723948,45.9
6_Month,20-29,993345,341819,34.41
All,20-29,1370468,501375,36.58
1_Month,20-29,232454,67644,29.1
1_Year,20-29,1170691,382885,32.71
3_Month,20-29,800537,312646,39.05
1_Month,30-39,250558,88681,35.39
1_Year,30-39,1101632,404643,36.73
All,30-39,1263804,488507,38.65
6_Month,30-39,949642,364989,38.43
3_Month,30-39,781957,333599,42.66
All,40-49,1119714,431801,38.56
3_Month,40-49,719463,304453,42.32
6_Month,40-49,853690,325879,38.17
1_Month,40-49,244377,82713,33.85
1_Year,40-49,978744,359174,36.7
1_Month,50-59,185031,52921,28.6
3_Month,50-59,522600,195661,37.44
1_Year,50-59,732135,226755,30.97
All,50-59,850494,283299,33.31
6_Month,50-59,633336,205755,32.49
1_Month,60-69,154679,34548,22.34
3_Month,60-69,417638,128268,30.71
6_Month,60-69,507921,134015,26.39
1_Year,60-69,589223,148044,25.13
All,60-69,684120,185843,27.17
3_Month,70-79,251768,65405,25.98
1_Month,70-79,99463,18203,18.3
6_Month,70-79,308515,68180,22.1
1_Year,70-79,363021,76164,20.98
All,70-79,424458,96084,22.64
1_Month,80-89,43832,7380,16.84
3_Month,80-89,98489,25544,25.94
6_Month,80-89,118913,26966,22.68
1_Year,80-89,145194,30772,21.19
All,80-89,182807,41402,22.65
All,90+,48182,11751,24.39
1_Year,90+,35919,8190,22.8
6_Month,90+,28924,7166,24.78
3_Month,90+,24359,6785,27.85
1_Month,90+,11757,1898,16.14
