period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,6625,855,12.91
3_Month,0-9,23929,4370,18.26
6_Month,0-9,147335,49172,33.37
1_Year,0-9,1255759,541849,43.15
All,0-9,1713353,766792,44.75
1_Month,10-19,9672,1709,17.67
3_Month,10-19,31264,6019,19.25
6_Month,10-19,154855,49551,32
1_Year,10-19,1178541,578124,49.05
All,10-19,1630440,808570,49.59
1_Month,20-29,15658,2303,14.71
3_Month,20-29,45916,7707,16.78
6_Month,20-29,212729,61719,29.01
1_Year,20-29,1048365,425957,40.63
All,20-29,1474043,604444,41.01
1_Month,30-39,14914,2611,17.51
3_Month,30-39,45311,9395,20.73
6_Month,30-39,225086,76743,34.09
1_Year,30-39,1016911,469599,46.18
All,30-39,1373018,613019,44.65
1_Month,40-49,15780,2971,18.83
3_Month,40-49,46254,10397,22.48
6_Month,40-49,218692,78411,35.85
1_Year,40-49,927124,439737,47.43
All,40-49,1219833,557025,45.66
1_Month,50-59,16774,3263,19.45
3_Month,50-59,46296,10895,23.53
6_Month,50-59,202019,74984,37.12
1_Year,50-59,729125,317410,43.53
All,50-59,955383,397642,41.62
1_Month,60-69,19598,4051,20.67
3_Month,60-69,53184,13509,25.4
6_Month,60-69,207375,82694,39.88
1_Year,60-69,613009,250921,40.93
All,60-69,789177,303517,38.46
1_Month,70-79,21330,4098,19.21
3_Month,70-79,54049,14320,26.49
6_Month,70-79,174218,75745,43.48
1_Year,70-79,405412,168168,41.48
All,70-79,514470,196431,38.18
1_Month,80-89,17734,2014,11.36
3_Month,80-89,34215,6660,19.47
6_Month,80-89,81698,32891,40.26
1_Year,80-89,158266,67954,42.94
All,80-89,219673,82601,37.6
1_Month,90+,6280,499,7.95
3_Month,90+,11175,1693,15.15
6_Month,90+,22209,8054,36.26
1_Year,90+,37755,16815,44.54
All,90+,57425,21382,37.23
