name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
Mughar,10,אדום,59.3,41,-5,137,אדום,2022-07-25T00:00:00.000Z,72.36,64.41,41.09,58.9
Gan Yavne,10,אדום,62.4,46,-26,136,אדום,2022-07-25T00:00:00.000Z,78.94,74.52,57.31,56.9
Bet Dagan,9,אדום,46.6,29,3,40,אדום,2022-07-25T00:00:00.000Z,74.94,70.39,55.56,54.8
Mazra'a,6,אדום,20.0,13,-16,קטן מ-15,כתום,2022-07-25T00:00:00.000Z,67.47,61.63,38.19,
Migdal Haemeq,9.1,אדום,52.3,31,-27,209,אדום,2022-07-25T00:00:00.000Z,73.69,68.73,52.31,81.0
Ein Mahel,5.4,כתום,14.0,17,5,28,צהוב,2022-07-25T00:00:00.000Z,74.49,60.55,35.43,20.7
Isifya,9.8,אדום,29.3,32,-30,31,אדום,2022-07-25T00:00:00.000Z,67.62,59.55,39.83,24.6
Kafar Qasem,7.6,אדום,17.3,20,-8,50,אדום,2022-07-25T00:00:00.000Z,66.71,54.89,30.51,20.6
Meiser,5.1,צהוב,29.2,28,0,קטן מ-15,צהוב,2022-07-25T00:00:00.000Z,67.67,62.03,38.16,
Deir Hanna,9.4,אדום,52.6,22,-31,76,אדום,2022-07-25T00:00:00.000Z,73.28,62.15,38.01,72.7
Reine,7.2,אדום,13.1,19,-55,54,כתום,2022-07-25T00:00:00.000Z,54.21,46.86,25.80,28.2
Kafar Kanna,5,צהוב,7.3,7,-51,34,צהוב,2022-07-25T00:00:00.000Z,69.29,60.07,35.04,14.6
Jisr Az-Zarqa,6.6,אדום,15.2,12,-39,41,כתום,2022-07-25T00:00:00.000Z,73.27,62.26,40.70,27.1
Omer,9.9,אדום,62.1,35,-43,54,אדום,2022-07-25T00:00:00.000Z,מעל 90%,מעל 90%,81.12,71.3
Tifrah,4.1,צהוב,0.0,0,0,קטן מ-15,ירוק,2022-07-25T00:00:00.000Z,52.16,35.09,19.53,
Abu Sinan,8.6,אדום,47.5,19,-34,126,אדום,2022-07-25T00:00:00.000Z,76.03,66.90,41.29,88.1
Atlit,9.5,כתום,36.0,33,-23,49,אדום,2022-07-25T00:00:00.000Z,73.92,70.43,53.69,50.4
Kafar Yasif,9.1,אדום,47.8,23,-18,48,אדום,2022-07-25T00:00:00.000Z,74.16,65.83,41.94,46.8
Ofaqim,7.6,אדום,29.3,22,-29,150,אדום,2022-07-25T00:00:00.000Z,65.50,58.13,40.67,46.3
Mizpe Ramon,9.1,אדום,52.1,40,-15,18,אדום,2022-07-25T00:00:00.000Z,68.45,64.19,48.64,34.7
Even Yehuda,8.2,אדום,53.4,19,-28,132,אדום,2022-07-25T00:00:00.000Z,מעל 90%,88.89,70.41,94.0
Yanuh-Jat,8.1,אדום,10.3,20,-76,קטן מ-15,אדום,2022-07-25T00:00:00.000Z,73.66,61.99,41.49,
El'ad,7.5,אדום,9.6,23,-31,69,כתום,2022-07-25T00:00:00.000Z,38.72,28.08,14.65,14.0
Bareqet,5.8,כתום,19.0,14,0,קטן מ-15,צהוב,2022-07-25T00:00:00.000Z,45.89,39.05,24.56,
Rosh Haayin,9.6,אדום,55.2,30,-31,471,אדום,2022-07-25T00:00:00.000Z,72.26,67.85,52.28,69.9
Laqye,5.3,צהוב,10.3,4,-6,18,צהוב,2022-07-25T00:00:00.000Z,31.34,25.98,9.98,12.3
Zarzir,5.8,צהוב,15.7,6,-35,19,צהוב,2022-07-25T00:00:00.000Z,62.77,56.73,30.26,22.9
Nof Hagalil,9.2,אדום,46.0,28,-40,332,אדום,2022-07-25T00:00:00.000Z,75.46,70.72,54.82,79.1
Rahat,5.8,צהוב,10.6,8,-20,103,צהוב,2022-07-25T00:00:00.000Z,45.04,36.83,16.68,14.0
Sheikh Dannun,7.1,כתום,20.4,17,-9,קטן מ-15,כתום,2022-07-25T00:00:00.000Z,65.63,57.73,32.77,
Basmat Tab'un,5,כתום,18.7,4,-50,25,צהוב,2022-07-25T00:00:00.000Z,58.69,53.26,29.86,31.2
Ma'ale Iron,9.1,כתום,24.1,24,19,40,אדום,2022-07-25T00:00:00.000Z,62.29,51.71,27.95,26.1
Basma,7,אדום,21.5,13,-53,41,כתום,2022-07-25T00:00:00.000Z,66.29,57.21,31.91,40.0
Be'er Ya'aqov,9.9,אדום,46.2,35,-14,143,אדום,2022-07-25T00:00:00.000Z,69.02,64.33,46.80,49.6
Abu Rubei'a,4.3,אפור,3.4,11,0,קטן מ-15,ירוק,2022-07-25T00:00:00.000Z,10.08,8.21,3.03,
Hurfeish,8.7,אדום,23.1,25,-70,19,אדום,2022-07-25T00:00:00.000Z,80.91,68.91,48.17,29.3
Ein Naqquba,4.4,צהוב,11.2,16,0,קטן מ-15,ירוק,2022-07-25T00:00:00.000Z,60.56,49.20,27.36,
Arrabe,8.6,אדום,22.5,26,-13,68,אדום,2022-07-25T00:00:00.000Z,68.96,59.60,34.95,25.9
