priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date,israeli_positive,foreigner_positive
LastMonth,Lesotho ,כתום,2,1,0,0,2022-09-16T00:00:00.000Z,0,0
LastMonth,Poland,כתום,2,11954,98,0.82,2022-09-16T00:00:00.000Z,98,0
LastMonth,China,כתום,2,509,0,0,2022-09-16T00:00:00.000Z,0,0
LastMonth,Latvia ,כתום,2,2159,24,1.11,2022-09-16T00:00:00.000Z,24,0
LastMonth,Mali  ,כתום,2,5,0,0,2022-09-16T00:00:00.000Z,0,0
LastMonth,Philippines,כתום,2,1539,5,0.32,2022-09-16T00:00:00.000Z,4,1
LastMonth,Andorra,כתום,2,11,0,0,2022-09-16T00:00:00.000Z,0,0
LastMonth,Myanmar  ,כתום,2,8,0,0,2022-09-16T00:00:00.000Z,0,0
LastMonth,Solomon Islands,כתום,2,1,0,0,2022-09-16T00:00:00.000Z,0,0
LastMonth,Brazil,כתום,2,2867,1,0.03,2022-09-16T00:00:00.000Z,1,0
LastMonth,Ghana ,כתום,2,199,0,0,2022-09-16T00:00:00.000Z,0,0
LastMonth,Luxembourg  ,כתום,2,74,0,0,2022-09-16T00:00:00.000Z,0,0
LastMonth,Uzbekistan ,כתום,2,1750,3,0.17,2022-09-16T00:00:00.000Z,3,0
LastMonth,Greece ,כתום,2,108697,448,0.41,2022-09-16T00:00:00.000Z,446,2
LastMonth,Marshall Islands,כתום,2,1,0,0,2022-09-16T00:00:00.000Z,0,0
LastMonth,Nicaragua ,כתום,2,6,0,0,2022-09-16T00:00:00.000Z,0,0
LastMonth,Estonia,כתום,2,385,2,0.52,2022-09-16T00:00:00.000Z,1,1
LastMonth,Moldova,כתום,2,4959,17,0.34,2022-09-16T00:00:00.000Z,17,0
LastMonth,Kuwait  ,כתום,2,5,0,0,2022-09-16T00:00:00.000Z,0,0
LastMonth,Qatar,כתום,2,30,0,0,2022-09-16T00:00:00.000Z,0,0
LastMonth,Republic Of South Sudan,כתום,2,33,1,3.03,2022-09-16T00:00:00.000Z,1,0
LastMonth,Guadeloupe ,כתום,2,5,0,0,2022-09-16T00:00:00.000Z,0,0
LastMonth,Italy,כתום,2,47815,263,0.55,2022-09-16T00:00:00.000Z,263,0
LastMonth,Kyrgyzstan ,כתום,2,298,6,2.01,2022-09-16T00:00:00.000Z,6,0
LastMonth,Australia,כתום,2,1457,3,0.21,2022-09-16T00:00:00.000Z,2,1
LastMonth,Malaysia ,כתום,2,11,0,0,2022-09-16T00:00:00.000Z,0,0
LastMonth,Vietnam ,כתום,2,375,1,0.27,2022-09-16T00:00:00.000Z,1,0
LastMonth,Ecuador,כתום,2,130,1,0.77,2022-09-16T00:00:00.000Z,1,0
LastMonth,Antilles,כתום,2,6,0,0,2022-09-16T00:00:00.000Z,0,0
LastMonth,Japan,כתום,2,610,34,5.57,2022-09-16T00:00:00.000Z,2,32
LastMonth,Guinea ,כתום,2,2,0,0,2022-09-16T00:00:00.000Z,0,0
