period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,10511,2166,20.61
3_Month,0-9,85654,39006,45.54
6_Month,0-9,307737,90976,29.56
1_Year,0-9,1354060,577088,42.62
All,0-9,1711315,765713,44.74
1_Month,10-19,12437,2409,19.37
3_Month,10-19,84880,35163,41.43
6_Month,10-19,324974,87074,26.79
1_Year,10-19,1258167,601302,47.79
All,10-19,1628494,806686,49.54
1_Month,20-29,19752,2866,14.51
3_Month,20-29,113357,46381,40.92
6_Month,20-29,432900,105275,24.32
1_Year,20-29,1124761,436541,38.81
All,20-29,1470321,601717,40.92
1_Month,30-39,20261,3587,17.7
3_Month,30-39,129031,57813,44.81
6_Month,30-39,431217,127779,29.63
1_Year,30-39,1081356,481369,44.52
All,30-39,1370078,609718,44.5
1_Month,40-49,20656,3947,19.11
3_Month,40-49,126324,57960,45.88
6_Month,40-49,412663,125999,30.53
1_Year,40-49,976747,446222,45.68
All,40-49,1217144,553297,45.46
1_Month,50-59,20743,3919,18.89
3_Month,50-59,116307,54878,47.18
6_Month,50-59,366963,111945,30.51
1_Year,50-59,766287,317646,41.45
All,50-59,952363,393151,41.28
1_Month,60-69,23927,4680,19.56
3_Month,60-69,125214,60049,47.96
6_Month,60-69,340618,112645,33.07
1_Year,60-69,640558,247390,38.62
All,60-69,785827,297311,37.83
1_Month,70-79,24598,4876,19.82
3_Month,70-79,113510,53906,47.49
6_Month,70-79,250217,93291,37.28
1_Year,70-79,419074,162256,38.72
All,70-79,510011,189221,37.1
1_Month,80-89,16935,2112,12.47
3_Month,80-89,60922,24257,39.82
6_Month,80-89,101987,38539,37.79
1_Year,80-89,163103,65170,39.96
All,80-89,217077,79201,36.49
1_Month,90+,5637,572,10.15
3_Month,90+,17632,6117,34.69
6_Month,90+,25315,9305,36.76
1_Year,90+,38763,16214,41.83
All,90+,56471,20620,36.51
