section,female,male,period,order_period
0-9,"{'amount': 12, 'percentage': 0.2}","{'amount': 17, 'percentage': 0.3}",מתחילת קורונה,1
0-9,"{'amount': 3, 'percentage': 0.7}","{'amount': 4, 'percentage': 1}",חודש אחרון,5
0-9,"{'amount': 3, 'percentage': 0.5}","{'amount': 5, 'percentage': 0.9}",3 חודשים,4
0-9,"{'amount': 3, 'percentage': 0.2}","{'amount': 9, 'percentage': 0.6}",6 חודשים,3
0-9,"{'amount': 9, 'percentage': 0.3}","{'amount': 12, 'percentage': 0.5}",שנה,2
10-19,"{'amount': 6, 'percentage': 1}","{'amount': 1, 'percentage': 0.2}",3 חודשים,4
10-19,"{'amount': 13, 'percentage': 0.5}","{'amount': 8, 'percentage': 0.3}",שנה,2
10-19,"{'amount': 5, 'percentage': 1.2}","{'amount': 1, 'percentage': 0.2}",חודש אחרון,5
10-19,"{'amount': 19, 'percentage': 0.4}","{'amount': 16, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 10, 'percentage': 0.7}","{'amount': 7, 'percentage': 0.5}",6 חודשים,3
20-29,"{'amount': 6, 'percentage': 1.4}","{'amount': 4, 'percentage': 1}",חודש אחרון,5
20-29,"{'amount': 14, 'percentage': 1}","{'amount': 17, 'percentage': 1.2}",6 חודשים,3
20-29,"{'amount': 9, 'percentage': 1.6}","{'amount': 7, 'percentage': 1.2}",3 חודשים,4
20-29,"{'amount': 52, 'percentage': 1}","{'amount': 46, 'percentage': 0.9}",מתחילת קורונה,1
20-29,"{'amount': 29, 'percentage': 1.1}","{'amount': 38, 'percentage': 1.4}",שנה,2
30-39,"{'amount': 3, 'percentage': 0.7}","{'amount': 8, 'percentage': 1.9}",חודש אחרון,5
30-39,"{'amount': 8, 'percentage': 1.4}","{'amount': 12, 'percentage': 2.1}",3 חודשים,4
30-39,"{'amount': 25, 'percentage': 1.8}","{'amount': 26, 'percentage': 1.9}",6 חודשים,3
30-39,"{'amount': 60, 'percentage': 2.3}","{'amount': 50, 'percentage': 1.9}",שנה,2
30-39,"{'amount': 87, 'percentage': 1.7}","{'amount': 81, 'percentage': 1.6}",מתחילת קורונה,1
40-49,"{'amount': 83, 'percentage': 3.2}","{'amount': 145, 'percentage': 5.5}",שנה,2
40-49,"{'amount': 41, 'percentage': 2.9}","{'amount': 71, 'percentage': 5.1}",6 חודשים,3
40-49,"{'amount': 20, 'percentage': 3.5}","{'amount': 34, 'percentage': 5.9}",3 חודשים,4
40-49,"{'amount': 11, 'percentage': 2.6}","{'amount': 19, 'percentage': 4.6}",חודש אחרון,5
40-49,"{'amount': 131, 'percentage': 2.5}","{'amount': 227, 'percentage': 4.4}",מתחילת קורונה,1
50-59,"{'amount': 230, 'percentage': 4.5}","{'amount': 475, 'percentage': 9.2}",מתחילת קורונה,1
50-59,"{'amount': 29, 'percentage': 7}","{'amount': 34, 'percentage': 8.2}",חודש אחרון,5
50-59,"{'amount': 39, 'percentage': 6.8}","{'amount': 55, 'percentage': 9.5}",3 חודשים,4
50-59,"{'amount': 81, 'percentage': 5.8}","{'amount': 125, 'percentage': 8.9}",6 חודשים,3
50-59,"{'amount': 149, 'percentage': 5.7}","{'amount': 258, 'percentage': 9.8}",שנה,2
60-69,"{'amount': 431, 'percentage': 8.4}","{'amount': 810, 'percentage': 15.7}",מתחילת קורונה,1
60-69,"{'amount': 52, 'percentage': 9}","{'amount': 70, 'percentage': 12.1}",3 חודשים,4
60-69,"{'amount': 145, 'percentage': 10.4}","{'amount': 181, 'percentage': 12.9}",6 חודשים,3
60-69,"{'amount': 255, 'percentage': 9.7}","{'amount': 362, 'percentage': 13.8}",שנה,2
60-69,"{'amount': 33, 'percentage': 7.9}","{'amount': 45, 'percentage': 10.8}",חודש אחרון,5
70-79,"{'amount': 259, 'percentage': 9.9}","{'amount': 368, 'percentage': 14}",שנה,2
70-79,"{'amount': 139, 'percentage': 9.9}","{'amount': 204, 'percentage': 14.6}",6 חודשים,3
70-79,"{'amount': 55, 'percentage': 9.5}","{'amount': 77, 'percentage': 13.3}",3 חודשים,4
70-79,"{'amount': 37, 'percentage': 8.9}","{'amount': 65, 'percentage': 15.6}",חודש אחרון,5
70-79,"{'amount': 492, 'percentage': 9.5}","{'amount': 891, 'percentage': 17.3}",מתחילת קורונה,1
80-89,"{'amount': 41, 'percentage': 9.9}","{'amount': 43, 'percentage': 10.3}",חודש אחרון,5
80-89,"{'amount': 45, 'percentage': 7.8}","{'amount': 51, 'percentage': 8.8}",3 חודשים,4
80-89,"{'amount': 119, 'percentage': 8.5}","{'amount': 127, 'percentage': 9.1}",6 חודשים,3
80-89,"{'amount': 204, 'percentage': 7.8}","{'amount': 230, 'percentage': 8.8}",שנה,2
80-89,"{'amount': 395, 'percentage': 7.7}","{'amount': 531, 'percentage': 10.3}",מתחילת קורונה,1
90+,"{'amount': 47, 'percentage': 1.8}","{'amount': 44, 'percentage': 1.7}",שנה,2
90+,"{'amount': 30, 'percentage': 2.1}","{'amount': 26, 'percentage': 1.9}",6 חודשים,3
90+,"{'amount': 15, 'percentage': 2.6}","{'amount': 13, 'percentage': 2.3}",3 חודשים,4
90+,"{'amount': 12, 'percentage': 2.9}","{'amount': 13, 'percentage': 3.1}",חודש אחרון,5
90+,"{'amount': 105, 'percentage': 2}","{'amount': 110, 'percentage': 2.1}",מתחילת קורונה,1
