date,cases,recovered,tests,positiveRate,positiveRatePCR,positiveRateAntigen,severe,medium,mild,deaths,severe_new,medium_new,mild_new,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo
2021-12-24,1790,667,99064,1.81,1.81,,84,18,205,1,12,5,24,20,20,88,38,45,18
2021-12-25,806,460,37808,2.13,2.13,,88,20,209,0,12,7,18,26,22,93,38,46,18
2021-12-26,1806,905,94494,1.91,1.91,,92,21,236,2,13,5,34,34,20,91,39,48,18
2021-12-27,2974,775,126929,2.34,2.34,,81,22,258,3,6,5,41,26,24,84,37,45,18
2021-12-28,3246,1220,129591,2.5,2.5,,84,25,279,1,12,7,46,34,23,84,39,47,18
2021-12-29,4074,1221,136638,2.98,2.98,,87,23,302,2,12,7,44,36,22,89,37,44,18
2021-12-30,5082,1341,159364,3.19,3.19,,88,19,345,0,7,3,63,43,18,92,38,45,18
2021-12-31,5494,1163,139329,3.94,3.94,,95,25,369,1,10,7,50,55,21,93,37,44,17
2022-01-01,4231,1052,92512,4.57,4.57,,101,20,392,2,12,2,53,38,19,101,27,42,11
2022-01-02,6615,1889,136553,4.84,4.84,,109,21,439,5,20,10,68,71,17,114,35,46,16
2022-01-03,10952,1464,198238,5.52,5.52,,108,23,502,4,12,12,108,80,22,108,35,44,15
2022-01-04,12642,1854,190736,6.63,6.63,,114,28,582,2,19,16,131,97,22,117,38,47,15
2022-01-05,18524,2722,313368,5.91,7.78,2.15,128,33,640,3,30,14,127,,,,,,
2022-01-06,19021,3561,305161,6.23,7.89,2.61,132,34,703,2,25,13,146,,,,,,
2022-01-07,21987,3719,284162,7.74,8.79,4.94,147,38,742,3,36,17,158,162,40,143,42,56,14
2022-01-08,22855,3160,264721,8.63,10.43,5.95,161,47,831,5,33,20,171,229,47,172,49,63,15
2022-01-09,31117,6223,342831,9.08,11.63,6.58,192,79,963,7,49,45,260,263,75,203,52,67,14
2022-01-10,41406,5052,379570,10.91,13.45,7.81,214,83,1058,8,52,35,280,317,82,221,59,74,13
2022-01-11,46708,7037,397956,11.74,15.09,8.27,245,83,1108,6,70,49,246,368,77,253,55,82,9
2022-01-12,48587,11857,409127,11.88,15.01,8.67,238,103,1239,7,37,50,304,450,95,257,64,84,12
2022-01-13,49230,58249,403793,12.19,15.1,9.32,283,108,1310,9,88,44,335,491,102,289,72,89,13
2022-01-14,45822,20186,322068,14.23,15.58,11.42,318,130,1326,9,91,54,297,536,125,317,78,95,12
2022-01-15,44982,15930,316270,14.22,17.16,11.42,371,141,1401,13,96,54,337,638,142,386,92,115,11
2022-01-16,64697,39718,426535,15.17,19.47,12.15,432,152,1561,10,131,69,422,702,155,446,93,121,11
2022-01-17,71954,45414,447579,16.08,19.71,12.56,458,168,1588,15,119,70,444,702,155,446,93,121,11
2022-01-18,73708,48852,443480,16.62,20.74,13.01,516,164,1676,13,132,63,470,702,155,446,93,121,11
2022-01-19,74873,95367,409935,18.26,20.81,15.26,538,203,1650,17,129,102,387,851,194,541,105,150,14
2022-01-20,75013,28367,374271,20.04,21.14,18,588,199,1749,19,151,80,510,892,187,593,112,168,14
2022-01-21,65576,90313,313016,20.95,21.18,19.46,645,181,1704,27,174,66,457,944,176,638,124,180,16
2022-01-22,67873,72181,327110,20.75,23.06,18.4,715,216,1661,31,162,90,383,1012,216,732,146,208,16
2022-01-23,85121,74152,377983,22.52,25.95,19.76,792,261,1827,29,181,115,516,1012,216,732,146,208,16
2022-01-24,83616,39473,383991,21.78,24.35,18.96,809,275,1836,33,166,115,519,1078,266,817,165,228,18
2022-01-25,76245,34888,349357,21.82,23.61,19.7,860,306,1811,32,194,125,540,1087,298,871,184,244,19
2022-01-26,67815,32628,275617,24.6,25.54,22.22,908,324,1659,30,183,108,372,1083,313,915,198,259,20
2022-01-27,57622,66127,224324,25.69,24.36,25.71,952,314,1549,27,191,104,422,1126,301,952,212,282,18
2022-01-28,53031,49158,193222,27.45,26.23,27.54,948,298,1475,24,152,81,314,1168,288,941,227,298,18
2022-01-29,30176,96789,114624,26.33,27.11,25.5,1010,289,1196,15,169,54,120,1196,289,1010,231,301,19
2022-01-30,,,,,,,,,,,,,,1196,289,1010,231,301,19
