period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,1003938,248667,24.77
All,0-9,1638367,503979,30.76
1_Year,0-9,1499375,428638,28.59
6_Month,0-9,1382937,382747,27.68
3_Month,0-9,1098758,261571,23.81
All,10-19,1547350,567524,36.68
1_Year,10-19,1377840,450157,32.67
6_Month,10-19,1252871,406748,32.47
3_Month,10-19,988086,317312,32.11
1_Month,10-19,877136,304848,34.75
1_Month,20-29,598342,210431,35.17
All,20-29,1330652,411056,30.89
1_Year,20-29,1156353,310655,26.87
6_Month,20-29,1010711,276505,27.36
3_Month,20-29,743301,215616,29.01
1_Year,30-39,1077124,300719,27.92
1_Month,30-39,587441,204896,34.88
3_Month,30-39,720960,210979,29.26
6_Month,30-39,950540,273190,28.74
All,30-39,1223005,373007,30.5
3_Month,40-49,659331,191029,28.97
6_Month,40-49,846366,237845,28.1
1_Year,40-49,947711,259174,27.35
1_Month,40-49,539515,185897,34.46
All,40-49,1077592,323942,30.06
3_Month,50-59,475145,122517,25.79
6_Month,50-59,620075,148475,23.94
All,50-59,811062,213569,26.33
1_Year,50-59,700130,162594,23.22
1_Month,50-59,370324,119812,32.35
1_Month,60-69,289400,79413,27.44
All,60-69,647152,140377,21.69
1_Year,60-69,554125,105383,19.02
6_Month,60-69,490625,96692,19.71
3_Month,60-69,374168,81161,21.69
1_Month,70-79,166023,40033,24.11
6_Month,70-79,292386,49208,16.83
1_Year,70-79,335272,53903,16.08
All,70-79,395383,72114,18.24
3_Month,70-79,218215,40965,18.77
3_Month,80-89,85122,15545,18.26
1_Month,80-89,68430,15236,22.27
All,80-89,171328,31616,18.45
6_Month,80-89,114375,19616,17.15
1_Year,80-89,136244,22036,16.17
3_Month,90+,21988,4170,18.96
All,90+,45760,9221,20.15
1_Year,90+,34658,5953,17.18
6_Month,90+,28349,5244,18.5
1_Month,90+,18427,4100,22.25
