name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,99.17721557617188,447
שניידר,,,0
שמיר,,75.4208755493164,145
וולפסון,,75.5490493774414,182
זיו צפת,,80.97982788085938,133
הלל יפה,,,55
נהריה,,80.82191467285156,0
נהריה,,80.82191467285156,69
ברזילי,,,0
פוריה,,76.05633544921875,59
סוראסקי,,118.7019653320313,315
בני ציון,,81.75519561767578,94
רבין ק. בילינסון,,90.34564971923828,291
סורוקה,,75.44757080078125,362
מאיר,,87.01799774169922,276
קפלן,,86.04240417480469,45
"רמב""ם",,92.93032836914062,236
הכרמל,,80.98159790039062,166
רבין ק. השרון,,75.93360900878906,50
יוספטל,,69.23076629638672,12
הדסה עין כרם,,99.0740737915039,788
הדסה הר הצופים,,91.66666412353516,189
הסקוטי,,,0
סנט וינסנט,,,0
המשפחה הקדושה,,,0
סנט ג'וזף,,,0
שערי צדק,,100.8505477905273,59
אל מקאסד,,,0
לניאדו,,93.87186431884766,46
אוגוסטה ויקטוריה,,,0
מעייני הישועה,,,0
אסותא אשדוד,,,42
המרכזי בעמק,,76.54723358154297,250
