priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date,israeli_positive,foreigner_positive
month6,Taiwan,כתום,2,748,6,0.8,2022-10-23T00:00:00.000Z,1,5
month6,Papua,כתום,2,14,0,0,2022-10-23T00:00:00.000Z,0,0
month6,Benin ,כתום,2,51,0,0,2022-10-23T00:00:00.000Z,0,0
month6,Dominican Republic  ,כתום,2,18,0,0,2022-10-23T00:00:00.000Z,0,0
month6,Sao Tome And Principe  ,כתום,2,1,0,0,2022-10-23T00:00:00.000Z,0,0
month6,Iraq,כתום,2,67,0,0,2022-10-23T00:00:00.000Z,0,0
month6,Brazil,כתום,2,16620,76,0.46,2022-10-23T00:00:00.000Z,34,42
month6,Ghana ,כתום,2,1269,9,0.71,2022-10-23T00:00:00.000Z,9,0
month6,Guam ,כתום,2,24,0,0,2022-10-23T00:00:00.000Z,0,0
month6,Somalia,כתום,2,6,0,0,2022-10-23T00:00:00.000Z,0,0
month6,India ,כתום,2,18829,184,0.98,2022-10-23T00:00:00.000Z,148,36
month6,Togo ,כתום,2,188,1,0.53,2022-10-23T00:00:00.000Z,1,0
month6,Kyrgyzstan ,כתום,2,1396,77,5.52,2022-10-23T00:00:00.000Z,77,0
month6,Azerbaijan,כתום,2,16216,433,2.67,2022-10-23T00:00:00.000Z,433,0
month6,Argentina,כתום,2,9859,60,0.61,2022-10-23T00:00:00.000Z,49,11
month6,Suriname  ,כתום,2,12,0,0,2022-10-23T00:00:00.000Z,0,0
month6,Chad  ,כתום,2,78,1,1.28,2022-10-23T00:00:00.000Z,1,0
month6,Iran,כתום,2,2,0,0,2022-10-23T00:00:00.000Z,0,0
month6,Mauritania  ,כתום,2,2,0,0,2022-10-23T00:00:00.000Z,0,0
month6,Colombia ,כתום,2,3291,19,0.58,2022-10-23T00:00:00.000Z,15,4
month6,Chile  ,כתום,2,1127,8,0.71,2022-10-23T00:00:00.000Z,5,3
year,Cambodia  ,כתום,2,579,5,0.86,2022-10-23T00:00:00.000Z,4,1
year,Madagascar,כתום,2,138,2,1.45,2022-10-23T00:00:00.000Z,1,1
year,Puerto Rico ,כתום,2,525,3,0.57,2022-10-23T00:00:00.000Z,3,0
year,Guatemala  ,כתום,2,1026,10,0.97,2022-10-23T00:00:00.000Z,8,2
year,Paraguay ,כתום,2,410,2,0.49,2022-10-23T00:00:00.000Z,0,2
year,Republic Of Kosovo,כתום,2,269,12,4.46,2022-10-23T00:00:00.000Z,11,1
