period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,48551,23991,49.41
3_Month,0-9,160637,45519,28.34
6_Month,0-9,656292,305646,46.57
1_Year,0-9,1479273,650495,43.97
All,0-9,1708329,761952,44.6
1_Month,10-19,43366,18210,41.99
3_Month,10-19,163576,44269,27.06
6_Month,10-19,630411,284820,45.18
1_Year,10-19,1372552,654867,47.71
All,10-19,1626236,803287,49.4
1_Month,20-29,61309,26888,43.86
3_Month,20-29,234271,52788,22.53
6_Month,20-29,668283,220307,32.97
1_Year,20-29,1212403,474426,39.13
All,20-29,1465798,595996,40.66
1_Month,30-39,73419,33982,46.29
3_Month,30-39,240267,66436,27.65
6_Month,30-39,675281,269664,39.93
1_Year,30-39,1156817,516552,44.65
All,30-39,1365741,602868,44.14
1_Month,40-49,71342,32841,46.03
3_Month,40-49,227561,67055,29.47
6_Month,40-49,632229,256673,40.6
1_Year,40-49,1037612,471415,45.43
All,40-49,1213139,545932,45
1_Month,50-59,65707,31249,47.56
3_Month,50-59,205863,62822,30.52
6_Month,50-59,520016,194110,37.33
1_Year,50-59,808066,328551,40.66
All,50-59,948018,385139,40.63
1_Month,60-69,70709,34198,48.36
3_Month,60-69,199828,67495,33.78
6_Month,60-69,450923,160821,35.66
1_Year,60-69,670793,248841,37.1
All,60-69,780656,287294,36.8
1_Month,70-79,65328,29896,45.76
3_Month,70-79,155576,59268,38.1
6_Month,70-79,306467,112936,36.85
1_Year,70-79,434255,158211,36.43
All,70-79,503848,178881,35.5
1_Month,80-89,39521,13833,35
3_Month,80-89,69276,24738,35.71
6_Month,80-89,118676,45418,38.27
1_Year,80-89,169418,63403,37.42
All,80-89,213229,74357,34.87
1_Month,90+,12278,3472,28.28
3_Month,90+,18580,5875,31.62
6_Month,90+,28383,11011,38.79
1_Year,90+,40251,15716,39.04
All,90+,55308,19340,34.97
