coronaOccupancy,isolatedTeam,name,normalOccupancy
140,23,פוריה,56.05633926391602
120,92,לניאדו,82.17269897460938
117.30769230769229,36,שערי צדק,93.24324035644531
98.0392156862745,16,שמיר (אסף הרופא),59.25925827026367
95.28301886792453,58,הדסה עין כרם,98.7854232788086
93.33333333333333,52,"רמב""ם",91.3402099609375
93.33333333333333,42,המרכזי בעמק,79.31034851074219
91.66666666666666,11,הסקוטי,94.32624053955078
88.88888888888889,0,סנט ג'וזף,
80,10,בני ציון,81.98614501953125
77.77777777777779,6,מעייני הישועה,89.13738250732422
77.55102040816327,36,נהריה,79.11479949951172
76.92307692307693,10,זיו צפת,79.25071716308594
75,48,שיבא,93.417724609375
66.66666666666666,15,הלל יפה,81.16504669189453
62.96296296296296,7,אסותא אשדוד,
61.904761904761905,38,ברזילי,68.16666412353516
54.41176470588235,27,וולפסון,67.34992980957031
54,84,רבין ק. בילינסון,85.74850463867188
47.77777777777778,28,סוראסקי,100.5123825073242
46.34146341463415,8,השרון ק. גולדה,52.28215789794922
40,20,קפלן,106.6787033081055
38.88888888888889,12,הכרמל,61.96319198608398
33.33333333333333,32,סורוקה,70.8948745727539
32.92682926829268,73,מאיר,79.56298065185547
0,14,שניידר,98.3122329711914
