actualSick,city,patientDiffPopulationForTenThousands,sickCount,status,testLast7Days,verifiedLast7Days
3390,ירושלים,36,17072,"נדרשים הסברה, בדיקות ואכיפת בידוד",16563,1387
1040,בני ברק,52,9415,"נדרשים הסברה, בדיקות ואכיפת בידוד",4265,471
804,מודיעין עילית,104,3287,"נדרשים הסברה, בדיקות ואכיפת בידוד",4583,319
333,רהט,50,893,"נדרשים הסברה, בדיקות ואכיפת בידוד",1570,189
286,טירה,108,505,"נדרשים הסברה, בדיקות ואכיפת בידוד",1252,204
248,כפר קאסם,103,551,"נדרשים הסברה, בדיקות ואכיפת בידוד",680,149
174,עילוט,207,214,"נדרשים הסברה, בדיקות ואכיפת בידוד",253,42
72,כפר ברא,190,106,"נדרשים הסברה, בדיקות ואכיפת בידוד",150,52
51,דאלית אל-כרמל,30,68,"נדרשים הסברה, בדיקות ואכיפת בידוד",303,47
36,עוזייר,110,36,"נדרשים הסברה, בדיקות ואכיפת בידוד",185,34
29,תפרח,134,63,"נדרשים הסברה, בדיקות ואכיפת בידוד",94,29
22,עמנואל,52,87,"נדרשים הסברה, בדיקות ואכיפת בידוד",33,15
21,עספיא,17,46,"נדרשים הסברה, בדיקות ואכיפת בידוד",161,19
15,גבעת ברנר,64,21,"נדרשים הסברה, בדיקות ואכיפת בידוד",31,11-14
 קטן מ-15 ,כפר תבור,25,26,"נדרשים הסברה, בדיקות ואכיפת בידוד",76,6-10
 קטן מ-15 ,נאעורה,42,15,"נדרשים הסברה, בדיקות ואכיפת בידוד",37,6-10
 קטן מ-15 ,יקיר,47,18,"נדרשים הסברה, בדיקות ואכיפת בידוד",33,6-10
868,תל אביב - יפו,19,4642,נדרשת הגדלה של מספר הבדיקות,6056,262
645,אשדוד,29,3450,נדרשת הגדלה של מספר הבדיקות,4678,330
475,נתניה,22,1815,נדרשת הגדלה של מספר הבדיקות,3652,223
235,אום אל-פחם,42,615,נדרשת הגדלה של מספר הבדיקות,1016,134
198,נתיבות,51,684,נדרשת הגדלה של מספר הבדיקות,653,99
187,אלעד,39,1738,נדרשת הגדלה של מספר הבדיקות,821,91
172,סח'נין,53,281,נדרשת הגדלה של מספר הבדיקות,1101,113
161,אור יהודה,46,744,נדרשת הגדלה של מספר הבדיקות,822,90
153,קלנסווה,66,855,נדרשת הגדלה של מספר הבדיקות,493,54
138,ג'דיידה-מכר,66,174,נדרשת הגדלה של מספר הבדיקות,625,84
104,מעלה עירון,69,170,נדרשת הגדלה של מספר הבדיקות,333,47
92,עין מאהל,68,267,נדרשת הגדלה של מספר הבדיקות,132,26
84,בית ג'ן,71,125,נדרשת הגדלה של מספר הבדיקות,512,64
73,עין נקובא,209,115,נדרשת הגדלה של מספר הבדיקות,301,28
67,חריש,47,141,נדרשת הגדלה של מספר הבדיקות,289,46
53,בית שאן,27,223,נדרשת הגדלה של מספר הבדיקות,216,28
32,כוכב יעקב,36,165,נדרשת הגדלה של מספר הבדיקות,112,19
30,בענה,36,81,נדרשת הגדלה של מספר הבדיקות,238,22
26,דייר חנא,24,61,נדרשת הגדלה של מספר הבדיקות,133,17
24,קרני שומרון,29,69,נדרשת הגדלה של מספר הבדיקות,111,11-14
21,"כפר חב""ד",31,162,נדרשת הגדלה של מספר הבדיקות,124,15
18,שייח' דנון,62,20,נדרשת הגדלה של מספר הבדיקות,93,11-14
 קטן מ-15 ,ראמה,17,40,נדרשת הגדלה של מספר הבדיקות,116,6-10
 קטן מ-15 ,גבע בנימין,22,62,נדרשת הגדלה של מספר הבדיקות,53,6-10
434,פתח תקווה,18,2460,"נדרשת הידברות, הסברה ואכיפה",4151,166
393,באר שבע,20,1682,"נדרשת הידברות, הסברה ואכיפה",3266,152
332,חולון,18,1769,"נדרשת הידברות, הסברה ואכיפה",2457,137
332,חיפה,12,1536,"נדרשת הידברות, הסברה ואכיפה",4229,157
290,בית שמש,23,2677,"נדרשת הידברות, הסברה ואכיפה",1377,103
281,ראשון לציון,12,1644,"נדרשת הידברות, הסברה ואכיפה",3985,124
258,נצרת,33,581,"נדרשת הידברות, הסברה ואכיפה",710,50
258,אשקלון,18,1283,"נדרשת הידברות, הסברה ואכיפה",2464,55
256,רמלה,34,1159,"נדרשת הידברות, הסברה ואכיפה",1403,133
244,רחובות,18,1263,"נדרשת הידברות, הסברה ואכיפה",1869,111
219,רמת גן,15,1195,"נדרשת הידברות, הסברה ואכיפה",2758,78
210,בת ים,16,1337,"נדרשת הידברות, הסברה ואכיפה",1826,84
205,ירכא,132,398,"נדרשת הידברות, הסברה ואכיפה",1274,63
204,לוד,27,1295,"נדרשת הידברות, הסברה ואכיפה",1102,89
198,טייבה,45,837,"נדרשת הידברות, הסברה ואכיפה",995,82
183,חדרה,19,657,"נדרשת הידברות, הסברה ואכיפה",1786,69
169,ראש העין,28,640,"נדרשת הידברות, הסברה ואכיפה",1056,65
165,קרית גת,29,839,"נדרשת הידברות, הסברה ואכיפה",1008,61
163,טבריה,36,781,"נדרשת הידברות, הסברה ואכיפה",853,61
146,רעננה,19,687,"נדרשת הידברות, הסברה ואכיפה",1559,54
139,מודיעין-מכבים-רעות,16,699,"נדרשת הידברות, הסברה ואכיפה",1163,58
132,ביתר עילית,21,2203,"נדרשת הידברות, הסברה ואכיפה",631,41
