CountBreath,CountDeath,CountEasyStatus,CountHardStatus,CountMediumStatus,Counthospitalized,Counthospitalized_without_release,StandardOccupancy,date,new_hospitalized,num_visits,patients_home,patients_hotel,total_beds
0,0,11,0,0,11,11,0.008744038155802861,2020-03-02T00:00:00.000Z,1,5632,-178,0,1258
0,0,10,0,0,10,10,0.00794912559618442,2020-03-03T00:00:00.000Z,0,7857,-175,0,1258
0,0,12,0,0,12,11,0.009538950715421303,2020-03-04T00:00:00.000Z,0,7012,-177,0,1258
0,0,12,1,0,13,13,0.01033386327503975,2020-03-05T00:00:00.000Z,1,7012,-177,0,1258
1,0,14,2,0,16,16,0.01271860095389507,2020-03-06T00:00:00.000Z,1,5177,-176,0,1258
2,0,17,3,0,20,20,0.01589825119236884,2020-03-07T00:00:00.000Z,1,4861,-176,0,1258
4,0,21,5,0,26,26,0.02066772655007949,2020-03-08T00:00:00.000Z,2,7330,-173,0,1258
5,0,33,6,0,39,39,0.03100158982511924,2020-03-09T00:00:00.000Z,7,6205,-182,0,1258
5,0,53,6,0,59,59,0.04689984101748808,2020-03-10T00:00:00.000Z,2,6021,-169,0,1258
6,0,73,7,1,81,81,0.0643879173290938,2020-03-11T00:00:00.000Z,10,5981,-171,0,1258
6,0,95,7,1,103,101,0.08187599364069953,2020-03-12T00:00:00.000Z,6,5983,-170,0,1258
6,0,112,7,4,123,122,0.09777424483306836,2020-03-13T00:00:00.000Z,10,4121,-156,0,1258
4,0,152,6,4,162,161,0.1287758346581876,2020-03-14T00:00:00.000Z,20,3692,-166,0,1258
6,0,187,9,6,202,200,0.1605723370429253,2020-03-15T00:00:00.000Z,37,5490,-167,0,1258
7,0,205,11,5,221,215,0.1756756756756757,2020-03-16T00:00:00.000Z,27,4759,-109,0,1258
7,0,238,12,6,256,256,0.2034976152623212,2020-03-17T00:00:00.000Z,46,4338,-61,0,1258
7,0,279,16,11,306,269,0.2432432432432433,2020-03-18T00:00:00.000Z,54,3920,39,0,1258
12,0,263,21,11,295,264,0.2344992050874404,2020-03-19T00:00:00.000Z,31,4053,169,0,1258
12,1,252,23,14,289,251,0.2297297297297297,2020-03-20T00:00:00.000Z,30,3207,346,0,1258
15,0,229,27,21,277,274,0.2201907790143084,2020-03-21T00:00:00.000Z,35,2905,529,0,1258
22,0,255,37,32,324,305,0.2575516693163752,2020-03-22T00:00:00.000Z,54,4523,745,0,1258
24,0,274,42,36,352,323,0.2798092209856916,2020-03-23T00:00:00.000Z,58,4053,1065,0,1258
26,3,302,45,48,395,343,0.3139904610492846,2020-03-24T00:00:00.000Z,82,3963,1458,0,1258
28,1,311,49,53,413,397,0.3282988871224166,2020-03-25T00:00:00.000Z,81,3666,1816,0,1258
31,5,345,54,65,464,413,0.3688394276629571,2020-03-26T00:00:00.000Z,83,3925,2298,0,1258
37,2,381,65,69,515,468,0.4093799682034976,2020-03-27T00:00:00.000Z,110,3267,2666,0,1258
41,1,362,69,82,513,485,0.4077901430842608,2020-03-28T00:00:00.000Z,53,2834,3105,0,1258
50,3,377,79,88,544,516,0.4324324324324325,2020-03-29T00:00:00.000Z,70,4289,3569,0,1258
55,1,425,88,106,619,570,0.4920508744038156,2020-03-30T00:00:00.000Z,121,3886,4029,0,1258
64,4,458,97,113,668,628,0.5310015898251192,2020-03-31T00:00:00.000Z,111,4005,4644,0,1258
72,8,515,111,143,769,728,0.6112877583465819,2020-04-01T00:00:00.000Z,147,4088,4492,689,1258
79,10,555,113,145,813,727,0.6462639109697933,2020-04-02T00:00:00.000Z,115,4284,5078,720,1258
93,5,515,130,159,804,719,0.6391096979332274,2020-04-03T00:00:00.000Z,97,3494,5588,717,1258
107,7,481,139,171,791,752,0.6287758346581876,2020-04-04T00:00:00.000Z,73,3155,5917,718,1258
