age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,19993,692,1505185,1.3,0
20-29,125068,7983,1277634,9.8,0.6
30-39,174011,16050,1186386,14.7,1.4
40-49,285244,23182,1080768,26.4,2.1
50-59,397366,26844,832687,47.7,3.2
60-69,499839,101338,735380,68,13.8
70-79,396031,94347,462148,85.7,20.4
80-89,175586,32509,222547,78.9,14.6
90+,41282,5990,50589,81.6,11.8
