period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,40962,18676,45.59
3_Month,0-9,146597,45560,31.08
6_Month,0-9,509189,210819,41.4
1_Year,0-9,1470358,648164,44.08
All,0-9,1709077,763357,44.66
1_Month,10-19,36848,13349,36.23
3_Month,10-19,148159,44310,29.91
6_Month,10-19,506421,197459,38.99
1_Year,10-19,1360241,652989,48.01
All,10-19,1626759,804399,49.45
1_Month,20-29,53373,21689,40.64
3_Month,20-29,205022,54118,26.4
6_Month,20-29,587649,168282,28.64
1_Year,20-29,1202786,474380,39.44
All,20-29,1466879,598073,40.77
1_Month,30-39,63330,26971,42.59
3_Month,30-39,220079,67641,30.73
6_Month,30-39,589688,208541,35.36
1_Year,30-39,1149091,516697,44.97
All,30-39,1366743,605314,44.29
1_Month,40-49,61036,26108,42.77
3_Month,40-49,210004,68402,32.57
6_Month,40-49,556623,201649,36.23
1_Year,40-49,1030735,471895,45.78
All,40-49,1214146,548539,45.18
1_Month,50-59,56697,24973,44.05
3_Month,50-59,190346,64182,33.72
6_Month,50-59,470819,159198,33.81
1_Year,50-59,803123,329843,41.07
All,50-59,949071,387951,40.88
1_Month,60-69,61773,27654,44.77
3_Month,60-69,186917,69170,37.01
6_Month,60-69,416933,140367,33.67
1_Year,60-69,667312,250843,37.59
All,60-69,781991,290654,37.17
1_Month,70-79,58337,24792,42.5
3_Month,70-79,149260,61181,40.99
6_Month,70-79,290212,104958,36.17
1_Year,70-79,432954,160803,37.14
All,70-79,505501,182292,36.06
1_Month,80-89,36713,11882,32.36
3_Month,80-89,68860,25854,37.55
6_Month,80-89,113504,42422,37.37
1_Year,80-89,169003,64602,38.23
All,80-89,214272,75978,35.46
1_Month,90+,11552,3126,27.06
3_Month,90+,18673,6231,33.37
6_Month,90+,27295,10225,37.46
1_Year,90+,40188,16040,39.91
All,90+,55604,19776,35.57
