section,male,female,period,order_period
0-9,"{'amount': 8, 'percentage': 0.2}","{'amount': 7, 'percentage': 0.2}",שנה,2
0-9,"{'amount': 12, 'percentage': 0.3}","{'amount': 9, 'percentage': 0.2}",מתחילת קורונה,1
0-9,"{'amount': 3, 'percentage': 0.6}","{'amount': 1, 'percentage': 0.2}",חודש אחרון,5
0-9,"{'amount': 5, 'percentage': 0.6}","{'amount': 1, 'percentage': 0.1}",3 חודשים,4
0-9,"{'amount': 5, 'percentage': 0.5}","{'amount': 2, 'percentage': 0.2}",6 חודשים,3
10-19,"{'amount': 6, 'percentage': 0.6}","{'amount': 4, 'percentage': 0.4}",6 חודשים,3
10-19,"{'amount': 4, 'percentage': 0.8}","{'amount': 3, 'percentage': 0.6}",חודש אחרון,5
10-19,"{'amount': 17, 'percentage': 0.4}","{'amount': 12, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 6, 'percentage': 0.7}","{'amount': 3, 'percentage': 0.3}",3 חודשים,4
10-19,"{'amount': 14, 'percentage': 0.4}","{'amount': 9, 'percentage': 0.3}",שנה,2
20-29,"{'amount': 10, 'percentage': 1.1}","{'amount': 9, 'percentage': 1}",3 חודשים,4
20-29,"{'amount': 8, 'percentage': 1.5}","{'amount': 6, 'percentage': 1.2}",חודש אחרון,5
20-29,"{'amount': 38, 'percentage': 1.1}","{'amount': 33, 'percentage': 0.9}",שנה,2
20-29,"{'amount': 40, 'percentage': 0.9}","{'amount': 46, 'percentage': 1}",מתחילת קורונה,1
20-29,"{'amount': 13, 'percentage': 1.2}","{'amount': 10, 'percentage': 0.9}",6 חודשים,3
30-39,"{'amount': 75, 'percentage': 1.6}","{'amount': 85, 'percentage': 1.9}",מתחילת קורונה,1
30-39,"{'amount': 53, 'percentage': 1.5}","{'amount': 69, 'percentage': 2}",שנה,2
30-39,"{'amount': 11, 'percentage': 2.1}","{'amount': 14, 'percentage': 2.7}",חודש אחרון,5
30-39,"{'amount': 17, 'percentage': 1.9}","{'amount': 19, 'percentage': 2.1}",3 חודשים,4
30-39,"{'amount': 19, 'percentage': 1.8}","{'amount': 26, 'percentage': 2.4}",6 חודשים,3
40-49,"{'amount': 72, 'percentage': 6.8}","{'amount': 32, 'percentage': 3}",6 חודשים,3
40-49,"{'amount': 53, 'percentage': 6}","{'amount': 30, 'percentage': 3.4}",3 חודשים,4
40-49,"{'amount': 42, 'percentage': 8.1}","{'amount': 23, 'percentage': 4.4}",חודש אחרון,5
40-49,"{'amount': 169, 'percentage': 4.8}","{'amount': 92, 'percentage': 2.6}",שנה,2
40-49,"{'amount': 209, 'percentage': 4.6}","{'amount': 114, 'percentage': 2.5}",מתחילת קורונה,1
50-59,"{'amount': 80, 'percentage': 9}","{'amount': 47, 'percentage': 5.3}",3 חודשים,4
50-59,"{'amount': 60, 'percentage': 11.5}","{'amount': 31, 'percentage': 6}",חודש אחרון,5
50-59,"{'amount': 347, 'percentage': 10}","{'amount': 160, 'percentage': 4.6}",שנה,2
50-59,"{'amount': 436, 'percentage': 9.5}","{'amount': 192, 'percentage': 4.2}",מתחילת קורונה,1
50-59,"{'amount': 114, 'percentage': 10.7}","{'amount': 63, 'percentage': 5.9}",6 חודשים,3
60-69,"{'amount': 135, 'percentage': 12.7}","{'amount': 117, 'percentage': 11}",6 חודשים,3
60-69,"{'amount': 118, 'percentage': 13.3}","{'amount': 96, 'percentage': 10.8}",3 חודשים,4
60-69,"{'amount': 70, 'percentage': 13.4}","{'amount': 60, 'percentage': 11.5}",חודש אחרון,5
60-69,"{'amount': 744, 'percentage': 16.2}","{'amount': 378, 'percentage': 8.2}",מתחילת קורונה,1
60-69,"{'amount': 550, 'percentage': 15.8}","{'amount': 305, 'percentage': 8.7}",שנה,2
70-79,"{'amount': 145, 'percentage': 13.7}","{'amount': 98, 'percentage': 9.2}",6 חודשים,3
70-79,"{'amount': 63, 'percentage': 12.1}","{'amount': 52, 'percentage': 10}",חודש אחרון,5
70-79,"{'amount': 806, 'percentage': 17.6}","{'amount': 430, 'percentage': 9.4}",מתחילת קורונה,1
70-79,"{'amount': 586, 'percentage': 16.8}","{'amount': 336, 'percentage': 9.6}",שנה,2
70-79,"{'amount': 133, 'percentage': 15}","{'amount': 84, 'percentage': 9.4}",3 חודשים,4
80-89,"{'amount': 468, 'percentage': 10.2}","{'amount': 337, 'percentage': 7.3}",מתחילת קורונה,1
80-89,"{'amount': 90, 'percentage': 8.5}","{'amount': 78, 'percentage': 7.3}",6 חודשים,3
80-89,"{'amount': 28, 'percentage': 5.4}","{'amount': 30, 'percentage': 5.8}",חודש אחרון,5
80-89,"{'amount': 77, 'percentage': 8.7}","{'amount': 72, 'percentage': 8.1}",3 חודשים,4
80-89,"{'amount': 331, 'percentage': 9.5}","{'amount': 253, 'percentage': 7.3}",שנה,2
90+,"{'amount': 94, 'percentage': 2}","{'amount': 88, 'percentage': 1.9}",מתחילת קורונה,1
90+,"{'amount': 15, 'percentage': 1.4}","{'amount': 18, 'percentage': 1.7}",6 חודשים,3
90+,"{'amount': 14, 'percentage': 1.6}","{'amount': 15, 'percentage': 1.7}",3 חודשים,4
90+,"{'amount': 5, 'percentage': 1}","{'amount': 7, 'percentage': 1.3}",חודש אחרון,5
90+,"{'amount': 62, 'percentage': 1.8}","{'amount': 64, 'percentage': 1.8}",שנה,2
