name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
ראש פינה,7.2,אדום,37.1,0.0916030534351,-0.4545454545455, קטן מ-15 ,כתום,2022-04-11T00:00:00.000Z,73.43,70.62,55.34,
מזכרת בתיה,8.4,אדום,85.5,0.1592279855247,-0.321052631579,87,אדום,2022-04-11T00:00:00.000Z,מעל 90%,86.11,66.07,57.6
אופקים,8.2,אדום,43.5,0.1907090464547,-0.4,162,אדום,2022-04-11T00:00:00.000Z,65.45,58.04,40.56,50.0
אליכין,6.9,אדום,43.3,0.1379310344827,-0.659090909091, קטן מ-15 ,כתום,2022-04-11T00:00:00.000Z,72.39,68.93,52.05,
יבנאל,7.4,אדום,36.8,0.25,-0.44827586206900005,17,כתום,2022-04-11T00:00:00.000Z,41.26,36.80,25.22,39.1
כפר תבור,8.9,אדום,122.7,0.2271062271062,0,55,אדום,2022-04-11T00:00:00.000Z,87.75,83.34,66.08,125.0
עתלית,8.4,אדום,70.0,0.1748251748251,-0.46456692913389996,69,אדום,2022-04-11T00:00:00.000Z,73.65,70.07,53.48,71.0
אשדוד,8,אדום,57.2,0.1664157498552,-0.2754759238522,1056,אדום,2022-04-11T00:00:00.000Z,70.93,64.17,47.35,46.7
קרית יערים,4.4,ירוק,3.2,0.015748031496,0, קטן מ-15 ,ירוק,2022-04-11T00:00:00.000Z,51.42,39.28,24.74,
כרמיאל,8.3,אדום,72.3,0.1929362150764,-0.28172043010759995,265,אדום,2022-04-11T00:00:00.000Z,80.08,76.06,60.47,57.4
רהט,2.9,ירוק,3.7,0.0361990950226,-0.30769230769239997,39,ירוק,2022-04-11T00:00:00.000Z,45.01,36.77,16.55,5.3
קיסריה,7.1,אדום,62.5,0.0844155844155,-0.36363636363639995,27,כתום,2022-04-11T00:00:00.000Z,מעל 90%,87.63,72.32,48.2
הוואשלה (שבט),2,אפור,0.0,0,0, 0 ,ירוק,2022-04-11T00:00:00.000Z,13.83,12.04,4.13,0.0
סייד (שבט),2,אפור,0.0,0,0, 0 ,ירוק,2022-04-11T00:00:00.000Z,16.70,13.23,3.47,0.0
הושעיה,7.2,אדום,43.1,0.1235955056179,-0.6774193548388, קטן מ-15 ,כתום,2022-04-11T00:00:00.000Z,מעל 90%,84.39,63.57,
קדומים,7.3,אדום,24.0,0.1627906976744,-0.6857142857142999,23,כתום,2022-04-11T00:00:00.000Z,73.79,68.42,50.05,50.2
אלקנה,9.1,אדום,118.7,0.2170212765957,-0.38157894736849995,59,אדום,2022-04-11T00:00:00.000Z,81.26,76.53,60.75,149.0
תקוע,7.4,אדום,40.6,0.1623931623931,-0.4137931034483, קטן מ-15 ,כתום,2022-04-11T00:00:00.000Z,62.42,56.28,36.89,
כוכב השחר,7.8,אדום,38.5,0.3448275862068,-0.2857142857143, קטן מ-15 ,אדום,2022-04-11T00:00:00.000Z,62.33,54.37,37.41,
אריאל,8.7,אדום,67.4,0.216691068814,-0.22471910112360005,122,אדום,2022-04-11T00:00:00.000Z,71.30,68.09,53.55,59.5
