gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,חודש אחרון,20362,6.9,0,0,2,0.7,15,1.8
זכר,0-9,3 חודשים,259400,10.8,2,0.1,16,1.3,52,0.9
זכר,0-9,שנה,347767,11.1,5,0.1,22,0.9,82,0.7
זכר,0-9,6 חודשים,281082,10.5,4,0.2,18,1.2,59,0.9
זכר,0-9,מתחילת קורונה,416204,10.5,7,0.1,30,0.5,112,0.4
נקבה,0-9,מתחילת קורונה,331528,8.4,5,0,15,0.3,70,0.2
נקבה,0-9,שנה,274147,8.7,2,0,9,0.4,54,0.5
נקבה,0-9,חודש אחרון,16019,5.5,0,0,2,0.7,2,0.2
נקבה,0-9,3 חודשים,191610,8,2,0.1,8,0.7,32,0.5
נקבה,0-9,6 חודשים,214113,8,2,0.1,8,0.5,39,0.6
זכר,10-19,6 חודשים,272292,10.2,4,0.2,10,0.7,27,0.4
זכר,10-19,מתחילת קורונה,418361,10.5,7,0.1,23,0.4,77,0.3
זכר,10-19,חודש אחרון,18021,6.1,0,0,0,0,0,0
זכר,10-19,3 חודשים,243492,10.1,4,0.2,9,0.7,22,0.4
זכר,10-19,שנה,321842,10.3,5,0.1,14,0.6,42,0.4
נקבה,10-19,3 חודשים,226414,9.4,2,0.1,9,0.7,13,0.2
נקבה,10-19,חודש אחרון,17978,6.1,0,0,1,0.3,3,0.4
נקבה,10-19,6 חודשים,262524,9.8,2,0.1,10,0.7,18,0.3
נקבה,10-19,שנה,312426,10,4,0.1,15,0.6,35,0.3
נקבה,10-19,מתחילת קורונה,396283,10,7,0.1,23,0.4,77,0.3
זכר,20-29,מתחילת קורונה,243083,6.1,24,0.2,53,0.9,238,0.8
זכר,20-29,3 חודשים,125616,5.2,2,0.1,10,0.8,32,0.5
זכר,20-29,שנה,172025,5.5,6,0.1,24,1,90,0.8
זכר,20-29,חודש אחרון,17252,5.9,1,0.5,4,1.3,1,0.1
זכר,20-29,6 חודשים,143262,5.4,3,0.1,16,1.1,43,0.6
נקבה,20-29,מתחילת קורונה,339947,8.6,22,0.2,58,1,271,1
נקבה,20-29,חודש אחרון,24673,8.4,0,0,1,0.3,2,0.2
נקבה,20-29,3 חודשים,195246,8.1,5,0.2,10,0.8,18,0.3
נקבה,20-29,6 חודשים,220423,8.3,7,0.3,14,0.9,40,0.6
נקבה,20-29,שנה,256840,8.2,9,0.2,21,0.9,99,0.8
זכר,30-39,מתחילת קורונה,234735,5.9,52,0.5,102,1.7,627,2.2
זכר,30-39,3 חודשים,139660,5.8,8,0.3,23,1.9,55,0.9
זכר,30-39,שנה,181916,5.8,24,0.6,47,1.9,217,1.8
זכר,30-39,חודש אחרון,20037,6.8,3,1.5,12,4,12,1.5
זכר,30-39,6 חודשים,154102,5.8,13,0.5,33,2.2,78,1.1
נקבה,30-39,חודש אחרון,26580,9.1,0,0,4,1.3,9,1.1
נקבה,30-39,3 חודשים,215690,9,4,0.2,10,0.8,53,0.9
נקבה,30-39,שנה,275556,8.8,15,0.3,39,1.6,230,1.9
נקבה,30-39,6 חודשים,236898,8.9,5,0.2,19,1.3,81,1.2
נקבה,30-39,מתחילת קורונה,337452,8.5,36,0.3,101,1.7,584,2.1
זכר,40-49,מתחילת קורונה,209992,5.3,118,1.1,262,4.4,1399,4.9
זכר,40-49,3 חודשים,130098,5.4,14,0.6,42,3.4,118,2
זכר,40-49,שנה,165833,5.3,54,1.3,118,4.9,473,4
זכר,40-49,חודש אחרון,18198,6.2,1,0.5,8,2.7,10,1.2
זכר,40-49,6 חודשים,143328,5.4,26,1,68,4.5,161,2.3
נקבה,40-49,חודש אחרון,26000,8.9,1,0.5,7,2.3,5,0.6
נקבה,40-49,3 חודשים,195660,8.1,9,0.4,17,1.4,72,1.2
נקבה,40-49,6 חודשים,214984,8.1,14,0.5,30,2,111,1.6
נקבה,40-49,שנה,243413,7.8,21,0.5,53,2.2,334,2.8
נקבה,40-49,מתחילת קורונה,297137,7.5,75,0.7,137,2.3,955,3.4
זכר,50-59,3 חודשים,86845,3.6,53,2.3,88,7.2,267,4.4
זכר,50-59,6 חודשים,95121,3.6,76,2.9,128,8.5,339,4.9
זכר,50-59,חודש אחרון,13591,4.6,6,2.9,22,7.4,26,3.2
זכר,50-59,שנה,107770,3.4,143,3.3,211,8.7,710,6
זכר,50-59,מתחילת קורונה,140554,3.5,377,3.6,540,9.1,2213,7.8
נקבה,50-59,3 חודשים,130479,5.4,33,1.4,47,3.9,172,2.9
נקבה,50-59,חודש אחרון,20995,7.2,5,2.5,8,2.7,17,2.1
נקבה,50-59,6 חודשים,141425,5.3,44,1.7,67,4.4,235,3.4
נקבה,50-59,שנה,157323,5,81,1.9,118,4.9,530,4.4
נקבה,50-59,מתחילת קורונה,195879,4.9,197,1.9,250,4.2,1552,5.5
זכר,60-69,מתחילת קורונה,97164,2.4,987,9.3,916,15.4,3241,11.4
זכר,60-69,3 חודשים,60812,2.5,158,6.9,142,11.7,528,8.8
זכר,60-69,שנה,74764,2.4,356,8.3,301,12.4,1164,9.8
זכר,60-69,חודש אחרון,11240,3.8,19,9.3,44,14.8,69,8.4
זכר,60-69,6 חודשים,66639,2.5,202,7.7,183,12.1,628,9.1
נקבה,60-69,3 חודשים,86774,3.6,92,4,87,7.1,381,6.3
נקבה,60-69,6 חודשים,93934,3.5,125,4.8,119,7.9,462,6.7
נקבה,60-69,חודש אחרון,16710,5.7,10,4.9,29,9.7,44,5.4
נקבה,60-69,שנה,103642,3.3,253,5.9,225,9.3,879,7.4
נקבה,60-69,מתחילת קורונה,127289,3.2,544,5.1,501,8.4,2180,7.7
זכר,70-79,3 חודשים,35238,1.5,311,13.5,195,16,847,14.1
זכר,70-79,חודש אחרון,8059,2.7,36,17.6,45,15.1,127,15.5
זכר,70-79,6 חודשים,38621,1.4,348,13.3,218,14.4,932,13.5
זכר,70-79,שנה,43003,1.4,590,13.8,355,14.6,1507,12.6
זכר,70-79,מתחילת קורונה,54128,1.4,1610,15.2,999,16.8,3603,12.7
נקבה,70-79,חודש אחרון,10014,3.4,16,7.8,28,9.4,83,10.1
נקבה,70-79,3 חודשים,43894,1.8,213,9.3,123,10.1,636,10.6
נקבה,70-79,שנה,52707,1.7,429,10,244,10.1,1200,10.1
נקבה,70-79,6 חודשים,47472,1.8,258,9.9,158,10.4,726,10.5
נקבה,70-79,מתחילת קורונה,64629,1.6,1013,9.6,568,9.5,2729,9.6
זכר,80-89,מתחילת קורונה,20662,0.5,1867,17.6,630,10.6,2973,10.5
זכר,80-89,שנה,15665,0.5,768,17.9,264,10.9,1478,12.4
זכר,80-89,חודש אחרון,2804,1,40,19.6,42,14.1,137,16.7
זכר,80-89,3 חודשים,12706,0.5,452,19.7,165,13.5,912,15.1
זכר,80-89,6 חודשים,13675,0.5,480,18.4,178,11.8,985,14.3
נקבה,80-89,3 חודשים,17982,0.7,424,18.5,131,10.8,950,15.8
נקבה,80-89,חודש אחרון,3575,1.2,28,13.7,21,7,130,15.9
נקבה,80-89,6 חודשים,19265,0.7,460,17.6,145,9.6,1024,14.8
נקבה,80-89,שנה,21903,0.7,724,16.9,219,9,1526,12.8
נקבה,80-89,מתחילת קורונה,29098,0.7,1705,16.1,469,7.9,3091,10.9
זכר,90+,6 חודשים,2883,0.1,253,9.7,46,3,394,5.7
זכר,90+,מתחילת קורונה,4591,0.1,839,7.9,139,2.3,984,3.5
זכר,90+,חודש אחרון,462,0.2,21,10.3,9,3,59,7.2
זכר,90+,3 חודשים,2693,0.1,246,10.7,44,3.6,380,6.3
זכר,90+,שנה,3310,0.1,352,8.2,61,2.5,511,4.3
נקבה,90+,מתחילת קורונה,9097,0.2,1103,10.4,134,2.3,1469,5.2
נקבה,90+,שנה,6333,0.2,445,10.4,64,2.6,761,6.4
נקבה,90+,חודש אחרון,871,0.3,17,8.3,9,3,67,8.2
נקבה,90+,3 חודשים,5160,0.2,263,11.4,42,3.4,482,8
נקבה,90+,6 חודשים,5510,0.2,288,11,46,3,519,7.5
