age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,617194,410255,1538337,40.1,26.7
20-29,1022615,934034,1300361,78.6,71.8
30-39,993438,925536,1197026,83,77.3
40-49,946294,887819,1098556,86.1,80.8
50-59,760778,716726,849966,89.5,84.3
60-69,673120,643953,741639,90.8,86.8
70-79,468189,455091,490784,95.4,92.7
80-89,211744,205551,225538,93.9,91.1
90+,48008,46159,51496,93.2,89.6
