name,value
פראמדיקים,0
חובשי רפואת חירום,0
ריפוי בעיסוק,6
קלינאות תקשורת,10
פסיכולוגיה,13
מערך לוגיסטי,21
שירות סוציאלי,24
פיזיותרפיה,31
רוקחות,32
מעבדה,34
כוח עזר,69
סקטורים אחרים,206
מינהל ומשק,355
