city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
ירושלים,42423,3463,1455,22336,37
בני ברק,24917,2141,776,8433,107
תל אביב - יפו,10388,1199,285,10989,26
אשדוד,12330,1012,326,8783,45
מודיעין עילית,10643,886,353,5272,115
פתח תקווה,7637,807,219,7528,33
נתניה,6837,794,182,6673,37
באר שבע,5626,703,139,6546,36
חולון,5608,597,134,5027,32
בית שמש,7609,590,232,3124,47
ראשון לציון,5355,583,109,6243,24
אשקלון,4218,518,113,3836,37
חיפה,5329,507,140,7869,19
בת ים,3708,498,108,3388,38
חדרה,2973,482,148,3538,50
אלעד,5449,451,148,1381,95
רחובות,4545,439,127,4061,32
רמלה,3216,425,123,2600,56
ביתר עילית,5737,404,206,1643,66
רמת גן,2835,286,70,3707,19
ראש העין,1956,267,103,1718,45
לוד,2954,248,84,2490,33
עכו,1325,224,67,1638,44
נצרת,1858,222,64,940,28
כפר סבא,1586,196,49,2234,20
נתיבות,2739,195,59,1157,51
הרצליה,1754,190,47,3221,20
טבריה,1821,178,42,1123,40
אור יהודה,1829,176,43,1488,51
קרית אתא,1297,173,45,1744,30
טמרה,1151,172,71,834,50
קרית גת,2222,170,37,1837,30
עפולה,1276,169,23,1458,32
אופקים,1546,160,52,1190,50
יבנה,1621,151,48,1085,33
רעננה,1668,150,47,1739,20
שפרעם,1003,138,50,886,33
קרית מלאכי,1506,133,43,670,54
קרית ים,700,131,23,1345,33
נהריה,1240,129,29,1506,22
באר יעקב,954,127,21,605,49
מודיעין-מכבים-רעות,1834,121,31,1926,14
פרדס חנה-כרכור,943,119,35,1066,29
רכסים,1374,119,36,938,96
צפת,1109,116,36,559,32
בית שאן,688,116,54,1009,60
מג'ד אל-כרום,780,115,32,420,75
נוף הגליל,682,115,23,1191,26
גבעת זאב,1234,115,54,638,60
רהט,1586,113,39,789,17
אור עקיבא,629,106,32,554,54
באקה אל-גרביה,1311,103,40,557,35
קרית מוצקין,636,101,24,1171,23
שדרות,959,101,26,845,37
נס ציונה,984,95,27,1090,21
מעלה אדומים,1030,95,34,944,25
גדרה,688,94,23,1129,38
מגדל העמק,715,94,23,672,36
אום אל-פחם,2448,93,38,541,17
ערד,846,91,38,1049,34
יהוד,820,88,18,823,30
כרמיאל,819,85,22,1081,18
הוד השרון,952,83,19,1222,14
ירכא,1069,81,20,337,52
כפר יונה,522,77,  6-10  ,497,34
קרית ביאליק,723,77,41,1004,20
רמת השרון,788,75,23,1185,17
דימונה,834,75,  6-10  ,1434,21
קלנסווה,1495,75,37,613,32
גבעתיים,795,73, 11-14 ,1115,13
קרית אונו,631,71,18,837,19
קרית שמונה,544,70,  1-5  ,361,32
טירה,1601,70,23,530,26
ג'דיידה-מכר,719,68,17,489,33
דבוריה,478,67,  6-10  ,344,64
זכרון יעקב,478,66,29,481,30
טייבה,1782,63,18,790,14
ריינה,451,62,36,304,37
חצור הגלילית,372,61,15,221,62
אילת,895,61,15,963,11
גן יבנה,737,59,  6-10  ,476,26
מבשרת ציון,490,58,  6-10  ,687,25
פוריידיס,647,58,33,274,44
דייר אל-אסד,764,55, 11-14 ,208,44
כפר כנא,547,55,17,443,24
מגאר,353,54,16,295,24
חריש,430,54, 11-14 ,275,38
טירת כרמל,402,52,  6-10  ,398,23
מעלה עירון,719,52, 11-14 ,173,34
ערערה,799,52,29,401,26
קדימה-צורן,312,49, 11-14 ,347,23
כפר מנדא,671,49,  6-10  ,195,24
בענה,487,49, 11-14 ,143,58
גני תקווה,432,49,17,536,25
"כפר חב""ד",494,48,24,272,70
סח'נין,1337,47,19,536,14
כפר קרע,824,47,27,387,25
עראבה,516,46,16,378,17
אבו סנאן,546,46, 11-14 ,264,35
גבעת שמואל,650,45,  6-10  ,507,18
ירוחם,333,45, 11-14 ,460,43
מעלות-תרשיחא,340,44, 11-14 ,665,19
יקנעם עילית,346,44,17,348,19
אזור,413,42,17,569,35
שלומי,177,39, 11-14 ,196,59
בית ג'ן,513,37,16,310,31
דייר חנא,258,35, 11-14 ,211,33
ג'ולס,356,35,  6-10  ,155,56
מג'דל שמס,213,34,26,210,30
אכסאל,406,34,  6-10  ,229,23
בנימינה-גבעת עדה,210,33, 11-14 ,386,23
כסרא-סמיע,363,32,  1-5  ,134,37
ג'ת,608,32,15,306,26
נחף,340,32,18,241,24
שוהם,434,31, 11-14 ,413,15
אעבלין,295,31, 11-14 ,270,23
מזכרת בתיה,311,30,  6-10  ,437,20
כפר קאסם,1421,29,  6-10  ,488,12
כוכב יעקב,463,29, 11-14 ,176,32
יפיע,471,29, 11-14 ,229,15
שבלי - אום אל-גנם,228,29,  1-5  ,149,45
קרית עקרון,211,29,  1-5  ,286,27
ג'סר א-זרקא,439,28,  6-10  ,625,19
