section,female,male,period
0-9,"{'amount': 9, 'percentage': 0.4}","{'amount': 23, 'percentage': 0.9}",שנה
0-9,"{'amount': 9, 'percentage': 0.6}","{'amount': 16, 'percentage': 1.1}",6 חודשים
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 0.6}",3 חודשים
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 1.1}",חודש אחרון
0-9,"{'amount': 16, 'percentage': 0.3}","{'amount': 31, 'percentage': 0.5}",מתחילת קורונה
10-19,"{'amount': 15, 'percentage': 0.6}","{'amount': 15, 'percentage': 0.6}",שנה
10-19,"{'amount': 2, 'percentage': 0.6}","{'amount': 0, 'percentage': 0}",3 חודשים
10-19,"{'amount': 9, 'percentage': 0.6}","{'amount': 10, 'percentage': 0.7}",6 חודשים
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
10-19,"{'amount': 23, 'percentage': 0.4}","{'amount': 24, 'percentage': 0.4}",מתחילת קורונה
20-29,"{'amount': 21, 'percentage': 0.8}","{'amount': 23, 'percentage': 0.9}",שנה
20-29,"{'amount': 11, 'percentage': 0.7}","{'amount': 12, 'percentage': 0.8}",6 חודשים
20-29,"{'amount': 2, 'percentage': 0.6}","{'amount': 2, 'percentage': 0.6}",3 חודשים
20-29,"{'amount': 2, 'percentage': 1.1}","{'amount': 2, 'percentage': 1.1}",חודש אחרון
20-29,"{'amount': 58, 'percentage': 0.9}","{'amount': 56, 'percentage': 0.9}",מתחילת קורונה
30-39,"{'amount': 38, 'percentage': 1.5}","{'amount': 50, 'percentage': 2}",שנה
30-39,"{'amount': 17, 'percentage': 1.1}","{'amount': 28, 'percentage': 1.9}",6 חודשים
30-39,"{'amount': 8, 'percentage': 2.2}","{'amount': 8, 'percentage': 2.2}",3 חודשים
30-39,"{'amount': 4, 'percentage': 2.1}","{'amount': 3, 'percentage': 1.6}",חודש אחרון
30-39,"{'amount': 107, 'percentage': 1.7}","{'amount': 106, 'percentage': 1.7}",מתחילת קורונה
40-49,"{'amount': 18, 'percentage': 1.2}","{'amount': 47, 'percentage': 3.2}",6 חודשים
40-49,"{'amount': 6, 'percentage': 1.7}","{'amount': 10, 'percentage': 2.8}",3 חודשים
40-49,"{'amount': 52, 'percentage': 2.1}","{'amount': 104, 'percentage': 4.1}",שנה
40-49,"{'amount': 2, 'percentage': 1.1}","{'amount': 6, 'percentage': 3.2}",חודש אחרון
40-49,"{'amount': 140, 'percentage': 2.3}","{'amount': 266, 'percentage': 4.3}",מתחילת קורונה
50-59,"{'amount': 108, 'percentage': 4.3}","{'amount': 190, 'percentage': 7.5}",שנה
50-59,"{'amount': 7, 'percentage': 1.9}","{'amount': 21, 'percentage': 5.8}",3 חודשים
50-59,"{'amount': 53, 'percentage': 3.6}","{'amount': 100, 'percentage': 6.7}",6 חודשים
50-59,"{'amount': 3, 'percentage': 1.6}","{'amount': 5, 'percentage': 2.7}",חודש אחרון
50-59,"{'amount': 257, 'percentage': 4.1}","{'amount': 551, 'percentage': 8.9}",מתחילת קורונה
60-69,"{'amount': 218, 'percentage': 8.6}","{'amount': 319, 'percentage': 12.6}",שנה
60-69,"{'amount': 102, 'percentage': 6.9}","{'amount': 178, 'percentage': 12}",6 חודשים
60-69,"{'amount': 27, 'percentage': 7.4}","{'amount': 49, 'percentage': 13.5}",3 חודשים
60-69,"{'amount': 12, 'percentage': 6.4}","{'amount': 28, 'percentage': 15}",חודש אחרון
60-69,"{'amount': 517, 'percentage': 8.3}","{'amount': 950, 'percentage': 15.3}",מתחילת קורונה
70-79,"{'amount': 265, 'percentage': 10.5}","{'amount': 406, 'percentage': 16.1}",שנה
70-79,"{'amount': 39, 'percentage': 10.7}","{'amount': 73, 'percentage': 20.1}",3 חודשים
70-79,"{'amount': 156, 'percentage': 10.5}","{'amount': 258, 'percentage': 17.4}",6 חודשים
70-79,"{'amount': 23, 'percentage': 12.3}","{'amount': 37, 'percentage': 19.8}",חודש אחרון
70-79,"{'amount': 602, 'percentage': 9.7}","{'amount': 1061, 'percentage': 17.1}",מתחילת קורונה
80-89,"{'amount': 235, 'percentage': 9.3}","{'amount': 284, 'percentage': 11.3}",שנה
80-89,"{'amount': 153, 'percentage': 10.3}","{'amount': 195, 'percentage': 13.1}",6 חודשים
80-89,"{'amount': 28, 'percentage': 7.7}","{'amount': 43, 'percentage': 11.8}",3 חודשים
80-89,"{'amount': 15, 'percentage': 8}","{'amount': 22, 'percentage': 11.8}",חודש אחרון
80-89,"{'amount': 491, 'percentage': 7.9}","{'amount': 662, 'percentage': 10.6}",מתחילת קורונה
90+,"{'amount': 76, 'percentage': 3}","{'amount': 73, 'percentage': 2.9}",שנה
90+,"{'amount': 20, 'percentage': 5.5}","{'amount': 16, 'percentage': 4.4}",3 חודשים
90+,"{'amount': 11, 'percentage': 5.9}","{'amount': 10, 'percentage': 5.3}",חודש אחרון
90+,"{'amount': 149, 'percentage': 2.4}","{'amount': 152, 'percentage': 2.4}",מתחילת קורונה
90+,"{'amount': 57, 'percentage': 3.8}","{'amount': 57, 'percentage': 3.8}",6 חודשים
