gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,שנה,365115,10.2,5,0.1,23,0.9,84,0.6,2141,5
זכר,0-9,6 חודשים,271277,9.8,2,0.1,16,1.1,55,0.7,1564,5.3
זכר,0-9,חודש אחרון,14145,4.9,0,0,2,1,3,0.2,236,3.7
זכר,0-9,מתחילת קורונה,434222,9.8,7,0.1,31,0.5,116,0.4,3036,3.7
זכר,0-9,3 חודשים,22710,5,0,0,2,0.5,9,0.4,337,3.7
נקבה,0-9,6 חודשים,209768,7.6,2,0.1,10,0.7,39,0.5,1268,4.3
נקבה,0-9,חודש אחרון,12539,4.3,0,0,1,0.5,6,0.4,188,3
נקבה,0-9,שנה,298096,8.3,2,0,10,0.4,59,0.4,1750,4.1
נקבה,0-9,3 חודשים,19388,4.3,0,0,1,0.3,8,0.4,263,2.9
נקבה,0-9,מתחילת קורונה,356703,8.1,5,0,17,0.3,78,0.3,2468,3
זכר,10-19,3 חודשים,20812,4.6,0,0,0,0,3,0.1,73,0.8
זכר,10-19,שנה,336908,9.4,5,0.1,15,0.6,44,0.3,567,1.3
זכר,10-19,6 חודשים,250650,9,4,0.1,10,0.7,25,0.3,358,1.2
זכר,10-19,מתחילת קורונה,434324,9.8,7,0.1,24,0.4,80,0.3,1021,1.2
זכר,10-19,חודש אחרון,13128,4.5,0,0,0,0,2,0.1,51,0.8
נקבה,10-19,שנה,337289,9.4,4,0.1,15,0.6,36,0.3,659,1.5
נקבה,10-19,6 חודשים,241046,8.7,3,0.1,9,0.6,16,0.2,401,1.4
נקבה,10-19,חודש אחרון,13725,4.7,0,0,0,0,3,0.2,74,1.2
נקבה,10-19,מתחילת קורונה,423463,9.6,8,0.1,23,0.4,80,0.3,1177,1.4
נקבה,10-19,3 חודשים,21624,4.8,1,0.2,2,0.5,5,0.2,105,1.1
זכר,20-29,6 חודשים,137865,5,2,0.1,13,0.9,38,0.5,401,1.4
זכר,20-29,חודש אחרון,13133,4.5,0,0,3,1.5,1,0.1,71,1.1
זכר,20-29,3 חודשים,19687,4.3,0,0,3,0.8,6,0.3,104,1.1
זכר,20-29,שנה,189906,5.3,5,0.1,24,0.9,92,0.7,664,1.6
זכר,20-29,מתחילת קורונה,260882,5.9,24,0.2,57,0.9,244,0.8,1600,1.9
נקבה,20-29,3 חודשים,27900,6.1,0,0,3,0.8,8,0.4,394,4.3
נקבה,20-29,6 חודשים,215307,7.8,5,0.2,12,0.8,26,0.3,1747,6
נקבה,20-29,שנה,286658,8,9,0.2,22,0.9,103,0.8,2738,6.4
נקבה,20-29,מתחילת קורונה,370754,8.4,22,0.2,59,0.9,278,0.9,5193,6.3
