period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,52233,26797,51.3
3_Month,0-9,196254,43032,21.93
6_Month,0-9,1091637,487223,44.63
1_Year,0-9,1488244,647284,43.49
All,0-9,1705840,755576,44.29
1_Month,10-19,52425,26775,51.07
3_Month,10-19,211900,42926,20.26
6_Month,10-19,971212,498731,51.35
1_Year,10-19,1385587,652792,47.11
All,10-19,1624749,798929,49.17
1_Month,20-29,66588,30728,46.15
3_Month,20-29,278668,48027,17.23
6_Month,20-29,872373,358776,41.13
1_Year,20-29,1221815,467424,38.26
All,20-29,1462530,587741,40.19
1_Month,30-39,79608,38727,48.65
3_Month,30-39,276182,62074,22.48
6_Month,30-39,872614,408029,46.76
1_Year,30-39,1164754,507992,43.61
All,30-39,1362520,592807,43.51
1_Month,40-49,80316,39225,48.84
3_Month,40-49,267625,62998,23.54
6_Month,40-49,801554,380347,47.45
1_Year,40-49,1044927,462857,44.3
All,40-49,1210012,535929,44.29
1_Month,50-59,73238,36598,49.97
3_Month,50-59,240657,58183,24.18
6_Month,50-59,628922,270649,43.03
1_Year,50-59,812612,318991,39.26
All,50-59,944737,374845,39.68
1_Month,60-69,77147,38572,50
3_Month,60-69,223449,61463,27.51
6_Month,60-69,528652,205606,38.89
1_Year,60-69,672807,237216,35.26
All,60-69,776698,274818,35.38
1_Month,70-79,69907,33722,48.24
3_Month,70-79,164790,52989,32.16
6_Month,70-79,343164,130245,37.95
1_Year,70-79,432960,147294,34.02
All,70-79,498893,167398,33.55
1_Month,80-89,39757,14064,35.37
3_Month,80-89,69149,21213,30.68
6_Month,80-89,130314,51105,39.22
1_Year,80-89,168081,58015,34.52
All,80-89,210294,68795,32.71
1_Month,90+,12348,3359,27.2
3_Month,90+,18248,5033,27.58
6_Month,90+,30621,12608,41.17
1_Year,90+,39895,14375,36.03
All,90+,54425,17962,33
