cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
'Qazir,קטן מ-15,אין מידע,16,54.11,10,אדום,2957
Abu Ghosh,קטן מ-15,אין מידע,75,95.40,9.37,אדום,7862
Abu Juwei'id,קטן מ-15,אין מידע,42,90.34,9.81,אדום,4649
Abu Sinan,18,12.68,142,99.26,9.9,אדום,14306
Afula,83,11.56,718,126.31,10,אדום,56844
Ahuzzat Baraq,קטן מ-15,אין מידע,42,175.15,10,אדום,2398
Akko,55,13.45,409,82.60,9.35,אדום,49517
Alfe Menashe,קטן מ-15,אין מידע,54,67.41,10,אדום,8011
Ar'ara,קטן מ-15,אין מידע,41,16.06,6.45,כתום,25525
Arad,20,10.87,184,67.72,10,אדום,27170
Ari'el,19,10.98,173,84.44,10,אדום,20488
Arrabe,קטן מ-15,אין מידע,47,17.89,8.38,אדום,26274
Ashdod,252,13.31,1893,83.64,10,אדום,226329
Ashqelon,357,18.33,1948,133.02,10,אדום,146442
Atlit,קטן מ-15,אין מידע,66,67.93,10,אדום,9716
Azor,23,16.91,136,102.81,10,אדום,13228
Baqa Al-Gharbiyye,קטן מ-15,אין מידע,77,25.29,9.72,אדום,30448
Basma,קטן מ-15,אין מידע,31,30.24,6.04,כתום,10252
Basmat Tab'un,קטן מ-15,אין מידע,30,37.50,6.79,כתום,8001
Bat Hefer,קטן מ-15,אין מידע,46,87.15,10,אדום,5278
Bat Yam,123,9.17,1342,105.03,10,אדום,127772
Be'er Sheva,378,14.32,2640,125.34,10,אדום,210624
Be'er Ya'aqov,51,27.72,184,63.85,10,אדום,28818
Beit Jann,קטן מ-15,אין מידע,22,18.08,9.69,אדום,12169
Bene Ayish,קטן מ-15,אין מידע,59,85.48,9.98,אדום,6902
Bene Beraq,74,13.50,548,26.34,9.45,אדום,208031
Bet Arye,קטן מ-15,אין מידע,25,46.80,10,אדום,5342
Bet Dagan,קטן מ-15,אין מידע,50,68.51,10,אדום,7298
Bet Hashmonay,קטן מ-15,אין מידע,16,73.09,9.9,אדום,2189
Bet She'an,31,10.20,304,160.17,10,אדום,18980
Bet Shemesh,41,14.54,282,21.33,9.72,אדום,132210
Bet Yizhaq-Sh. Hefer,קטן מ-15,אין מידע,25,116.60,9.96,אדום,2144
Betar Illit,קטן מ-15,אין מידע,27,4.40,7.96,אדום,61297
Bi'ne,קטן מ-15,אין מידע,23,27.31,7.08,כתום,8421
Binyamina-Giv'at Ada,17,16.50,103,64.49,10,אדום,15971
Bir El-Maksur,קטן מ-15,אין מידע,22,22.61,9.33,אדום,9729
Bu'eine-Nujeidat,קטן מ-15,אין מידע,18,17.98,7.6,אדום,10011
Daburiyya,קטן מ-15,אין מידע,37,34.64,8.54,אדום,10682
Daliyat Al-Karmel,קטן מ-15,אין מידע,41,22.95,9.19,אדום,17862
Deir Al-Asad,קטן מ-15,אין מידע,39,30.68,7.53,אדום,12710
Deir Hanna,קטן מ-15,אין מידע,61,58.32,8.93,אדום,10459
Dimona,54,13.33,405,115.87,9.8,אדום,34954
Efrat,קטן מ-15,אין מידע,37,32.40,9.59,אדום,11420
Eilabun,קטן מ-15,אין מידע,45,77.84,8.12,אדום,5781
El'ad,18,20.22,89,18.10,9.98,אדום,49179
Elat,93,21.48,433,82.47,10,אדום,52507
Elqana,קטן מ-15,אין מידע,32,80.83,10,אדום,3959
Elyakhin,קטן מ-15,אין מידע,42,121.18,10,אדום,3466
Even Yehuda,20,12.58,159,113.28,9.95,אדום,14036
Ez Efrayim,קטן מ-15,אין מידע,17,68.83,10,אדום,2470
Fureidis,קטן מ-15,אין מידע,31,23.07,7.77,אדום,13439
Gan Ner,קטן מ-15,אין מידע,28,103.70,8.68,אדום,2700
Gan Yavne,57,26.39,216,90.43,10,אדום,23887
Ganne Tiqwa,32,11.39,281,130.65,10,אדום,21508
Gedera,61,19.37,315,109.36,10,אדום,28805
Geva Binyamin,קטן מ-15,אין מידע,27,46.90,10,אדום,5757
Giv'at Avni,קטן מ-15,אין מידע,28,134.62,9.47,אדום,2080
Giv'at Brenner,קטן מ-15,אין מידע,25,93.81,10,אדום,2665
Giv'at Shemu'el,31,11.92,260,95.46,10,אדום,27236
Giv'at Ze'ev,קטן מ-15,אין מידע,52,27.08,9.67,אדום,19205
Giv'atayim,88,14.01,628,103.17,10,אדום,60872
Hadera,140,14.08,994,100.48,10,אדום,98928
Haifa,324,10.37,3125,109.66,10,אדום,284981
Har Adar,קטן מ-15,אין מידע,25,61.02,10,אדום,4097
Harish,50,29.76,168,85.68,10,אדום,19608
