period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,9953,2141,21.51
3_Month,0-9,80356,35565,44.26
6_Month,0-9,297448,85789,28.84
1_Year,0-9,1338331,567756,42.42
All,0-9,1711549,765924,44.75
1_Month,10-19,12520,2647,21.14
3_Month,10-19,79706,31167,39.1
6_Month,10-19,313471,81366,25.96
1_Year,10-19,1247864,595707,47.74
All,10-19,1628743,807038,49.55
1_Month,20-29,19405,2699,13.91
3_Month,20-29,107962,42603,39.46
6_Month,20-29,417095,99759,23.92
1_Year,20-29,1117490,433457,38.79
All,20-29,1470724,602068,40.94
1_Month,30-39,19709,3476,17.64
3_Month,30-39,122320,53269,43.55
6_Month,30-39,417428,121837,29.19
1_Year,30-39,1074059,477824,44.49
All,30-39,1370534,610184,44.52
1_Month,40-49,20321,3933,19.35
3_Month,40-49,119476,53168,44.5
6_Month,40-49,399631,120296,30.1
1_Year,40-49,971460,444208,45.73
All,40-49,1217534,553858,45.49
1_Month,50-59,20398,3935,19.29
3_Month,50-59,110312,50423,45.71
6_Month,50-59,355553,108129,30.41
1_Year,50-59,763130,317096,41.55
All,50-59,952768,393759,41.33
1_Month,60-69,23220,4704,20.26
3_Month,60-69,119281,55637,46.64
6_Month,60-69,331522,110225,33.25
1_Year,60-69,638499,247486,38.76
All,60-69,786203,298059,37.91
1_Month,70-79,23395,4866,20.8
3_Month,70-79,108529,50146,46.21
6_Month,70-79,245391,92238,37.59
1_Year,70-79,418189,162825,38.94
All,70-79,510535,190069,37.23
1_Month,80-89,16136,2060,12.77
3_Month,80-89,59027,22875,38.75
6_Month,80-89,100900,38345,38
1_Year,80-89,162761,65404,40.18
All,80-89,217341,79570,36.61
1_Month,90+,5481,515,9.4
3_Month,90+,17219,5824,33.82
6_Month,90+,25149,9280,36.9
1_Year,90+,38657,16236,42
All,90+,56549,20691,36.59
