section,female,male,period
0-9,"{'amount': 256303, 'percentage': 7.6}","{'amount': 318503, 'percentage': 9.4}",שנה
0-9,"{'amount': 36037, 'percentage': 4.4}","{'amount': 42818, 'percentage': 5.3}",6 חודשים
0-9,"{'amount': 15413, 'percentage': 4.1}","{'amount': 17614, 'percentage': 4.7}",3 חודשים
0-9,"{'amount': 1173, 'percentage': 3.9}","{'amount': 856, 'percentage': 2.8}",חודש אחרון
0-9,"{'amount': 363290, 'percentage': 7.9}","{'amount': 441785, 'percentage': 9.6}",מתחילת קורונה
10-19,"{'amount': 303741, 'percentage': 9}","{'amount': 302161, 'percentage': 9}",שנה
10-19,"{'amount': 37684, 'percentage': 4.6}","{'amount': 36367, 'percentage': 4.5}",6 חודשים
10-19,"{'amount': 14924, 'percentage': 3.9}","{'amount': 13878, 'percentage': 3.7}",3 חודשים
10-19,"{'amount': 1574, 'percentage': 5.2}","{'amount': 1041, 'percentage': 3.5}",חודש אחרון
10-19,"{'amount': 429976, 'percentage': 9.3}","{'amount': 439522, 'percentage': 9.5}",מתחילת קורונה
20-29,"{'amount': 266462, 'percentage': 7.9}","{'amount': 173112, 'percentage': 5.1}",שנה
20-29,"{'amount': 52386, 'percentage': 6.5}","{'amount': 37282, 'percentage': 4.6}",6 חודשים
20-29,"{'amount': 23356, 'percentage': 6.2}","{'amount': 16972, 'percentage': 4.5}",3 חודשים
20-29,"{'amount': 1651, 'percentage': 5.5}","{'amount': 946, 'percentage': 3.1}",חודש אחרון
20-29,"{'amount': 381372, 'percentage': 8.3}","{'amount': 268879, 'percentage': 5.8}",מתחילת קורונה
30-39,"{'amount': 293767, 'percentage': 8.7}","{'amount': 192514, 'percentage': 5.7}",שנה
30-39,"{'amount': 65309, 'percentage': 8.1}","{'amount': 47548, 'percentage': 5.9}",6 חודשים
30-39,"{'amount': 29158, 'percentage': 7.7}","{'amount': 21286, 'percentage': 5.6}",3 חודשים
30-39,"{'amount': 2094, 'percentage': 6.9}","{'amount': 1274, 'percentage': 4.2}",חודש אחרון
30-39,"{'amount': 388663, 'percentage': 8.4}","{'amount': 269158, 'percentage': 5.8}",מתחילת קורונה
40-49,"{'amount': 271157, 'percentage': 8}","{'amount': 180126, 'percentage': 5.3}",שנה
40-49,"{'amount': 66456, 'percentage': 8.2}","{'amount': 45555, 'percentage': 5.6}",6 חודשים
40-49,"{'amount': 29762, 'percentage': 7.9}","{'amount': 20423, 'percentage': 5.4}",3 חודשים
40-49,"{'amount': 2475, 'percentage': 8.2}","{'amount': 1351, 'percentage': 4.5}",חודש אחרון
40-49,"{'amount': 349844, 'percentage': 7.6}","{'amount': 243687, 'percentage': 5.3}",מתחילת קורונה
50-59,"{'amount': 193280, 'percentage': 5.7}","{'amount': 127305, 'percentage': 3.8}",שנה
50-59,"{'amount': 246003, 'percentage': 5.3}","{'amount': 171190, 'percentage': 3.7}",מתחילת קורונה
50-59,"{'amount': 62389, 'percentage': 7.7}","{'amount': 39518, 'percentage': 4.9}",6 חודשים
50-59,"{'amount': 29318, 'percentage': 7.7}","{'amount': 18557, 'percentage': 4.9}",3 חודשים
50-59,"{'amount': 2534, 'percentage': 8.4}","{'amount': 1339, 'percentage': 4.4}",חודש אחרון
60-69,"{'amount': 146857, 'percentage': 4.4}","{'amount': 103034, 'percentage': 3.1}",שנה
60-69,"{'amount': 62846, 'percentage': 7.7}","{'amount': 42794, 'percentage': 5.3}",6 חודשים
60-69,"{'amount': 31161, 'percentage': 8.2}","{'amount': 21680, 'percentage': 5.7}",3 חודשים
60-69,"{'amount': 2816, 'percentage': 9.3}","{'amount': 1746, 'percentage': 5.8}",חודש אחרון
60-69,"{'amount': 179187, 'percentage': 3.9}","{'amount': 132717, 'percentage': 2.9}",מתחילת קורונה
70-79,"{'amount': 107825, 'percentage': 2.3}","{'amount': 88340, 'percentage': 1.9}",מתחילת קורונה
70-79,"{'amount': 91198, 'percentage': 2.7}","{'amount': 73221, 'percentage': 2.2}",שנה
70-79,"{'amount': 50023, 'percentage': 6.2}","{'amount': 39355, 'percentage': 4.9}",6 חודשים
70-79,"{'amount': 26857, 'percentage': 7.1}","{'amount': 20879, 'percentage': 5.5}",3 חודשים
70-79,"{'amount': 2813, 'percentage': 9.3}","{'amount': 1949, 'percentage': 6.5}",חודש אחרון
80-89,"{'amount': 38418, 'percentage': 1.1}","{'amount': 27976, 'percentage': 0.8}",שנה
80-89,"{'amount': 21513, 'percentage': 2.7}","{'amount': 15926, 'percentage': 2}",6 חודשים
80-89,"{'amount': 12827, 'percentage': 3.4}","{'amount': 9046, 'percentage': 2.4}",3 חודשים
80-89,"{'amount': 1212, 'percentage': 4}","{'amount': 808, 'percentage': 2.7}",חודש אחרון
80-89,"{'amount': 47950, 'percentage': 1}","{'amount': 34805, 'percentage': 0.8}",מתחילת קורונה
90+,"{'amount': 10887, 'percentage': 0.3}","{'amount': 5761, 'percentage': 0.2}",שנה
90+,"{'amount': 5977, 'percentage': 0.7}","{'amount': 3155, 'percentage': 0.4}",6 חודשים
90+,"{'amount': 3737, 'percentage': 1}","{'amount': 1865, 'percentage': 0.5}",3 חודשים
90+,"{'amount': 330, 'percentage': 1.1}","{'amount': 177, 'percentage': 0.6}",חודש אחרון
90+,"{'amount': 14385, 'percentage': 0.3}","{'amount': 7434, 'percentage': 0.2}",מתחילת קורונה
