period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,7188,1144,15.92
3_Month,0-9,19777,3736,18.89
6_Month,0-9,112775,46187,40.95
1_Year,0-9,1239131,539056,43.5
All,0-9,1714211,767257,44.76
1_Month,10-19,11581,3038,26.23
3_Month,10-19,28925,6824,23.59
6_Month,10-19,121903,47277,38.78
1_Year,10-19,1162827,576852,49.61
All,10-19,1631074,809670,49.64
1_Month,20-29,17397,4271,24.55
3_Month,20-29,42490,8363,19.68
6_Month,20-29,160196,60910,38.02
1_Year,20-29,1026187,427387,41.65
All,20-29,1475776,606388,41.09
1_Month,30-39,17383,4511,25.95
3_Month,30-39,41564,9857,23.72
6_Month,30-39,173013,74798,43.23
1_Year,30-39,995550,470821,47.29
All,30-39,1374173,614997,44.75
1_Month,40-49,18801,5244,27.89
3_Month,40-49,43322,11230,25.92
6_Month,40-49,169848,76645,45.13
1_Year,40-49,908846,441476,48.58
All,40-49,1220979,559257,45.8
1_Month,50-59,19451,5370,27.61
3_Month,50-59,44062,11812,26.81
6_Month,50-59,157961,73980,46.83
1_Year,50-59,713995,319983,44.82
All,50-59,956594,400284,41.84
1_Month,60-69,21848,5892,26.97
3_Month,60-69,50606,14034,27.73
6_Month,60-69,169448,81503,48.1
1_Year,60-69,602123,254131,42.21
All,60-69,790701,306754,38.8
1_Month,70-79,23653,5821,24.61
3_Month,70-79,52329,14802,28.29
6_Month,70-79,153662,75218,48.95
1_Year,70-79,400781,171731,42.85
All,70-79,516499,199989,38.72
1_Month,80-89,19326,3030,15.68
3_Month,80-89,33884,6989,20.63
6_Month,80-89,77950,33446,42.91
1_Year,80-89,157439,69829,44.35
All,80-89,220897,84453,38.23
1_Month,90+,7048,880,12.49
3_Month,90+,11272,1830,16.23
6_Month,90+,21914,8352,38.11
1_Year,90+,37781,17365,45.96
All,90+,57931,21915,37.83
