section,male,female,period
0-9,"{'amount': 20819, 'percentage': 4.7}","{'amount': 18219, 'percentage': 4.1}",3 חודשים
0-9,"{'amount': 441551, 'percentage': 9.6}","{'amount': 362839, 'percentage': 7.9}",מתחילת קורונה
0-9,"{'amount': 48664, 'percentage': 5.4}","{'amount': 40890, 'percentage': 4.6}",6 חודשים
0-9,"{'amount': 937, 'percentage': 3}","{'amount': 1107, 'percentage': 3.6}",חודש אחרון
0-9,"{'amount': 330458, 'percentage': 9.6}","{'amount': 266717, 'percentage': 7.8}",שנה
10-19,"{'amount': 42135, 'percentage': 4.7}","{'amount': 44169, 'percentage': 4.9}",6 חודשים
10-19,"{'amount': 17436, 'percentage': 3.9}","{'amount': 18489, 'percentage': 4.2}",3 חודשים
10-19,"{'amount': 948, 'percentage': 3.1}","{'amount': 1302, 'percentage': 4.2}",חודש אחרון
10-19,"{'amount': 439215, 'percentage': 9.6}","{'amount': 429265, 'percentage': 9.3}",מתחילת קורונה
10-19,"{'amount': 309806, 'percentage': 9}","{'amount': 310861, 'percentage': 9.1}",שנה
20-29,"{'amount': 176478, 'percentage': 5.1}","{'amount': 270968, 'percentage': 7.9}",שנה
20-29,"{'amount': 19946, 'percentage': 4.5}","{'amount': 27459, 'percentage': 6.2}",3 חודשים
20-29,"{'amount': 268596, 'percentage': 5.8}","{'amount': 380850, 'percentage': 8.3}",מתחילת קורונה
20-29,"{'amount': 1209, 'percentage': 3.9}","{'amount': 1862, 'percentage': 6}",חודש אחרון
20-29,"{'amount': 43032, 'percentage': 4.8}","{'amount': 61663, 'percentage': 6.9}",6 חודשים
30-39,"{'amount': 24864, 'percentage': 5.6}","{'amount': 34234, 'percentage': 7.7}",3 חודשים
30-39,"{'amount': 268701, 'percentage': 5.8}","{'amount': 387965, 'percentage': 8.4}",מתחילת קורונה
30-39,"{'amount': 1409, 'percentage': 4.5}","{'amount': 2196, 'percentage': 7.1}",חודש אחרון
30-39,"{'amount': 195854, 'percentage': 5.7}","{'amount': 299033, 'percentage': 8.7}",שנה
30-39,"{'amount': 53541, 'percentage': 6}","{'amount': 73582, 'percentage': 8.2}",6 חודשים
40-49,"{'amount': 23951, 'percentage': 5.4}","{'amount': 35257, 'percentage': 7.9}",3 חודשים
40-49,"{'amount': 243251, 'percentage': 5.3}","{'amount': 348935, 'percentage': 7.6}",מתחילת קורונה
40-49,"{'amount': 1469, 'percentage': 4.7}","{'amount': 2434, 'percentage': 7.8}",חודש אחרון
40-49,"{'amount': 182459, 'percentage': 5.3}","{'amount': 273810, 'percentage': 8}",שנה
40-49,"{'amount': 50947, 'percentage': 5.7}","{'amount': 74279, 'percentage': 8.3}",6 חודשים
50-59,"{'amount': 21721, 'percentage': 4.9}","{'amount': 34306, 'percentage': 7.7}",3 חודשים
50-59,"{'amount': 1448, 'percentage': 4.7}","{'amount': 2474, 'percentage': 8}",חודש אחרון
50-59,"{'amount': 170732, 'percentage': 3.7}","{'amount': 245142, 'percentage': 5.3}",מתחילת קורונה
50-59,"{'amount': 43133, 'percentage': 4.8}","{'amount': 67993, 'percentage': 7.6}",6 חודשים
50-59,"{'amount': 128068, 'percentage': 3.7}","{'amount': 194044, 'percentage': 5.6}",שנה
60-69,"{'amount': 25065, 'percentage': 5.7}","{'amount': 36140, 'percentage': 8.1}",3 חודשים
60-69,"{'amount': 132131, 'percentage': 2.9}","{'amount': 178280, 'percentage': 3.9}",מתחילת קורונה
60-69,"{'amount': 1798, 'percentage': 5.8}","{'amount': 2891, 'percentage': 9.3}",חודש אחרון
60-69,"{'amount': 103118, 'percentage': 3}","{'amount': 146837, 'percentage': 4.3}",שנה
60-69,"{'amount': 45203, 'percentage': 5}","{'amount': 66574, 'percentage': 7.4}",6 חודשים
70-79,"{'amount': 24115, 'percentage': 5.4}","{'amount': 30753, 'percentage': 6.9}",3 חודשים
70-79,"{'amount': 1965, 'percentage': 6.3}","{'amount': 2805, 'percentage': 9}",חודש אחרון
70-79,"{'amount': 87653, 'percentage': 1.9}","{'amount': 106864, 'percentage': 2.3}",מתחילת קורונה
70-79,"{'amount': 40829, 'percentage': 4.6}","{'amount': 51654, 'percentage': 5.8}",6 חודשים
70-79,"{'amount': 72856, 'percentage': 2.1}","{'amount': 90631, 'percentage': 2.6}",שנה
80-89,"{'amount': 10316, 'percentage': 2.3}","{'amount': 14287, 'percentage': 3.2}",3 חודשים
80-89,"{'amount': 34514, 'percentage': 0.8}","{'amount': 47570, 'percentage': 1}",מתחילת קורונה
80-89,"{'amount': 16336, 'percentage': 1.8}","{'amount': 21978, 'percentage': 2.5}",6 חודשים
80-89,"{'amount': 864, 'percentage': 2.8}","{'amount': 1310, 'percentage': 4.2}",חודש אחרון
80-89,"{'amount': 27827, 'percentage': 0.8}","{'amount': 38250, 'percentage': 1.1}",שנה
90+,"{'amount': 3195, 'percentage': 0.4}","{'amount': 6081, 'percentage': 0.7}",6 חודשים
90+,"{'amount': 2088, 'percentage': 0.5}","{'amount': 4130, 'percentage': 0.9}",3 חודשים
90+,"{'amount': 205, 'percentage': 0.7}","{'amount': 422, 'percentage': 1.4}",חודש אחרון
90+,"{'amount': 7378, 'percentage': 0.2}","{'amount': 14305, 'percentage': 0.3}",מתחילת קורונה
90+,"{'amount': 5746, 'percentage': 0.2}","{'amount': 10877, 'percentage': 0.3}",שנה
