section,male,female,period
0-9,"{'amount': 8, 'percentage': 0.3}","{'amount': 9, 'percentage': 0.3}",3 חודשים
0-9,"{'amount': 124, 'percentage': 0.4}","{'amount': 78, 'percentage': 0.2}",מתחילת קורונה
0-9,"{'amount': 24, 'percentage': 0.6}","{'amount': 12, 'percentage': 0.3}",6 חודשים
0-9,"{'amount': 2, 'percentage': 0.5}","{'amount': 1, 'percentage': 0.2}",חודש אחרון
0-9,"{'amount': 77, 'percentage': 0.6}","{'amount': 52, 'percentage': 0.4}",שנה
10-19,"{'amount': 5, 'percentage': 0.1}","{'amount': 8, 'percentage': 0.2}",6 חודשים
10-19,"{'amount': 4, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.1}",3 חודשים
10-19,"{'amount': 1, 'percentage': 0.2}","{'amount': 0, 'percentage': 0}",חודש אחרון
10-19,"{'amount': 82, 'percentage': 0.3}","{'amount': 81, 'percentage': 0.3}",מתחילת קורונה
10-19,"{'amount': 39, 'percentage': 0.3}","{'amount': 28, 'percentage': 0.2}",שנה
20-29,"{'amount': 78, 'percentage': 0.6}","{'amount': 87, 'percentage': 0.7}",שנה
20-29,"{'amount': 8, 'percentage': 0.3}","{'amount': 14, 'percentage': 0.5}",3 חודשים
20-29,"{'amount': 251, 'percentage': 0.8}","{'amount': 284, 'percentage': 0.9}",מתחילת קורונה
20-29,"{'amount': 3, 'percentage': 0.7}","{'amount': 4, 'percentage': 0.9}",חודש אחרון
20-29,"{'amount': 14, 'percentage': 0.3}","{'amount': 16, 'percentage': 0.4}",6 חודשים
30-39,"{'amount': 15, 'percentage': 0.5}","{'amount': 8, 'percentage': 0.3}",3 חודשים
30-39,"{'amount': 643, 'percentage': 2}","{'amount': 599, 'percentage': 1.9}",מתחילת קורונה
30-39,"{'amount': 4, 'percentage': 0.9}","{'amount': 1, 'percentage': 0.2}",חודש אחרון
30-39,"{'amount': 169, 'percentage': 1.4}","{'amount': 158, 'percentage': 1.3}",שנה
30-39,"{'amount': 29, 'percentage': 0.7}","{'amount': 23, 'percentage': 0.6}",6 חודשים
40-49,"{'amount': 30, 'percentage': 1.1}","{'amount': 21, 'percentage': 0.7}",3 חודשים
40-49,"{'amount': 1433, 'percentage': 4.5}","{'amount': 982, 'percentage': 3.1}",מתחילת קורונה
40-49,"{'amount': 2, 'percentage': 0.5}","{'amount': 1, 'percentage': 0.2}",חודש אחרון
40-49,"{'amount': 343, 'percentage': 2.8}","{'amount': 249, 'percentage': 2.1}",שנה
40-49,"{'amount': 47, 'percentage': 1.1}","{'amount': 31, 'percentage': 0.8}",6 חודשים
50-59,"{'amount': 76, 'percentage': 2.7}","{'amount': 55, 'percentage': 2}",3 חודשים
50-59,"{'amount': 12, 'percentage': 2.8}","{'amount': 10, 'percentage': 2.3}",חודש אחרון
50-59,"{'amount': 2301, 'percentage': 7.2}","{'amount': 1624, 'percentage': 5.1}",מתחילת קורונה
50-59,"{'amount': 117, 'percentage': 2.8}","{'amount': 87, 'percentage': 2.1}",6 חודשים
50-59,"{'amount': 591, 'percentage': 4.9}","{'amount': 428, 'percentage': 3.6}",שנה
60-69,"{'amount': 224, 'percentage': 8}","{'amount': 140, 'percentage': 5}",3 חודשים
60-69,"{'amount': 3492, 'percentage': 11}","{'amount': 2358, 'percentage': 7.4}",מתחילת קורונה
60-69,"{'amount': 38, 'percentage': 8.8}","{'amount': 24, 'percentage': 5.6}",חודש אחרון
60-69,"{'amount': 1074, 'percentage': 8.9}","{'amount': 775, 'percentage': 6.4}",שנה
60-69,"{'amount': 329, 'percentage': 8}","{'amount': 214, 'percentage': 5.2}",6 חודשים
70-79,"{'amount': 410, 'percentage': 14.6}","{'amount': 309, 'percentage': 11}",3 חודשים
70-79,"{'amount': 66, 'percentage': 15.3}","{'amount': 39, 'percentage': 9.1}",חודש אחרון
70-79,"{'amount': 4081, 'percentage': 12.9}","{'amount': 3094, 'percentage': 9.7}",מתחילת קורונה
70-79,"{'amount': 602, 'percentage': 14.7}","{'amount': 438, 'percentage': 10.7}",6 חודשים
70-79,"{'amount': 1586, 'percentage': 13.2}","{'amount': 1252, 'percentage': 10.4}",שנה
80-89,"{'amount': 484, 'percentage': 17.2}","{'amount': 471, 'percentage': 16.7}",3 חודשים
80-89,"{'amount': 3534, 'percentage': 11.1}","{'amount': 3630, 'percentage': 11.4}",מתחילת קורונה
80-89,"{'amount': 686, 'percentage': 16.7}","{'amount': 674, 'percentage': 16.4}",6 חודשים
80-89,"{'amount': 78, 'percentage': 18.1}","{'amount': 74, 'percentage': 17.2}",חודש אחרון
80-89,"{'amount': 1667, 'percentage': 13.8}","{'amount': 1732, 'percentage': 14.4}",שנה
90+,"{'amount': 303, 'percentage': 7.4}","{'amount': 449, 'percentage': 10.9}",6 חודשים
90+,"{'amount': 198, 'percentage': 7}","{'amount': 329, 'percentage': 11.7}",3 חודשים
90+,"{'amount': 26, 'percentage': 6}","{'amount': 44, 'percentage': 10.2}",חודש אחרון
90+,"{'amount': 1235, 'percentage': 3.9}","{'amount': 1852, 'percentage': 5.8}",מתחילת קורונה
90+,"{'amount': 678, 'percentage': 5.6}","{'amount': 974, 'percentage': 8.1}",שנה
