section,female,male,period,order_period
0-9,"{'amount': 8, 'percentage': 0.2}","{'amount': 14, 'percentage': 0.3}",מתחילת קורונה,1
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.8}",חודש אחרון,5
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 3, 'percentage': 0.8}",3 חודשים,4
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 7, 'percentage': 0.6}",6 חודשים,3
0-9,"{'amount': 6, 'percentage': 0.2}","{'amount': 9, 'percentage': 0.3}",שנה,2
10-19,"{'amount': 1, 'percentage': 0.3}","{'amount': 1, 'percentage': 0.3}",3 חודשים,4
10-19,"{'amount': 9, 'percentage': 0.3}","{'amount': 8, 'percentage': 0.3}",שנה,2
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
10-19,"{'amount': 15, 'percentage': 0.3}","{'amount': 17, 'percentage': 0.4}",מתחילת קורונה,1
10-19,"{'amount': 5, 'percentage': 0.4}","{'amount': 7, 'percentage': 0.6}",6 חודשים,3
20-29,"{'amount': 1, 'percentage': 0.8}","{'amount': 1, 'percentage': 0.8}",חודש אחרון,5
20-29,"{'amount': 10, 'percentage': 0.9}","{'amount': 14, 'percentage': 1.2}",6 חודשים,3
20-29,"{'amount': 4, 'percentage': 1.1}","{'amount': 7, 'percentage': 2}",3 חודשים,4
20-29,"{'amount': 48, 'percentage': 1}","{'amount': 44, 'percentage': 0.9}",מתחילת קורונה,1
20-29,"{'amount': 27, 'percentage': 1}","{'amount': 37, 'percentage': 1.4}",שנה,2
30-39,"{'amount': 3, 'percentage': 2.4}","{'amount': 9, 'percentage': 7.1}",חודש אחרון,5
30-39,"{'amount': 9, 'percentage': 2.5}","{'amount': 15, 'percentage': 4.2}",3 חודשים,4
30-39,"{'amount': 24, 'percentage': 2.1}","{'amount': 27, 'percentage': 2.4}",6 חודשים,3
30-39,"{'amount': 62, 'percentage': 2.3}","{'amount': 53, 'percentage': 2}",שנה,2
30-39,"{'amount': 85, 'percentage': 1.8}","{'amount': 81, 'percentage': 1.7}",מתחילת קורונה,1
40-49,"{'amount': 84, 'percentage': 3.2}","{'amount': 142, 'percentage': 5.4}",שנה,2
40-49,"{'amount': 33, 'percentage': 2.9}","{'amount': 63, 'percentage': 5.6}",6 חודשים,3
40-49,"{'amount': 12, 'percentage': 3.4}","{'amount': 32, 'percentage': 9}",3 חודשים,4
40-49,"{'amount': 3, 'percentage': 2.4}","{'amount': 11, 'percentage': 8.7}",חודש אחרון,5
40-49,"{'amount': 123, 'percentage': 2.5}","{'amount': 216, 'percentage': 4.5}",מתחילת קורונה,1
50-59,"{'amount': 211, 'percentage': 4.4}","{'amount': 449, 'percentage': 9.3}",מתחילת קורונה,1
50-59,"{'amount': 10, 'percentage': 7.9}","{'amount': 12, 'percentage': 9.4}",חודש אחרון,5
50-59,"{'amount': 23, 'percentage': 6.5}","{'amount': 44, 'percentage': 12.4}",3 חודשים,4
50-59,"{'amount': 59, 'percentage': 5.2}","{'amount': 101, 'percentage': 9}",6 חודשים,3
50-59,"{'amount': 137, 'percentage': 5.2}","{'amount': 263, 'percentage': 9.9}",שנה,2
60-69,"{'amount': 43, 'percentage': 12.1}","{'amount': 46, 'percentage': 13}",3 חודשים,4
60-69,"{'amount': 412, 'percentage': 8.5}","{'amount': 783, 'percentage': 16.2}",מתחילת קורונה,1
60-69,"{'amount': 13, 'percentage': 10.2}","{'amount': 18, 'percentage': 14.2}",חודש אחרון,5
60-69,"{'amount': 127, 'percentage': 11.3}","{'amount': 153, 'percentage': 13.6}",6 חודשים,3
60-69,"{'amount': 264, 'percentage': 10}","{'amount': 387, 'percentage': 14.6}",שנה,2
70-79,"{'amount': 36, 'percentage': 10.1}","{'amount': 32, 'percentage': 9}",3 חודשים,4
70-79,"{'amount': 264, 'percentage': 10}","{'amount': 387, 'percentage': 14.6}",שנה,2
70-79,"{'amount': 10, 'percentage': 7.9}","{'amount': 13, 'percentage': 10.2}",חודש אחרון,5
70-79,"{'amount': 463, 'percentage': 9.6}","{'amount': 838, 'percentage': 17.3}",מתחילת קורונה,1
70-79,"{'amount': 113, 'percentage': 10.1}","{'amount': 156, 'percentage': 13.9}",6 חודשים,3
80-89,"{'amount': 89, 'percentage': 7.9}","{'amount': 96, 'percentage': 8.5}",6 חודשים,3
80-89,"{'amount': 19, 'percentage': 5.4}","{'amount': 19, 'percentage': 5.4}",3 חודשים,4
80-89,"{'amount': 10, 'percentage': 7.9}","{'amount': 7, 'percentage': 5.5}",חודש אחרון,5
80-89,"{'amount': 193, 'percentage': 7.3}","{'amount': 231, 'percentage': 8.7}",שנה,2
80-89,"{'amount': 356, 'percentage': 7.3}","{'amount': 490, 'percentage': 10.1}",מתחילת קורונה,1
90+,"{'amount': 47, 'percentage': 1.8}","{'amount': 43, 'percentage': 1.6}",שנה,2
90+,"{'amount': 21, 'percentage': 1.9}","{'amount': 19, 'percentage': 1.7}",6 חודשים,3
90+,"{'amount': 6, 'percentage': 1.7}","{'amount': 3, 'percentage': 0.8}",3 חודשים,4
90+,"{'amount': 3, 'percentage': 2.4}","{'amount': 2, 'percentage': 1.6}",חודש אחרון,5
90+,"{'amount': 96, 'percentage': 2}","{'amount': 99, 'percentage': 2}",מתחילת קורונה,1
