section,female,male,period,order_period
0-9,"{'amount': 3, 'percentage': 0}","{'amount': 5, 'percentage': 0.1}",מתחילת קורונה,1
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 2.9}",חודש אחרון,5
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 0.7}",3 חודשים,4
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 3, 'percentage': 0.2}",6 חודשים,3
0-9,"{'amount': 3, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.1}",שנה,2
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",3 חודשים,4
10-19,"{'amount': 1, 'percentage': 0}","{'amount': 2, 'percentage': 0}",שנה,2
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
10-19,"{'amount': 4, 'percentage': 0}","{'amount': 3, 'percentage': 0}",מתחילת קורונה,1
10-19,"{'amount': 1, 'percentage': 0.1}","{'amount': 1, 'percentage': 0.1}",6 חודשים,3
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
20-29,"{'amount': 3, 'percentage': 0.2}","{'amount': 4, 'percentage': 0.2}",6 חודשים,3
20-29,"{'amount': 1, 'percentage': 0.4}","{'amount': 2, 'percentage': 0.7}",3 חודשים,4
20-29,"{'amount': 16, 'percentage': 0.2}","{'amount': 23, 'percentage': 0.3}",מתחילת קורונה,1
20-29,"{'amount': 7, 'percentage': 0.2}","{'amount': 18, 'percentage': 0.4}",שנה,2
30-39,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 2.9}",חודש אחרון,5
30-39,"{'amount': 0, 'percentage': 0}","{'amount': 5, 'percentage': 1.8}",3 חודשים,4
30-39,"{'amount': 9, 'percentage': 0.5}","{'amount': 15, 'percentage': 0.8}",6 חודשים,3
30-39,"{'amount': 23, 'percentage': 0.5}","{'amount': 32, 'percentage': 0.7}",שנה,2
30-39,"{'amount': 31, 'percentage': 0.4}","{'amount': 45, 'percentage': 0.5}",מתחילת קורונה,1
40-49,"{'amount': 40, 'percentage': 0.9}","{'amount': 76, 'percentage': 1.7}",שנה,2
40-49,"{'amount': 10, 'percentage': 0.5}","{'amount': 34, 'percentage': 1.8}",6 חודשים,3
40-49,"{'amount': 4, 'percentage': 1.4}","{'amount': 11, 'percentage': 3.9}",3 חודשים,4
40-49,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 1.4}",חודש אחרון,5
40-49,"{'amount': 65, 'percentage': 0.8}","{'amount': 104, 'percentage': 1.3}",מתחילת קורונה,1
50-59,"{'amount': 164, 'percentage': 2}","{'amount': 322, 'percentage': 3.9}",מתחילת קורונה,1
50-59,"{'amount': 5, 'percentage': 7.2}","{'amount': 3, 'percentage': 4.3}",חודש אחרון,5
50-59,"{'amount': 11, 'percentage': 3.9}","{'amount': 22, 'percentage': 7.8}",3 חודשים,4
50-59,"{'amount': 39, 'percentage': 2.1}","{'amount': 71, 'percentage': 3.8}",6 חודשים,3
50-59,"{'amount': 97, 'percentage': 2.2}","{'amount': 186, 'percentage': 4.2}",שנה,2
60-69,"{'amount': 28, 'percentage': 9.9}","{'amount': 35, 'percentage': 12.4}",3 חודשים,4
60-69,"{'amount': 452, 'percentage': 5.4}","{'amount': 826, 'percentage': 10}",מתחילת קורונה,1
60-69,"{'amount': 1, 'percentage': 1.4}","{'amount': 6, 'percentage': 8.7}",חודש אחרון,5
60-69,"{'amount': 148, 'percentage': 8}","{'amount': 183, 'percentage': 9.9}",6 חודשים,3
60-69,"{'amount': 293, 'percentage': 6.7}","{'amount': 446, 'percentage': 10.2}",שנה,2
70-79,"{'amount': 41, 'percentage': 14.5}","{'amount': 35, 'percentage': 12.4}",3 חודשים,4
70-79,"{'amount': 480, 'percentage': 11}","{'amount': 652, 'percentage': 14.9}",שנה,2
70-79,"{'amount': 10, 'percentage': 14.5}","{'amount': 8, 'percentage': 11.6}",חודש אחרון,5
70-79,"{'amount': 801, 'percentage': 9.7}","{'amount': 1302, 'percentage': 15.7}",מתחילת קורונה,1
70-79,"{'amount': 198, 'percentage': 10.7}","{'amount': 271, 'percentage': 14.7}",6 חודשים,3
80-89,"{'amount': 281, 'percentage': 15.2}","{'amount': 295, 'percentage': 16}",6 חודשים,3
80-89,"{'amount': 27, 'percentage': 9.5}","{'amount': 26, 'percentage': 9.2}",3 חודשים,4
80-89,"{'amount': 12, 'percentage': 17.4}","{'amount': 8, 'percentage': 11.6}",חודש אחרון,5
80-89,"{'amount': 665, 'percentage': 15.2}","{'amount': 686, 'percentage': 15.7}",שנה,2
80-89,"{'amount': 1279, 'percentage': 15.4}","{'amount': 1416, 'percentage': 17.1}",מתחילת קורונה,1
90+,"{'amount': 401, 'percentage': 9.2}","{'amount': 267, 'percentage': 6.1}",שנה,2
90+,"{'amount': 178, 'percentage': 9.6}","{'amount': 104, 'percentage': 5.6}",6 חודשים,3
90+,"{'amount': 27, 'percentage': 9.5}","{'amount': 6, 'percentage': 2.1}",3 חודשים,4
90+,"{'amount': 9, 'percentage': 13}","{'amount': 2, 'percentage': 2.9}",חודש אחרון,5
90+,"{'amount': 844, 'percentage': 10.2}","{'amount': 594, 'percentage': 7.2}",מתחילת קורונה,1
