section,female,male,period
0-9,"{'amount': 55, 'percentage': 0.5}","{'amount': 80, 'percentage': 0.7}",שנה
0-9,"{'amount': 2, 'percentage': 0.5}","{'amount': 3, 'percentage': 0.7}",חודש אחרון
0-9,"{'amount': 73, 'percentage': 0.3}","{'amount': 111, 'percentage': 0.4}",מתחילת קורונה
0-9,"{'amount': 37, 'percentage': 0.5}","{'amount': 54, 'percentage': 0.8}",6 חודשים
0-9,"{'amount': 12, 'percentage': 0.5}","{'amount': 18, 'percentage': 0.8}",3 חודשים
10-19,"{'amount': 17, 'percentage': 0.3}","{'amount': 26, 'percentage': 0.4}",6 חודשים
10-19,"{'amount': 1, 'percentage': 0.2}","{'amount': 1, 'percentage': 0.2}",חודש אחרון
10-19,"{'amount': 35, 'percentage': 0.3}","{'amount': 41, 'percentage': 0.3}",שנה
10-19,"{'amount': 7, 'percentage': 0.3}","{'amount': 6, 'percentage': 0.3}",3 חודשים
10-19,"{'amount': 78, 'percentage': 0.3}","{'amount': 77, 'percentage': 0.3}",מתחילת קורונה
20-29,"{'amount': 98, 'percentage': 0.8}","{'amount': 91, 'percentage': 0.8}",שנה
20-29,"{'amount': 272, 'percentage': 0.9}","{'amount': 241, 'percentage': 0.8}",מתחילת קורונה
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 4, 'percentage': 1}",חודש אחרון
20-29,"{'amount': 27, 'percentage': 0.4}","{'amount': 39, 'percentage': 0.6}",6 חודשים
20-29,"{'amount': 4, 'percentage': 0.2}","{'amount': 12, 'percentage': 0.5}",3 חודשים
30-39,"{'amount': 221, 'percentage': 1.8}","{'amount': 217, 'percentage': 1.8}",שנה
30-39,"{'amount': 3, 'percentage': 0.7}","{'amount': 2, 'percentage': 0.5}",חודש אחרון
30-39,"{'amount': 594, 'percentage': 2.1}","{'amount': 625, 'percentage': 2.2}",מתחילת קורונה
30-39,"{'amount': 71, 'percentage': 1}","{'amount': 61, 'percentage': 0.9}",6 חודשים
30-39,"{'amount': 19, 'percentage': 0.9}","{'amount': 20, 'percentage': 0.9}",3 חודשים
40-49,"{'amount': 24, 'percentage': 1.1}","{'amount': 41, 'percentage': 1.8}",3 חודשים
40-49,"{'amount': 968, 'percentage': 3.4}","{'amount': 1398, 'percentage': 4.8}",מתחילת קורונה
40-49,"{'amount': 334, 'percentage': 2.8}","{'amount': 462, 'percentage': 3.8}",שנה
40-49,"{'amount': 4, 'percentage': 1}","{'amount': 9, 'percentage': 2.2}",חודש אחרון
40-49,"{'amount': 90, 'percentage': 1.3}","{'amount': 144, 'percentage': 2.1}",6 חודשים
50-59,"{'amount': 526, 'percentage': 4.3}","{'amount': 708, 'percentage': 5.9}",שנה
50-59,"{'amount': 8, 'percentage': 1.9}","{'amount': 15, 'percentage': 3.6}",חודש אחרון
50-59,"{'amount': 1569, 'percentage': 5.4}","{'amount': 2222, 'percentage': 7.7}",מתחילת קורונה
50-59,"{'amount': 204, 'percentage': 3}","{'amount': 299, 'percentage': 4.4}",6 חודשים
50-59,"{'amount': 50, 'percentage': 2.3}","{'amount': 90, 'percentage': 4.1}",3 חודשים
60-69,"{'amount': 879, 'percentage': 7.3}","{'amount': 1171, 'percentage': 9.7}",שנה
60-69,"{'amount': 2212, 'percentage': 7.7}","{'amount': 3267, 'percentage': 11.3}",מתחילת קורונה
60-69,"{'amount': 29, 'percentage': 7}","{'amount': 35, 'percentage': 8.5}",חודש אחרון
60-69,"{'amount': 429, 'percentage': 6.3}","{'amount': 600, 'percentage': 8.8}",6 חודשים
60-69,"{'amount': 139, 'percentage': 6.3}","{'amount': 194, 'percentage': 8.7}",3 חודשים
70-79,"{'amount': 1213, 'percentage': 10}","{'amount': 1539, 'percentage': 12.7}",שנה
70-79,"{'amount': 716, 'percentage': 10.5}","{'amount': 948, 'percentage': 13.9}",6 חודשים
70-79,"{'amount': 35, 'percentage': 8.5}","{'amount': 59, 'percentage': 14.3}",חודש אחרון
70-79,"{'amount': 2779, 'percentage': 9.6}","{'amount': 3652, 'percentage': 12.7}",מתחילת קורונה
70-79,"{'amount': 235, 'percentage': 10.6}","{'amount': 322, 'percentage': 14.5}",3 חודשים
80-89,"{'amount': 1568, 'percentage': 13}","{'amount': 1517, 'percentage': 12.5}",שנה
80-89,"{'amount': 59, 'percentage': 14.3}","{'amount': 59, 'percentage': 14.3}",חודש אחרון
80-89,"{'amount': 3145, 'percentage': 10.9}","{'amount': 3032, 'percentage': 10.5}",מתחילת קורונה
80-89,"{'amount': 1045, 'percentage': 15.4}","{'amount': 1010, 'percentage': 14.9}",6 חודשים
80-89,"{'amount': 318, 'percentage': 14.3}","{'amount': 358, 'percentage': 16.1}",3 חודשים
90+,"{'amount': 48, 'percentage': 11.6}","{'amount': 38, 'percentage': 9.2}",חודש אחרון
90+,"{'amount': 797, 'percentage': 6.6}","{'amount': 550, 'percentage': 4.5}",שנה
90+,"{'amount': 552, 'percentage': 8.1}","{'amount': 428, 'percentage': 6.3}",6 חודשים
90+,"{'amount': 184, 'percentage': 8.3}","{'amount': 169, 'percentage': 7.6}",3 חודשים
90+,"{'amount': 1518, 'percentage': 5.3}","{'amount': 1025, 'percentage': 3.6}",מתחילת קורונה
