name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,,20
אוגוסטה ויקטוריה,,,0
שמיר,,69.92144012451172,4
וולפסון,,73.06002807617188,11
הלל יפה,,86.60194396972656,5
נהריה,,,0
ברזילי,,,0
בני ציון,,,0
רבין ק. בילינסון,,79.28144073486328,10
מאיר,,91.51670837402344,13
המרכזי בעמק,,74.6551742553711,3
הדסה עין כרם,,100.1322784423828,8
לניאדו,,98.32868957519531,6
אסותא אשדוד,,,0
סוראסקי,,,0
"רמב""ם",,,0
המשפחה הקדושה,,,0
הסקוטי,,,0
השרון ק. גולדה,,55.60165786743164,5
יוספטל,,,0
מעייני הישועה,,,0
סורוקה,,80.88618469238281,13
סנט וינסנט,,,0
פוריה,,,0
קפלן,,120.5776138305664,8
זיו צפת,,75.21614074707031,3
שערי צדק,,93.19562530517578,4
סנט ג'וזף,,,0
אל מקאסד,,,0
הכרמל,,76.89161682128906,3
