name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,101.455696105957,12
יוספטל,,44.61538314819336,0
שמיר,,61.39169311523438,9
וולפסון,,65.4465560913086,14
זיו צפת,,78.67435455322266,5
הלל יפה,,84.66019439697266,2
נהריה,,73.85892486572266,10
ברזילי,,77.16666412353516,2
פוריה,,58.87323760986328,4
סוראסקי,,98.0358657836914,11
בני ציון,,83.60276794433594,15
רבין ק. בילינסון,,95.0898208618164,7
סורוקה,,70.4604721069336,7
מאיר,,72.23650360107422,8
קפלן,,86.28158569335938,12
"רמב""ם",,84.94845581054688,42
הכרמל,,74.84662628173828,6
השרון ק. גולדה,,56.43153381347656,2
הדסה עין כרם,,107.0175476074219,17
הסקוטי,,106.7669143676758,3
המשפחה הקדושה,,,0
סנט ג'וזף,,,0
שערי צדק,,94.96314239501953,13
אל מקאסד,,,0
לניאדו,,80.22283935546875,4
אוגוסטה ויקטוריה,,,0
מעייני הישועה,,96.80511474609375,0
אסותא אשדוד,,,1
שניידר,,,0
סנט וינסנט,,67.91044616699219,6
המרכזי בעמק,,72.4137954711914,15
