period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,53278,27304,51.25
3_Month,0-9,194222,43378,22.33
6_Month,0-9,1056672,474612,44.92
1_Year,0-9,1487614,648146,43.57
All,0-9,1706189,756644,44.35
1_Month,10-19,52376,26355,50.32
3_Month,10-19,207990,43247,20.79
6_Month,10-19,933349,478591,51.28
1_Year,10-19,1384768,653382,47.18
All,10-19,1624989,799675,49.21
1_Month,20-29,67223,31170,46.37
3_Month,20-29,274781,48848,17.78
6_Month,20-29,849901,344881,40.58
1_Year,20-29,1221149,468785,38.39
All,20-29,1462998,589145,40.27
1_Month,30-39,80838,39371,48.7
3_Month,30-39,272513,62864,23.07
6_Month,30-39,853975,396663,46.45
1_Year,30-39,1164205,509740,43.78
All,30-39,1363067,594581,43.62
1_Month,40-49,81379,39769,48.87
3_Month,40-49,263716,63846,24.21
6_Month,40-49,785553,370112,47.11
1_Year,40-49,1044489,464573,44.48
All,40-49,1210552,537703,44.42
1_Month,50-59,74152,37030,49.94
3_Month,50-59,237117,59113,24.93
6_Month,50-59,618332,264693,42.81
1_Year,50-59,812427,320840,39.49
All,50-59,945335,376689,39.85
1_Month,60-69,78038,39154,50.17
3_Month,60-69,221099,62585,28.31
6_Month,60-69,518855,201199,38.78
1_Year,60-69,672847,239331,35.57
All,60-69,777361,276971,35.63
1_Month,70-79,70628,34255,48.5
3_Month,70-79,163910,54116,33.02
6_Month,70-79,338078,128723,38.07
1_Year,70-79,433428,149221,34.43
All,70-79,499686,169345,33.89
1_Month,80-89,40240,14485,36
3_Month,80-89,69161,21851,31.59
6_Month,80-89,128775,50866,39.5
1_Year,80-89,168435,58941,34.99
All,80-89,210769,69725,33.08
1_Month,90+,12399,3472,28
3_Month,90+,18233,5167,28.34
6_Month,90+,30386,12553,41.31
1_Year,90+,39981,14599,36.51
All,90+,54553,18184,33.33
