section,female,male,period
0-9,"{'amount': 34, 'percentage': 6.1}","{'amount': 42, 'percentage': 7.5}",חודש אחרון
0-9,"{'amount': 57096, 'percentage': 7}","{'amount': 60414, 'percentage': 7.4}",שנה
0-9,"{'amount': 40490, 'percentage': 8.5}","{'amount': 42957, 'percentage': 9}",6 חודשים
0-9,"{'amount': 2596, 'percentage': 11}","{'amount': 2704, 'percentage': 11.5}",3 חודשים
0-9,"{'amount': 57657, 'percentage': 6.9}","{'amount': 61001, 'percentage': 7.4}",מתחילת קורונה
10-19,"{'amount': 84119, 'percentage': 10.1}","{'amount': 92216, 'percentage': 11.1}",מתחילת קורונה
10-19,"{'amount': 81, 'percentage': 14.5}","{'amount': 66, 'percentage': 11.8}",חודש אחרון
10-19,"{'amount': 3216, 'percentage': 13.6}","{'amount': 2793, 'percentage': 11.8}",3 חודשים
10-19,"{'amount': 53814, 'percentage': 11.2}","{'amount': 52030, 'percentage': 10.9}",6 חודשים
10-19,"{'amount': 82844, 'percentage': 10.2}","{'amount': 90746, 'percentage': 11.2}",שנה
20-29,"{'amount': 46862, 'percentage': 9.8}","{'amount': 40033, 'percentage': 8.4}",6 חודשים
20-29,"{'amount': 1870, 'percentage': 7.9}","{'amount': 1430, 'percentage': 6.1}",3 חודשים
20-29,"{'amount': 29, 'percentage': 5.2}","{'amount': 40, 'percentage': 7.2}",חודש אחרון
20-29,"{'amount': 81166, 'percentage': 9.8}","{'amount': 77549, 'percentage': 9.3}",מתחילת קורונה
20-29,"{'amount': 79427, 'percentage': 9.8}","{'amount': 75264, 'percentage': 9.3}",שנה
30-39,"{'amount': 59369, 'percentage': 7.3}","{'amount': 54711, 'percentage': 6.7}",שנה
30-39,"{'amount': 35402, 'percentage': 7.4}","{'amount': 31353, 'percentage': 6.5}",6 חודשים
30-39,"{'amount': 1703, 'percentage': 7.2}","{'amount': 1346, 'percentage': 5.7}",3 חודשים
30-39,"{'amount': 29, 'percentage': 5.2}","{'amount': 38, 'percentage': 6.8}",חודש אחרון
30-39,"{'amount': 60417, 'percentage': 7.3}","{'amount': 56098, 'percentage': 6.8}",מתחילת קורונה
40-49,"{'amount': 50844, 'percentage': 6.3}","{'amount': 45467, 'percentage': 5.6}",שנה
40-49,"{'amount': 28851, 'percentage': 6}","{'amount': 25152, 'percentage': 5.3}",6 חודשים
40-49,"{'amount': 1291, 'percentage': 5.5}","{'amount': 1104, 'percentage': 4.7}",3 חודשים
40-49,"{'amount': 32, 'percentage': 5.7}","{'amount': 25, 'percentage': 4.5}",חודש אחרון
40-49,"{'amount': 51825, 'percentage': 6.2}","{'amount': 46662, 'percentage': 5.6}",מתחילת קורונה
50-59,"{'amount': 19902, 'percentage': 4.2}","{'amount': 17906, 'percentage': 3.7}",6 חודשים
50-59,"{'amount': 852, 'percentage': 3.6}","{'amount': 627, 'percentage': 2.7}",3 חודשים
50-59,"{'amount': 36819, 'percentage': 4.5}","{'amount': 33670, 'percentage': 4.1}",שנה
50-59,"{'amount': 37789, 'percentage': 4.6}","{'amount': 34782, 'percentage': 4.2}",מתחילת קורונה
50-59,"{'amount': 31, 'percentage': 5.6}","{'amount': 16, 'percentage': 2.9}",חודש אחרון
60-69,"{'amount': 594, 'percentage': 2.5}","{'amount': 445, 'percentage': 1.9}",3 חודשים
60-69,"{'amount': 12140, 'percentage': 2.5}","{'amount': 11317, 'percentage': 2.4}",6 חודשים
60-69,"{'amount': 22, 'percentage': 3.9}","{'amount': 14, 'percentage': 2.5}",חודש אחרון
60-69,"{'amount': 23483, 'percentage': 2.8}","{'amount': 23832, 'percentage': 2.9}",מתחילת קורונה
60-69,"{'amount': 22828, 'percentage': 2.8}","{'amount': 22915, 'percentage': 2.8}",שנה
70-79,"{'amount': 18, 'percentage': 3.2}","{'amount': 11, 'percentage': 2}",חודש אחרון
70-79,"{'amount': 325, 'percentage': 1.4}","{'amount': 252, 'percentage': 1.1}",3 חודשים
70-79,"{'amount': 6220, 'percentage': 1.3}","{'amount': 5593, 'percentage': 1.2}",6 חודשים
70-79,"{'amount': 11633, 'percentage': 1.4}","{'amount': 11515, 'percentage': 1.4}",שנה
70-79,"{'amount': 12028, 'percentage': 1.4}","{'amount': 12028, 'percentage': 1.4}",מתחילת קורונה
80-89,"{'amount': 202, 'percentage': 0.9}","{'amount': 142, 'percentage': 0.6}",3 חודשים
80-89,"{'amount': 7055, 'percentage': 0.9}","{'amount': 5102, 'percentage': 0.6}",שנה
80-89,"{'amount': 3855, 'percentage': 0.8}","{'amount': 2618, 'percentage': 0.5}",6 חודשים
80-89,"{'amount': 12, 'percentage': 2.2}","{'amount': 12, 'percentage': 2.2}",חודש אחרון
80-89,"{'amount': 7319, 'percentage': 0.9}","{'amount': 5322, 'percentage': 0.6}",מתחילת קורונה
90+,"{'amount': 2953, 'percentage': 0.4}","{'amount': 1423, 'percentage': 0.2}",מתחילת קורונה
90+,"{'amount': 4, 'percentage': 0.7}","{'amount': 2, 'percentage': 0.4}",חודש אחרון
90+,"{'amount': 70, 'percentage': 0.3}","{'amount': 33, 'percentage': 0.1}",3 חודשים
90+,"{'amount': 1433, 'percentage': 0.3}","{'amount': 750, 'percentage': 0.2}",6 חודשים
90+,"{'amount': 2792, 'percentage': 0.3}","{'amount': 1350, 'percentage': 0.2}",שנה
