priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date,israeli_positive,foreigner_positive
year,פורטו ריקו,כתום,2,154,0,0,2021-12-14T00:00:00.000Z,0,0
year,מונגוליה,כתום,2,25,0,0,2021-12-14T00:00:00.000Z,0,0
year,מוזמביק,אדום,1,115,0,0,2021-12-14T00:00:00.000Z,0,0
year,טוגו,אדום,1,110,0,0,2021-12-14T00:00:00.000Z,0,0
year,גינאה החדשה,כתום,2,3,0,0,2021-12-14T00:00:00.000Z,0,0
year,מאוריציוס,אדום,1,309,1,0.32,2021-12-14T00:00:00.000Z,1,0
year,בוטן,כתום,2,20,0,0,2021-12-14T00:00:00.000Z,0,0
year,הונדורס,כתום,2,116,0,0,2021-12-14T00:00:00.000Z,0,0
year,סט וינסנט,כתום,2,9,1,11.11,2021-12-14T00:00:00.000Z,1,0
year,קניה,אדום,1,1672,19,1.14,2021-12-14T00:00:00.000Z,17,2
year,יפן,כתום,2,841,3,0.36,2021-12-14T00:00:00.000Z,3,0
year,פיליפינים,כתום,2,2280,18,0.79,2021-12-14T00:00:00.000Z,3,15
year,בהמס,כתום,2,72,0,0,2021-12-14T00:00:00.000Z,0,0
year,לטביה,כתום,2,2976,3,0.1,2021-12-14T00:00:00.000Z,3,0
UpToNow,סינגפור,כתום,2,951,2,0.21,2021-12-14T00:00:00.000Z,1,1
UpToNow,אתיופיה,אדום,1,5473,49,0.9,2021-12-14T00:00:00.000Z,44,2
UpToNow,מאלי,אדום,1,177,7,3.95,2021-12-14T00:00:00.000Z,5,2
UpToNow,אלבניה,כתום,2,1896,10,0.53,2021-12-14T00:00:00.000Z,10,0
UpToNow,אירלנד,כתום,2,1944,6,0.31,2021-12-14T00:00:00.000Z,4,2
UpToNow,סומליה,אדום,1,3,0,0,2021-12-14T00:00:00.000Z,0,0
UpToNow,איי קוק,כתום,2,4,0,0,2021-12-14T00:00:00.000Z,0,0
UpToNow,קפריסין,כתום,2,82848,273,0.33,2021-12-14T00:00:00.000Z,266,6
UpToNow,כווית,כתום,2,14,0,0,2021-12-14T00:00:00.000Z,0,0
UpToNow,סין,כתום,2,3410,6,0.18,2021-12-14T00:00:00.000Z,1,5
UpToNow,חוף השנהב,אדום,1,316,4,1.27,2021-12-14T00:00:00.000Z,3,1
UpToNow,האיטי,כתום,2,10,0,0,2021-12-14T00:00:00.000Z,0,0
UpToNow,איטליה,כתום,2,117044,200,0.17,2021-12-14T00:00:00.000Z,192,8
LastMonth,זאיר,אדום,1,24,0,0,2021-12-14T00:00:00.000Z,0,0
