age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,323524,276223,1538337,21,18
20-29,950673,828259,1300361,73.1,63.7
30-39,930011,836301,1197026,77.7,69.9
40-49,905895,834213,1098556,82.5,75.9
50-59,741984,691248,849966,87.3,81.3
60-69,658413,625451,741639,88.8,84.3
70-79,477631,460417,490784,97.3,93.8
80-89,213528,204932,225538,94.7,90.9
90+,50187,47299,51496,97.5,91.8
